year,route_id,route_name_current,company_name_current,metric,rank,sttn_id,sttn_nm,count,route_total,share_pct,stop_on_current_route,period_start,period_end,days_supplied,route_name_source_2025,days_with_record
2025,42002036,223,강릉-동진버스,goff,1,4200253,교보생명,908,3086,29.423202,True,2025-05-27,2025-06-03,8,안목-가톨릭관동대학교,8
2025,42002036,223,강릉-동진버스,goff,2,4200063,가톨릭관동대학교,654,3086,21.192482,True,2025-05-27,2025-06-03,8,안목-가톨릭관동대학교,8
2025,42002036,223,강릉-동진버스,goff,3,4200721,강릉역,289,3086,9.364874,True,2025-05-27,2025-06-03,8,안목-가톨릭관동대학교,8
2025,42002036,223,강릉-동진버스,goff,4,4200361,보건소,230,3086,7.453014,True,2025-05-27,2025-06-03,8,안목-가톨릭관동대학교,8
2025,42002036,223,강릉-동진버스,goff,5,4200251,한국은행,219,3086,7.096565,True,2025-05-27,2025-06-03,8,안목-가톨릭관동대학교,8
2025,42002036,223,강릉-동진버스,ride,1,4200253,교보생명,1366,6597,20.706382,True,2025-05-27,2025-06-03,8,안목-가톨릭관동대학교,8
2025,42002036,223,강릉-동진버스,ride,2,4200251,한국은행,823,6597,12.475368,True,2025-05-27,2025-06-03,8,안목-가톨릭관동대학교,8
2025,42002036,223,강릉-동진버스,ride,3,4200721,강릉역,642,6597,9.731696,True,2025-05-27,2025-06-03,8,안목-가톨릭관동대학교,8
2025,42002036,223,강릉-동진버스,ride,4,4201043,안목,591,6597,8.958618,True,2025-05-27,2025-06-03,8,안목-가톨릭관동대학교,8
2025,42002036,223,강릉-동진버스,ride,5,4200106,KT,545,6597,8.261331,True,2025-05-27,2025-06-03,8,안목-가톨릭관동대학교,8
2025,42002037,224,강릉-동진버스,goff,1,4200103,경포고교,3,15,20.0,True,2025-05-27,2025-06-03,8,안목-안목커피거리,3
2025,42002037,224,강릉-동진버스,goff,2,4200051,송정래미안,2,15,13.333333,True,2025-05-27,2025-06-03,8,안목-안목커피거리,2
2025,42002037,224,강릉-동진버스,goff,2,4200054,삼익아파트,2,15,13.333333,True,2025-05-27,2025-06-03,8,안목-안목커피거리,2
2025,42002037,224,강릉-동진버스,goff,2,4200795,신화아파트,2,15,13.333333,True,2025-05-27,2025-06-03,8,안목-안목커피거리,1
2025,42002037,224,강릉-동진버스,goff,2,4201046,성덕동주민센터,2,15,13.333333,True,2025-05-27,2025-06-03,8,안목-안목커피거리,2
2025,42002037,224,강릉-동진버스,ride,1,4200288,경포고교,44,221,19.909502,True,2025-05-27,2025-06-03,8,안목-안목커피거리,5
2025,42002037,224,강릉-동진버스,ride,2,4200751,금호어울림정문,32,221,14.479638,True,2025-05-27,2025-06-03,8,안목-안목커피거리,5
2025,42002037,224,강릉-동진버스,ride,3,4201233,초당분수공원,23,221,10.40724,True,2025-05-27,2025-06-03,8,안목-안목커피거리,4
2025,42002037,224,강릉-동진버스,ride,4,4200101,강릉고입구,20,221,9.049774,True,2025-05-27,2025-06-03,8,안목-안목커피거리,4
2025,42002037,224,강릉-동진버스,ride,5,4201048,입암4주공아파트,11,221,4.977376,True,2025-05-27,2025-06-03,8,안목-안목커피거리,5
2025,42002038,227,강릉-동진버스,goff,1,4200252,신영극장,955,4867,19.621944,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,goff,2,4200253,교보생명,592,4867,12.16355,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,goff,3,4201198,남대천.강릉교,364,4867,7.47894,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,goff,4,4200120,강릉시외.고속터미널,317,4867,6.513253,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,goff,5,4200249,용강동서부시장,287,4867,5.896856,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,ride,1,4200253,교보생명,1329,11098,11.975131,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,ride,2,4201199,남대천.강릉교,1297,11098,11.68679,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,ride,3,4200252,신영극장,865,11098,7.794197,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,ride,4,4200754,입암6주공아파트,669,11098,6.028113,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,ride,5,4200128,구름다리,666,11098,6.001081,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,goff,1,4200252,신영극장,520,2499,20.808323,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,goff,2,4200253,교보생명,451,2499,18.047219,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,goff,3,4201198,남대천.강릉교,262,2499,10.484194,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,goff,4,4200249,용강동서부시장,130,2499,5.202081,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,goff,5,4200120,강릉시외.고속터미널,118,2499,4.721889,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,ride,1,4200543,미디어촌5단지,751,5411,13.879135,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,ride,2,4201199,남대천.강릉교,530,5411,9.794862,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,ride,3,4200754,입암6주공아파트,527,5411,9.73942,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,ride,4,4200757,입암5주공아파트,481,5411,8.8893,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,ride,5,4200253,교보생명,400,5411,7.392349,True,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002042,230,강릉-동진버스,goff,1,4200252,신영극장,191,624,30.608974,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,goff,2,4200613,강문해변,71,624,11.378205,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,goff,3,4200249,용강동서부시장,55,624,8.814103,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,goff,4,4200617,초당순두부마을,42,624,6.730769,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,goff,5,4201037,말나눔터공원,21,624,3.365385,True,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002042,230,강릉-동진버스,ride,1,4200252,신영극장,210,1263,16.627078,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,ride,2,4200121,강릉시외.고속터미널,136,1263,10.768013,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,ride,3,4200128,구름다리,105,1263,8.313539,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,ride,4,4200130,현대2차아파트,82,1263,6.492478,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,ride,5,4200124,우편집중국,76,1263,6.017419,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,goff,1,4200252,신영극장,295,1289,22.885958,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,goff,2,4200253,교보생명,132,1289,10.240497,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,goff,3,4200120,강릉시외.고속터미널,89,1289,6.904577,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,goff,4,4200249,용강동서부시장,88,1289,6.826998,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,goff,5,4200613,강문해변,61,1289,4.732351,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,ride,1,4200253,교보생명,319,2788,11.441894,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,ride,2,4200252,신영극장,318,2788,11.406026,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,ride,3,4200121,강릉시외.고속터미널,248,2788,8.895265,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,ride,4,4200106,KT,131,2788,4.698709,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,ride,5,4200124,우편집중국,122,2788,4.375897,True,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002072,202-1,강릉-동진버스,goff,1,4200252,신영극장,923,4038,22.85785,True,2025-05-27,2025-06-03,8,경포해변-경포해변,8
2025,42002072,202-1,강릉-동진버스,goff,2,4201242,경포해변,517,4038,12.803368,True,2025-05-27,2025-06-03,8,경포해변-경포해변,8
2025,42002072,202-1,강릉-동진버스,goff,3,4200721,강릉역,436,4038,10.797424,True,2025-05-27,2025-06-03,8,경포해변-경포해변,8
2025,42002072,202-1,강릉-동진버스,goff,4,4201261,강문해변입구,400,4038,9.905894,True,2025-05-27,2025-06-03,8,경포해변-경포해변,8
2025,42002072,202-1,강릉-동진버스,goff,5,4200249,용강동서부시장,274,4038,6.785537,True,2025-05-27,2025-06-03,8,경포해변-경포해변,8
2025,42002072,202-1,강릉-동진버스,ride,1,4200252,신영극장,1348,6294,21.417223,True,2025-05-27,2025-06-03,8,경포해변-경포해변,8
2025,42002072,202-1,강릉-동진버스,ride,2,4200721,강릉역,727,6294,11.550683,True,2025-05-27,2025-06-03,8,경포해변-경포해변,8
2025,42002072,202-1,강릉-동진버스,ride,3,4201242,경포해변,553,6294,8.786146,True,2025-05-27,2025-06-03,8,경포해변-경포해변,8
2025,42002072,202-1,강릉-동진버스,ride,4,4200121,강릉시외.고속터미널,542,6294,8.611376,True,2025-05-27,2025-06-03,8,경포해변-경포해변,8
2025,42002072,202-1,강릉-동진버스,ride,5,4200543,미디어촌5단지,502,6294,7.97585,True,2025-05-27,2025-06-03,8,경포해변-경포해변,8
2025,42002078,211-1,강릉-동진버스,goff,1,4200252,신영극장,96,431,22.273782,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002078,211-1,강릉-동진버스,goff,2,4200253,교보생명,72,431,16.705336,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002078,211-1,강릉-동진버스,goff,3,4201044,안목커피거리,24,431,5.568445,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002078,211-1,강릉-동진버스,goff,4,4200107,KT,22,431,5.104408,True,2025-05-27,2025-06-03,8,안목-안목커피거리,7
2025,42002078,211-1,강릉-동진버스,goff,5,4200624,강릉역공영주차장,15,431,3.480278,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002078,211-1,강릉-동진버스,ride,1,4200252,신영극장,139,894,15.548098,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002078,211-1,강릉-동진버스,ride,2,4200253,교보생명,70,894,7.829978,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002078,211-1,강릉-동진버스,ride,3,4200783,남산초교,62,894,6.935123,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002078,211-1,강릉-동진버스,ride,4,4200106,KT,60,894,6.711409,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002078,211-1,강릉-동진버스,ride,5,4200773,노암대림아파트,58,894,6.487696,True,2025-05-27,2025-06-03,8,안목-안목커피거리,7
2025,42002080,,,goff,1,4200088,문성고등학교,5,10,50.0,False,2025-05-27,2025-06-03,8,공단-문성고등학교,5
2025,42002080,,,goff,2,4200087,강원대학교후문,2,10,20.0,False,2025-05-27,2025-06-03,8,공단-문성고등학교,2
2025,42002080,,,goff,2,4200257,옥천119안전센터,2,10,20.0,False,2025-05-27,2025-06-03,8,공단-문성고등학교,2
2025,42002080,,,goff,4,4200765,성덕초등학교,1,10,10.0,False,2025-05-27,2025-06-03,8,공단-문성고등학교,2
2025,42002080,,,ride,1,4200762,입암현대아파트,21,79,26.582278,False,2025-05-27,2025-06-03,8,공단-문성고등학교,5
2025,42002080,,,ride,2,4200130,현대2차아파트,16,79,20.253165,False,2025-05-27,2025-06-03,8,공단-문성고등학교,5
2025,42002080,,,ride,3,4201047,입암4주공아파트,9,79,11.392405,False,2025-05-27,2025-06-03,8,공단-문성고등학교,5
2025,42002080,,,ride,4,4201202,강릉여고정문,7,79,8.860759,False,2025-05-27,2025-06-03,8,공단-문성고등학교,4
2025,42002080,,,ride,5,4201053,금호어울림,6,79,7.594937,False,2025-05-27,2025-06-03,8,공단-문성고등학교,5
2025,42002083,,,goff,1,4200111,하슬라중,1,1,100.0,False,2025-05-27,2025-06-03,8,선수촌8단지-강릉고정문,2
2025,42002083,,,ride,1,4200543,미디어촌5단지,15,61,24.590164,False,2025-05-27,2025-06-03,8,선수촌8단지-강릉고정문,2
2025,42002083,,,ride,2,4200131,하이빌현대아파트,7,61,11.47541,False,2025-05-27,2025-06-03,8,선수촌8단지-강릉고정문,2
2025,42002083,,,ride,3,4200567,한내들아파트,6,61,9.836066,False,2025-05-27,2025-06-03,8,선수촌8단지-강릉고정문,2
2025,42002083,,,ride,4,4200107,KT,5,61,8.196721,False,2025-05-27,2025-06-03,8,선수촌8단지-강릉고정문,2
2025,42002083,,,ride,5,4200111,하슬라중,4,61,6.557377,False,2025-05-27,2025-06-03,8,선수촌8단지-강릉고정문,2
2025,42002083,,,ride,5,4200123,우편집중국,4,61,6.557377,False,2025-05-27,2025-06-03,8,선수촌8단지-강릉고정문,2
2025,42002083,,,ride,5,4200129,주공3차아파트,4,61,6.557377,False,2025-05-27,2025-06-03,8,선수촌8단지-강릉고정문,2
2025,42002083,,,ride,5,4200566,주공2차아파트,4,61,6.557377,False,2025-05-27,2025-06-03,8,선수촌8단지-강릉고정문,2
2025,42002083,,,ride,5,4201250,선수촌8단지,4,61,6.557377,False,2025-05-27,2025-06-03,8,선수촌8단지-강릉고정문,2
2025,42002084,224-1,강릉-동진버스,goff,1,4200751,금호어울림정문,10,30,33.333333,True,2025-05-27,2025-06-03,8,안목-안목커피거리,5
2025,42002084,224-1,강릉-동진버스,goff,2,4200848,내곡현대아파트,6,30,20.0,True,2025-05-27,2025-06-03,8,안목-안목커피거리,4
2025,42002084,224-1,강릉-동진버스,goff,3,4200062,회산주공2단지,4,30,13.333333,True,2025-05-27,2025-06-03,8,안목-안목커피거리,5
2025,42002084,224-1,강릉-동진버스,goff,4,4200105,동명중학교,3,30,10.0,True,2025-05-27,2025-06-03,8,안목-안목커피거리,3
2025,42002084,224-1,강릉-동진버스,goff,5,4200066,내곡교,1,30,3.333333,True,2025-05-27,2025-06-03,8,안목-안목커피거리,1
2025,42002084,224-1,강릉-동진버스,goff,5,4200103,경포고교,1,30,3.333333,True,2025-05-27,2025-06-03,8,안목-안목커피거리,1
2025,42002084,224-1,강릉-동진버스,goff,5,4200107,KT,1,30,3.333333,True,2025-05-27,2025-06-03,8,안목-안목커피거리,3
2025,42002084,224-1,강릉-동진버스,goff,5,4200109,동인병원입구,1,30,3.333333,True,2025-05-27,2025-06-03,8,안목-안목커피거리,1
2025,42002084,224-1,강릉-동진버스,goff,5,4200754,입암6주공아파트,1,30,3.333333,True,2025-05-27,2025-06-03,8,안목-안목커피거리,2
2025,42002084,224-1,강릉-동진버스,goff,5,4200768,단오문화관,1,30,3.333333,True,2025-05-27,2025-06-03,8,안목-안목커피거리,2
2025,42002084,224-1,강릉-동진버스,goff,5,4201056,더샵아파트,1,30,3.333333,True,2025-05-27,2025-06-03,8,안목-안목커피거리,1
2025,42002084,224-1,강릉-동진버스,ride,1,4201043,안목,34,101,33.663366,True,2025-05-27,2025-06-03,8,안목-안목커피거리,5
2025,42002084,224-1,강릉-동진버스,ride,2,4200062,회산주공2단지,12,101,11.881188,True,2025-05-27,2025-06-03,8,안목-안목커피거리,5
2025,42002084,224-1,강릉-동진버스,ride,3,4200771,은마아파트,10,101,9.90099,True,2025-05-27,2025-06-03,8,안목-안목커피거리,5
2025,42002084,224-1,강릉-동진버스,ride,3,4200846,회산주공1단지,10,101,9.90099,True,2025-05-27,2025-06-03,8,안목-안목커피거리,5
2025,42002084,224-1,강릉-동진버스,ride,5,4200751,금호어울림정문,8,101,7.920792,True,2025-05-27,2025-06-03,8,안목-안목커피거리,5
2025,42002085,220,강릉-동진버스,goff,1,4200252,신영극장,902,4192,21.517176,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002085,220,강릉-동진버스,goff,2,4200253,교보생명,710,4192,16.937023,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002085,220,강릉-동진버스,goff,3,4200853,강릉대도호부관아,262,4192,6.25,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002085,220,강릉-동진버스,goff,4,4200107,KT,163,4192,3.888359,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002085,220,강릉-동진버스,goff,5,4201044,안목커피거리,157,4192,3.745229,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002085,220,강릉-동진버스,ride,1,4200252,신영극장,1394,9807,14.214337,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002085,220,강릉-동진버스,ride,2,4200253,교보생명,1094,9807,11.155297,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002085,220,강릉-동진버스,ride,3,4200843,서희아파트,782,9807,7.973896,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002085,220,강릉-동진버스,ride,4,4200062,회산주공2단지,522,9807,5.322729,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002085,220,강릉-동진버스,ride,5,4200050,가톨릭관동대북문,477,9807,4.863873,True,2025-05-27,2025-06-03,8,안목-안목커피거리,8
2025,42002086,225,강릉-동진버스,goff,1,4200253,교보생명,18,128,14.0625,True,2025-05-27,2025-06-03,8,안목-회산종점,2
2025,42002086,225,강릉-동진버스,goff,2,4200543,미디어촌5단지,16,128,12.5,True,2025-05-27,2025-06-03,8,안목-회산종점,2
2025,42002086,225,강릉-동진버스,goff,3,4200120,강릉시외.고속터미널,11,128,8.59375,True,2025-05-27,2025-06-03,8,안목-회산종점,2
2025,42002086,225,강릉-동진버스,goff,3,4200121,강릉시외.고속터미널,11,128,8.59375,True,2025-05-27,2025-06-03,8,안목-회산종점,2
2025,42002086,225,강릉-동진버스,goff,3,4200565,우미린아파트,11,128,8.59375,True,2025-05-27,2025-06-03,8,안목-회산종점,2
2025,42002086,225,강릉-동진버스,ride,1,4200253,교보생명,59,224,26.339286,True,2025-05-27,2025-06-03,8,안목-회산종점,2
2025,42002086,225,강릉-동진버스,ride,2,4200274,송정노인회관,18,224,8.035714,True,2025-05-27,2025-06-03,8,안목-회산종점,2
2025,42002086,225,강릉-동진버스,ride,3,4200276,송정한신아파트입구,14,224,6.25,True,2025-05-27,2025-06-03,8,안목-회산종점,2
2025,42002086,225,강릉-동진버스,ride,3,4200548,강릉소방서,14,224,6.25,True,2025-05-27,2025-06-03,8,안목-회산종점,2
2025,42002086,225,강릉-동진버스,ride,5,4201250,선수촌8단지,12,224,5.357143,True,2025-05-27,2025-06-03,8,안목-회산종점,2
2025,42002087,225-1,강릉-동진버스,goff,1,4200252,신영극장,25,69,36.231884,True,2025-05-27,2025-06-03,8,회산종점-안목커피거리,2
2025,42002087,225-1,강릉-동진버스,goff,2,4200249,용강동서부시장,14,69,20.289855,True,2025-05-27,2025-06-03,8,회산종점-안목커피거리,2
2025,42002087,225-1,강릉-동진버스,goff,3,4201044,안목커피거리,8,69,11.594203,True,2025-05-27,2025-06-03,8,회산종점-안목커피거리,2
2025,42002087,225-1,강릉-동진버스,goff,4,4200293,강릉역건너편,4,69,5.797101,True,2025-05-27,2025-06-03,8,회산종점-안목커피거리,2
2025,42002087,225-1,강릉-동진버스,goff,5,4200094,강릉여고,3,69,4.347826,True,2025-05-27,2025-06-03,8,회산종점-안목커피거리,2
2025,42002087,225-1,강릉-동진버스,goff,5,4200269,이마트,3,69,4.347826,True,2025-05-27,2025-06-03,8,회산종점-안목커피거리,2
2025,42002087,225-1,강릉-동진버스,ride,1,4200121,강릉시외.고속터미널,27,135,20.0,True,2025-05-27,2025-06-03,8,회산종점-안목커피거리,2
2025,42002087,225-1,강릉-동진버스,ride,2,4200252,신영극장,23,135,17.037037,True,2025-05-27,2025-06-03,8,회산종점-안목커피거리,2
2025,42002087,225-1,강릉-동진버스,ride,3,4201250,선수촌8단지,12,135,8.888889,True,2025-05-27,2025-06-03,8,회산종점-안목커피거리,2
2025,42002087,225-1,강릉-동진버스,ride,4,4200543,미디어촌5단지,10,135,7.407407,True,2025-05-27,2025-06-03,8,회산종점-안목커피거리,2
2025,42002087,225-1,강릉-동진버스,ride,4,4200548,강릉소방서,10,135,7.407407,True,2025-05-27,2025-06-03,8,회산종점-안목커피거리,2
2025,42002089,223-1,강릉-동진버스,goff,1,4200252,신영극장,1356,4262,31.816049,True,2025-05-27,2025-06-03,8,가톨릭관동대학교-안목커피거리,8
2025,42002089,223-1,강릉-동진버스,goff,2,4200293,강릉역건너편,458,4262,10.746129,True,2025-05-27,2025-06-03,8,가톨릭관동대학교-안목커피거리,8
2025,42002089,223-1,강릉-동진버스,goff,3,4201044,안목커피거리,420,4262,9.854528,True,2025-05-27,2025-06-03,8,가톨릭관동대학교-안목커피거리,8
2025,42002089,223-1,강릉-동진버스,goff,4,4201035,용강동,395,4262,9.267949,True,2025-05-27,2025-06-03,8,가톨릭관동대학교-안목커피거리,8
2025,42002089,223-1,강릉-동진버스,goff,5,4200107,KT,225,4262,5.279212,True,2025-05-27,2025-06-03,8,가톨릭관동대학교-안목커피거리,8
2025,42002089,223-1,강릉-동진버스,ride,1,4200252,신영극장,2328,7860,29.618321,True,2025-05-27,2025-06-03,8,가톨릭관동대학교-안목커피거리,8
2025,42002089,223-1,강릉-동진버스,ride,2,4200063,가톨릭관동대학교,2266,7860,28.829517,True,2025-05-27,2025-06-03,8,가톨릭관동대학교-안목커피거리,8
2025,42002089,223-1,강릉-동진버스,ride,3,4200293,강릉역건너편,687,7860,8.740458,True,2025-05-27,2025-06-03,8,가톨릭관동대학교-안목커피거리,8
2025,42002089,223-1,강릉-동진버스,ride,4,4200359,하나로마트내곡점,656,7860,8.346056,True,2025-05-27,2025-06-03,8,가톨릭관동대학교-안목커피거리,8
2025,42002089,223-1,강릉-동진버스,ride,5,4200065,보건소,585,7860,7.442748,True,2025-05-27,2025-06-03,8,가톨릭관동대학교-안목커피거리,8
2025,42002090,300-2,강릉-동진버스,goff,1,4200252,신영극장,2621,6390,41.017214,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002090,300-2,강릉-동진버스,goff,2,4200249,용강동서부시장,681,6390,10.657277,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002090,300-2,강릉-동진버스,goff,3,4200247,강릉제일고,286,6390,4.475743,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002090,300-2,강릉-동진버스,goff,4,4201206,입암2.3주공,241,6390,3.771518,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002090,300-2,강릉-동진버스,goff,5,4200260,동남아파트,238,6390,3.72457,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002090,300-2,강릉-동진버스,ride,1,4200252,신영극장,969,12491,7.757585,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002090,300-2,강릉-동진버스,ride,2,4200197,작은다리,792,12491,6.340565,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002090,300-2,강릉-동진버스,ride,3,4200317,강릉아산병원.강릉약국,666,12491,5.331839,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002090,300-2,강릉-동진버스,ride,4,4200310,삼천리아파트,640,12491,5.123689,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002090,300-2,강릉-동진버스,ride,5,4200305,주문진시외버스터미널,594,12491,4.755424,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002091,302-2,강릉-동진버스,goff,1,4200252,신영극장,454,1259,36.060365,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002091,302-2,강릉-동진버스,goff,2,4200249,용강동서부시장,113,1259,8.975377,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002091,302-2,강릉-동진버스,goff,3,4200121,강릉시외.고속터미널,112,1259,8.895949,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002091,302-2,강릉-동진버스,goff,4,4200128,구름다리,53,1259,4.20969,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002091,302-2,강릉-동진버스,goff,5,4200763,입암현대아파트,36,1259,2.859412,True,2025-05-27,2025-06-03,8,향호리-공단,7
2025,42002091,302-2,강릉-동진버스,ride,1,4200252,신영극장,341,2582,13.206816,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002091,302-2,강릉-동진버스,ride,2,4201237,강릉아산병원(강릉방면),194,2582,7.513555,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002091,302-2,강릉-동진버스,ride,3,4200128,구름다리,186,2582,7.203718,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002091,302-2,강릉-동진버스,ride,4,4200121,강릉시외.고속터미널,182,2582,7.048799,True,2025-05-27,2025-06-03,8,향호리-공단,8
2025,42002091,302-2,강릉-동진버스,ride,5,4200317,강릉아산병원.강릉약국,143,2582,5.538342,True,2025-05-27,2025-06-03,8,향호리-공단,7
2025,42002092,314,강릉-동진버스,goff,1,4200253,교보생명,119,638,18.652038,True,2025-05-27,2025-06-03,8,공단-향호리,8
2025,42002092,314,강릉-동진버스,goff,2,4200120,강릉시외.고속터미널,59,638,9.247649,True,2025-05-27,2025-06-03,8,공단-향호리,8
2025,42002092,314,강릉-동진버스,goff,3,4200251,한국은행,37,638,5.799373,True,2025-05-27,2025-06-03,8,공단-향호리,8
2025,42002092,314,강릉-동진버스,goff,4,4200418,강릉아산병원.강릉약국,31,638,4.858934,True,2025-05-27,2025-06-03,8,공단-향호리,8
2025,42002092,314,강릉-동진버스,goff,5,4200196,작은다리,28,638,4.388715,True,2025-05-27,2025-06-03,8,공단-향호리,8
2025,42002092,314,강릉-동진버스,goff,5,4200212,연곡면사무소,28,638,4.388715,True,2025-05-27,2025-06-03,8,공단-향호리,8
2025,42002092,314,강릉-동진버스,ride,1,4200253,교보생명,271,1231,22.014622,True,2025-05-27,2025-06-03,8,공단-향호리,8
2025,42002092,314,강릉-동진버스,ride,2,4201205,입암2.3주공,141,1231,11.454102,True,2025-05-27,2025-06-03,8,공단-향호리,8
2025,42002092,314,강릉-동진버스,ride,3,4200721,강릉역,133,1231,10.804224,True,2025-05-27,2025-06-03,8,공단-향호리,8
2025,42002092,314,강릉-동진버스,ride,4,4200120,강릉시외.고속터미널,103,1231,8.367181,True,2025-05-27,2025-06-03,8,공단-향호리,8
2025,42002092,314,강릉-동진버스,ride,5,4200251,한국은행,95,1231,7.717303,True,2025-05-27,2025-06-03,8,공단-향호리,8
