route_id,route_name,company_name,response_order,station_order,sttn_id,sttn_nm,longitude,latitude,turn_seq,up_down,first_time,last_time
42002123,953,강릉-동진버스,8,8,4200599,안인삼거리,128.98037760076,37.72789657042197,19,,06:25,19:05
42002123,953,강릉-동진버스,9,9,4200595,산두골,128.98401664518687,37.71851617972176,19,,06:25,19:05
42002123,953,강릉-동진버스,10,10,4200593,동광주유소,128.988869023967,37.71446203608272,19,,06:25,19:05
42002123,953,강릉-동진버스,11,11,4200591,현대모비스,128.98854560129584,37.70748766417137,19,,06:25,19:05
42002123,953,강릉-동진버스,12,12,4200589,자원순환센터,128.98825794255524,37.6958847446048,19,,06:25,19:05
42002123,953,강릉-동진버스,13,13,4200585,임곡1리,128.97590980007564,37.693767123079255,19,,06:25,19:05
42002123,953,강릉-동진버스,14,14,4200583,임곡1리마을회관,128.97465402746607,37.69113733741365,19,,06:25,19:05
42002123,953,강릉-동진버스,15,15,4200581,보건진료소,128.97326166656484,37.6877802990832,19,,06:25,19:05
42002123,953,강릉-동진버스,16,16,4200579,임곡초등학교,128.97019094901066,37.676575911433936,19,,06:25,19:05
42002123,953,강릉-동진버스,17,17,4200577,갈버든,128.96722169547306,37.666241797535086,19,,06:25,19:05
42002123,953,강릉-동진버스,18,18,4200575,임곡2리마을회관,128.96541432118602,37.66322091980088,19,,06:25,19:05
42002123,953,강릉-동진버스,19,19,4200573,임곡,128.95981869884417,37.65381523982265,19,,06:25,19:05
42002123,953,강릉-동진버스,20,20,4200574,임곡2리마을회관,128.96548889686682,37.66318854424863,19,,06:25,19:05
42002123,953,강릉-동진버스,21,21,4200576,갈버든,128.9673126799485,37.66623695179046,19,,06:25,19:05
42002123,953,강릉-동진버스,22,22,4200578,임곡초등학교,128.970266319495,37.67657078197406,19,,06:25,19:05
42002123,953,강릉-동진버스,23,23,4200580,보건진료소,128.97335780368653,37.6877997329295,19,,06:25,19:05
42002123,953,강릉-동진버스,24,24,4200582,임곡1리마을회관,128.9747545332243,37.69109651601256,19,,06:25,19:05
42002123,953,강릉-동진버스,25,25,4200584,임곡1리,128.97599759967915,37.693758829867754,19,,06:25,19:05
42002123,953,강릉-동진버스,26,26,4200588,자원순환센터,128.9884350583326,37.69589916205473,19,,06:25,19:05
42002123,953,강릉-동진버스,27,27,4200590,현대모비스,128.98862075193523,37.70745325617163,19,,06:25,19:05
42002123,953,강릉-동진버스,28,28,4200592,동광주유소,128.98895762865502,37.71450646675624,19,,06:25,19:05
42002123,953,강릉-동진버스,29,29,4200594,산두골,128.9840168065266,37.71859873395223,19,,06:25,19:05
42002123,953,강릉-동진버스,30,30,4200598,안인삼거리,128.98042188065915,37.72782929827981,19,,06:25,19:05
42002123,953,강릉-동진버스,31,31,4201148,안인화력발전소,128.97827596831831,37.72739115413768,19,,06:25,19:05
42002123,953,강릉-동진버스,32,32,4201150,장터마을,128.97235424591028,37.72315567930139,19,,06:25,19:05
42002123,953,강릉-동진버스,33,33,4201073,모전삼거리,128.96506056244797,37.72569325398637,19,,06:25,19:05
42002123,953,강릉-동진버스,34,34,4200016,강동종합복지회관,128.9534097899608,37.72765187744945,19,,06:25,19:05
42002123,953,강릉-동진버스,35,35,4202167,남부노인종합복지관,128.91383118471262,37.752564379737024,19,,06:25,19:05
42002123,953,강릉-동진버스,36,36,4201198,남대천.강릉교,128.9010015999516,37.75454267936518,19,,06:25,19:05
42002124,954,강릉-동진버스,1,1,4201199,남대천.강릉교,128.9010687000649,37.75417893755025,7,,07:00,17:50
42002124,954,강릉-동진버스,2,2,4202167,남부노인종합복지관,128.91383118471262,37.752564379737024,7,,07:00,17:50
42002124,954,강릉-동진버스,3,3,4201071,철길건널목앞,128.94850270661007,37.73757538406423,7,,07:00,17:50
42002124,954,강릉-동진버스,4,4,4201065,하시동3리마을회관,128.95566357584553,37.73740461978908,7,,07:00,17:50
42002124,954,강릉-동진버스,5,5,4201064,호장골,128.96090744086658,37.738133233851606,7,,07:00,17:50
42002124,954,강릉-동진버스,6,6,4201063,하시동3리3반,128.96021404883618,37.74070043268972,7,,07:00,17:50
42002124,954,강릉-동진버스,7,7,4201062,공군부대후문,128.95917736919824,37.74910624884217,7,,07:00,17:50
42002124,954,강릉-동진버스,8,8,4201069,하시동3리3반,128.96017032919647,37.7406590489229,7,,07:00,17:50
42002124,954,강릉-동진버스,9,9,4201068,호장골,128.96083159328956,37.73815121425806,7,,07:00,17:50
42002124,954,강릉-동진버스,10,10,4200028,하시동3리마을회관,128.95568079152127,37.73745764026289,7,,07:00,17:50
42002124,954,강릉-동진버스,11,11,4201070,철길건널목앞,128.9484470278131,37.73765389539244,7,,07:00,17:50
42002124,954,강릉-동진버스,12,12,4202167,남부노인종합복지관,128.91383118471262,37.752564379737024,7,,07:00,17:50
42002124,954,강릉-동진버스,13,13,4201198,남대천.강릉교,128.9010015999516,37.75454267936518,7,,07:00,17:50
42002126,956 (운행 폐지),강릉-동진버스,1,1,4200005,강동무료주차장,129.03151265934136,37.688945395109045,3,,,
42002126,956 (운행 폐지),강릉-동진버스,2,2,4201074,분수동,129.02438633004448,37.68420512704344,3,,,
42002126,956 (운행 폐지),강릉-동진버스,3,3,4201079,오리동,129.01320324945965,37.682803393955474,3,,,
42002128,957,강릉-동진버스,1,1,4200005,강동무료주차장,129.03151265934136,37.688945395109045,10,,07:40,18:05
42002128,957,강릉-동진버스,2,2,4201074,분수동,129.02438633004448,37.68420512704344,10,,07:40,18:05
42002128,957,강릉-동진버스,3,3,4201082,산성우2리마을회관,129.02269902654416,37.678299838704675,10,,07:40,18:05
42002128,957,강릉-동진버스,4,4,4201084,산성우2리,129.01725588482054,37.67160656267303,10,,07:40,18:05
42002128,957,강릉-동진버스,5,5,4201091,피내,129.0067163489339,37.64587762691358,10,,07:40,18:05
42002128,957,강릉-동진버스,6,6,4201092,밤재휴게소,129.01588441130582,37.643605803090345,10,,07:40,18:05
42002128,957,강릉-동진버스,7,7,4201094,낙풍리입구,129.03474260887603,37.62332181243499,10,,07:40,18:05
42002128,957,강릉-동진버스,8,8,4200034,현내리,129.03644185085787,37.61785851158642,10,,07:40,18:05
42002128,957,강릉-동진버스,9,9,4202052,옥계면사무소,129.03863134955023,37.61234830848836,10,,07:40,18:05
42002128,957,강릉-동진버스,10,10,4202032,옥계현내시장,129.03512810350702,37.608949806593664,10,,07:40,18:05
42002128,957,강릉-동진버스,11,11,4202042,옥계면사무소,129.03870359107486,37.61225376052538,10,,07:40,18:05
42002128,957,강릉-동진버스,12,12,4201105,농협주유소,129.03818611643504,37.61343914150935,10,,07:40,18:05
42002128,957,강릉-동진버스,13,13,4200046,현내리,129.03655884799974,37.617883796095704,10,,07:40,18:05
42002128,957,강릉-동진버스,14,14,4201095,낙풍리입구,129.03490564391961,37.623384805058976,10,,07:40,18:05
42002128,957,강릉-동진버스,15,15,4201093,밤재휴게소,129.01598617822128,37.64361623880892,10,,07:40,18:05
42002128,957,강릉-동진버스,16,16,4201090,피내,129.00674352158242,37.645808828332775,10,,07:40,18:05
42002128,957,강릉-동진버스,17,17,4201085,산성우2리,129.01735333412336,37.671618793132126,10,,07:40,18:05
42002128,957,강릉-동진버스,18,18,4201083,산성우2리마을회관,129.02279471216545,37.67820045840464,10,,07:40,18:05
