year,route_id,route_name_current,company_name_current,route_in_current_bis,sttn_id,sttn_nm,name_source,stop_in_current_bis_inventory,stop_on_current_route,current_station_orders,source_2025_station_sequences,longitude,latitude,ride_nope,goff_nope,ride_rank,goff_rank,ride_share_pct,goff_share_pct,period_start,period_end,days_supplied,route_name_source_2025,days_with_record
2025,42002038,227,강릉-동진버스,True,4200766,입암1주공아파트,BIS inventory,True,True,15,13,128.90620017782277,37.75501242269486,131,61,24,21,1.180393,1.253339,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,True,4200767,입암1주공아파트,BIS inventory,True,True,47,45,128.90600846284408,37.75457671115239,18,30,41,29,0.162191,0.616396,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,True,4201051,입암6주공오거리,BIS inventory,True,True,10,9,128.91813149011642,37.75937340656549,199,1,17,51,1.793116,0.020547,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,True,4201052,입암6주공오거리,BIS inventory,True,True,52,49,128.91746262041485,37.758678282328006,3,132,50,10,0.027032,2.712143,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,True,4201053,금호어울림,BIS inventory,True,True,11,10,128.9156520837289,37.754995794611034,242,6,15,47,2.180573,0.123279,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,True,4201054,금호어울림,BIS inventory,True,True,51,48,128.91590296498018,37.75518531900659,1,44,53,26,0.009011,0.904048,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,True,4201198,남대천.강릉교,BIS inventory,True,True,16,14,128.9010015999516,37.75454267936518,84,364,27,3,0.756893,7.47894,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,True,4201199,남대천.강릉교,BIS inventory,True,True,46,44,128.9010687000649,37.75417893755025,1297,174,2,7,11.68679,3.575098,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002038,227,강릉-동진버스,True,4201224,교통안전교육장,BIS inventory,True,True,59,56,128.94081916548228,37.76277976059592,0,15,,37,0.0,0.308198,2025-05-27,2025-06-03,8,남항진해변-남항진해변,6
2025,42002038,227,강릉-동진버스,True,4201225,교통안전교육장,BIS inventory,True,True,3,2,128.94086858039023,37.762907619978066,38,0,34,,0.342404,0.0,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200045,형제막국수,BIS inventory,True,True,23,22,128.86624288991882,37.755124519467394,57,0,18,,1.05341,0.0,2025-05-27,2025-06-03,8,남항진해변-남항진해변,6
2025,42002040,228,강릉-동진버스,True,4200114,고용센터,BIS inventory,True,True,17,16,128.88893105798073,37.75744085258255,26,12,23,24,0.480503,0.480192,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200115,고용센터,BIS inventory,True,True,29,28,128.8890663454416,37.75714942132559,33,30,21,18,0.609869,1.20048,2025-05-27,2025-06-03,8,남항진해변-남항진해변,7
2025,42002040,228,강릉-동진버스,True,4200116,적십자입구,BIS inventory,True,True,18,17,128.88726321660565,37.757196360936135,10,10,32,27,0.184809,0.40016,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200117,적십자입구,BIS inventory,True,True,28,27,128.88647213220725,37.75676623567213,42,10,20,27,0.776197,0.40016,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200118,터미널오거리,BIS inventory,True,True,19,18,128.8840640923818,37.75608209292866,5,23,35,20,0.092404,0.920368,2025-05-27,2025-06-03,8,남항진해변-남항진해변,7
2025,42002040,228,강릉-동진버스,True,4200119,터미널오거리,BIS inventory,True,True,27,26,128.88381140539954,37.755579088211434,54,5,19,34,0.997967,0.20008,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200120,강릉시외.고속터미널,BIS inventory,True,True,20,19,128.8792265208128,37.75505492071011,21,118,27,5,0.388098,4.721889,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200121,강릉시외.고속터미널,BIS inventory,True,True,26,25,128.87911620808939,37.75486594086855,276,34,8,15,5.100721,1.360544,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200249,용강동서부시장,BIS inventory,True,True,30,29,128.89167287030088,37.75492247590215,116,130,15,4,2.143781,5.202081,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200250,용강동서부시장,BIS inventory,True,True,16,15,128.89174828581776,37.7556582744871,62,40,17,14,1.145814,1.60064,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200251,한국은행,BIS inventory,True,True,15,14,128.89406630781096,37.753485602290496,210,75,10,11,3.880983,3.0012,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200252,신영극장,BIS inventory,True,True,31,30,128.8961287589657,37.75448236011555,387,520,6,1,7.152098,20.808323,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200253,교보생명,BIS inventory,True,True,14,13,128.89811415297848,37.756002485379526,400,451,5,2,7.392349,18.047219,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200543,미디어촌5단지,BIS inventory,True,True,22,21,128.86758571434657,37.753701754139904,751,105,1,6,13.879135,4.201681,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200548,강릉소방서,BIS inventory,True,True,25,24,128.87119323619314,37.7580009949989,243,7,9,32,4.490852,0.280112,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200565,우미린아파트,BIS inventory,True,True,21,20,128.87023572987053,37.75716460769394,3,85,36,9,0.055443,3.401361,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200567,한내들아파트,BIS inventory,True,True,24,23,128.8681446784216,37.75790349269205,167,2,11,38,3.086306,0.080032,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200739,남항진해변,BIS inventory,True,True,1 | 44,43,128.95440005417075,37.764111085296946,147,49,13,13,2.716688,1.960784,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200740,남항진,BIS inventory,True,True,2,1,128.95041066307658,37.76404538789595,26,0,23,,0.480503,0.0,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200741,남항진,BIS inventory,True,True,43,42,128.95055410190812,37.76391565217945,2,9,38,29,0.036962,0.360144,2025-05-27,2025-06-03,8,남항진해변-남항진해변,7
2025,42002040,228,강릉-동진버스,True,4200742,자루뫼.옹심이마을,BIS inventory,True,True,4,3,128.93910155337016,37.76225882808405,87,6,16,33,1.607836,0.240096,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200743,자루뫼.옹심이마을,BIS inventory,True,True,41,40,128.93907508604704,37.76218611247613,6,32,34,16,0.110885,1.280512,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200744,학우리,BIS inventory,True,True,5,4,128.93367670500427,37.76075578732405,20,4,28,37,0.369617,0.160064,2025-05-27,2025-06-03,8,남항진해변-남항진해변,6
2025,42002040,228,강릉-동진버스,True,4200745,반쟁이,BIS inventory,True,True,40,39,128.93382070402052,37.76052490759301,0,8,,31,0.0,0.320128,2025-05-27,2025-06-03,8,남항진해변-남항진해변,5
2025,42002040,228,강릉-동진버스,True,4200746,핸들,BIS inventory,True,True,6,5,128.93045204662351,37.75995348297138,2,0,38,,0.036962,0.0,2025-05-27,2025-06-03,8,남항진해변-남항진해변,2
2025,42002040,228,강릉-동진버스,True,4200747,핸들,BIS inventory,True,True,39,38,128.9303807394757,37.75966393792041,0,5,,34,0.0,0.20008,2025-05-27,2025-06-03,8,남항진해변-남항진해변,4
2025,42002040,228,강릉-동진버스,True,4200748,차돌광,BIS inventory,True,True,7,6,128.92675717507132,37.75922428188879,22,1,26,39,0.406579,0.040016,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200749,차돌광,BIS inventory,True,True,38,37,128.92683577267843,37.75897194822883,0,5,,34,0.0,0.20008,2025-05-27,2025-06-03,8,남항진해변-남항진해변,3
2025,42002040,228,강릉-동진버스,True,4200752,중앙초교,BIS inventory,True,True,8,7,128.9223833558042,37.757342016100644,313,11,7,26,5.784513,0.440176,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200753,중앙초교,BIS inventory,True,True,37,36,128.92202942311576,37.75730416097501,8,51,33,12,0.147847,2.040816,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200754,입암6주공아파트,BIS inventory,True,True,9,8,128.9200510349674,37.759167158773394,527,14,3,22,9.73942,0.560224,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200755,입암6주공아파트,BIS inventory,True,True,36,35,128.91994172349143,37.75895755917794,25,85,25,9,0.462022,3.401361,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200756,녹원아파트,BIS inventory,True,True,35,34,128.9163613451306,37.7599236396456,3,89,36,8,0.055443,3.561425,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200757,입암5주공아파트,BIS inventory,True,True,10,9,128.91468852686768,37.759901363335864,481,12,4,24,8.8893,0.480192,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200760,강릉중앙고,BIS inventory,True,True,11,10,128.9128964493442,37.75959593531339,150,13,12,23,2.772131,0.520208,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200761,강릉중앙고,BIS inventory,True,True,34,33,128.912160218414,37.75937561358479,16,25,30,19,0.295694,1.0004,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200766,입암1주공아파트,BIS inventory,True,True,12,11,128.90620017782277,37.75501242269486,122,32,14,16,2.254666,1.280512,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4200767,입암1주공아파트,BIS inventory,True,True,33,32,128.90600846284408,37.75457671115239,12,19,31,21,0.22177,0.760304,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4201198,남대천.강릉교,BIS inventory,True,True,13,12,128.9010015999516,37.75454267936518,19,262,29,3,0.351137,10.484194,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4201199,남대천.강릉교,BIS inventory,True,True,32,31,128.9010687000649,37.75417893755025,530,101,2,7,9.794862,4.041617,2025-05-27,2025-06-03,8,남항진해변-남항진해변,8
2025,42002040,228,강릉-동진버스,True,4201224,교통안전교육장,BIS inventory,True,True,42,41,128.94081916548228,37.76277976059592,0,9,,29,0.0,0.360144,2025-05-27,2025-06-03,8,남항진해변-남항진해변,5
2025,42002040,228,강릉-동진버스,True,4201225,교통안전교육장,BIS inventory,True,True,3,2,128.94086858039023,37.762907619978066,30,0,22,,0.554426,0.0,2025-05-27,2025-06-03,8,남항진해변-남항진해변,7
2025,42002042,230,강릉-동진버스,True,4200047,강릉고정문,BIS inventory,True,True,56,55,128.91550078840652,37.78828834947499,0,8,,16,0.0,1.282051,2025-05-27,2025-06-03,8,강문해변-강문해변,5
2025,42002042,230,강릉-동진버스,True,4200048,강릉고정문,BIS inventory,True,True,3,2,128.91587216477294,37.7875280017598,7,0,30,,0.554236,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,4
2025,42002042,230,강릉-동진버스,True,4200057,강릉경찰서,BIS inventory,True,True,13,12,128.90688706685629,37.768055768979885,11,1,26,37,0.870942,0.160256,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002042,230,강릉-동진버스,True,4200059,강원도교육연수원,BIS inventory,True,True,4,3,128.9180532877992,37.78499697853126,2,0,40,,0.158353,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,2
2025,42002042,230,강릉-동진버스,True,4200060,솔올중학교,BIS inventory,True,True,30,29,128.8798722504925,37.77163504014371,18,3,17,26,1.425178,0.480769,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002042,230,강릉-동진버스,True,4200080,경포초등학교,BIS inventory,True,True,31,30,128.87893593974582,37.76974854746925,53,0,6,,4.196358,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200094,강릉여고,BIS inventory,True,True,44,43,128.90248424479844,37.75904463050879,18,19,17,6,1.425178,3.044872,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200100,강원도교육연수원,BIS inventory,True,True,55,54,128.91813970318609,37.785074864473685,0,14,,12,0.0,2.24359,2025-05-27,2025-06-03,8,강문해변-강문해변,6
2025,42002042,230,강릉-동진버스,True,4200101,강릉고입구,BIS inventory,True,True,5,4,128.92013482012848,37.783607089094346,7,3,30,26,0.554236,0.480769,2025-05-27,2025-06-03,8,강문해변-강문해변,5
2025,42002042,230,강릉-동진버스,True,4200103,경포고교,BIS inventory,True,True,54,53,128.9190546436117,37.78057981084284,0,1,,37,0.0,0.160256,2025-05-27,2025-06-03,8,강문해변-강문해변,1
2025,42002042,230,강릉-동진버스,True,4200105,동명중학교,BIS inventory,True,True,52,51,128.9161008666347,37.77658681943468,1,4,44,23,0.079177,0.641026,2025-05-27,2025-06-03,8,강문해변-강문해변,3
2025,42002042,230,강릉-동진버스,True,4200106,KT,BIS inventory,True,True,10,9,128.91181164590185,37.77275858732733,50,1,8,37,3.958828,0.160256,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200107,KT,BIS inventory,True,True,50,49,128.9125052185983,37.77309475265464,14,13,20,13,1.108472,2.083333,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200108,동인병원입구,BIS inventory,True,True,11,10,128.90953558421478,37.77125258486367,10,1,27,37,0.791766,0.160256,2025-05-27,2025-06-03,8,강문해변-강문해변,5
2025,42002042,230,강릉-동진버스,True,4200109,동인병원입구,BIS inventory,True,True,49,48,128.9094857690125,37.77102450992961,2,16,40,8,0.158353,2.564103,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200110,하슬라중,BIS inventory,True,True,12,11,128.90715554439282,37.77053362559672,16,4,19,23,1.266825,0.641026,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002042,230,강릉-동진버스,True,4200111,하슬라중,BIS inventory,True,True,48,47,128.90761293140218,37.77043125987649,13,4,22,23,1.029295,0.641026,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200113,강릉관광개발공사,BIS inventory,True,True,47,46,128.90865897771857,37.76820323697218,12,3,24,26,0.950119,0.480769,2025-05-27,2025-06-03,8,강문해변-강문해변,6
2025,42002042,230,강릉-동진버스,True,4200114,고용센터,BIS inventory,True,True,18,17,128.88893105798073,37.75744085258255,7,6,30,18,0.554236,0.961538,2025-05-27,2025-06-03,8,강문해변-강문해변,4
2025,42002042,230,강릉-동진버스,True,4200115,고용센터,BIS inventory,True,True,41,40,128.8890663454416,37.75714942132559,23,16,16,8,1.821061,2.564103,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200116,적십자입구,BIS inventory,True,True,19,18,128.88726321660565,37.757196360936135,0,1,,37,0.0,0.160256,2025-05-27,2025-06-03,8,강문해변-강문해변,1
2025,42002042,230,강릉-동진버스,True,4200117,적십자입구,BIS inventory,True,True,40,39,128.88647213220725,37.75676623567213,33,1,13,37,2.612827,0.160256,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002042,230,강릉-동진버스,True,4200118,터미널오거리,BIS inventory,True,True,20,19,128.8840640923818,37.75608209292866,5,5,35,20,0.395883,0.801282,2025-05-27,2025-06-03,8,강문해변-강문해변,4
2025,42002042,230,강릉-동진버스,True,4200119,터미널오거리,BIS inventory,True,True,39,38,128.88381140539954,37.755579088211434,40,3,9,26,3.167063,0.480769,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200120,강릉시외.고속터미널,BIS inventory,True,True,21,20,128.8792265208128,37.75505492071011,12,13,24,13,0.950119,2.083333,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200121,강릉시외.고속터미널,BIS inventory,True,True,38,37,128.87911620808939,37.75486594086855,136,17,2,7,10.768013,2.724359,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200122,강릉문화원,BIS inventory,True,True,22,21,128.8740921031382,37.75789663608161,3,2,38,33,0.23753,0.320513,2025-05-27,2025-06-03,8,강문해변-강문해변,4
2025,42002042,230,강릉-동진버스,True,4200123,우편집중국,BIS inventory,True,True,23,22,128.8733706824724,37.76051485370646,0,3,,26,0.0,0.480769,2025-05-27,2025-06-03,8,강문해변-강문해변,2
2025,42002042,230,강릉-동진버스,True,4200124,우편집중국,BIS inventory,True,True,37,36,128.87347187490323,37.76156496879712,76,2,5,33,6.017419,0.320513,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200125,솔올공연장,BIS inventory,True,True,24,23,128.87460623301726,37.76366952964576,0,6,,18,0.0,0.961538,2025-05-27,2025-06-03,8,강문해변-강문해변,4
2025,42002042,230,강릉-동진버스,True,4200126,솔올공연장,BIS inventory,True,True,36,35,128.87424793205705,37.763507530751156,39,0,10,,3.087886,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002042,230,강릉-동진버스,True,4200127,구름다리,BIS inventory,True,True,25,24,128.87654770197503,37.764512872809554,1,5,44,20,0.079177,0.801282,2025-05-27,2025-06-03,8,강문해변-강문해변,4
2025,42002042,230,강릉-동진버스,True,4200128,구름다리,BIS inventory,True,True,35,34,128.87743298775584,37.764682397677966,105,3,3,26,8.313539,0.480769,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200129,주공3차아파트,BIS inventory,True,True,26,25,128.87933873663175,37.76410589188944,0,1,,37,0.0,0.160256,2025-05-27,2025-06-03,8,강문해변-강문해변,1
2025,42002042,230,강릉-동진버스,True,4200130,현대2차아파트,BIS inventory,True,True,34,33,128.87999435131803,37.764311243841746,82,0,4,,6.492478,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200132,율곡초등학교,BIS inventory,True,True,33,32,128.88221538693716,37.765100900268116,25,0,15,,1.979414,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200133,주공1차아파트,BIS inventory,True,True,28,27,128.88288690646792,37.76665665089728,0,1,,37,0.0,0.160256,2025-05-27,2025-06-03,8,강문해변-강문해변,1
2025,42002042,230,강릉-동진버스,True,4200134,부영2차아파트,BIS inventory,True,True,29,28,128.88281079370944,37.77016072015751,29,7,14,17,2.29612,1.121795,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002042,230,강릉-동진버스,True,4200249,용강동서부시장,BIS inventory,True,True,42,41,128.89167287030088,37.75492247590215,39,55,10,3,3.087886,8.814103,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200252,신영극장,BIS inventory,True,True,43,42,128.8961287589657,37.75448236011555,210,191,1,1,16.627078,30.608974,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200258,용지각,BIS inventory,True,True,45,44,128.90534669055177,37.76147384168322,9,16,28,8,0.712589,2.564103,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002042,230,강릉-동진버스,True,4200260,동남아파트,BIS inventory,True,True,46,45,128.9088062489658,37.764638779656714,13,16,22,8,1.029295,2.564103,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002042,230,강릉-동진버스,True,4200288,경포고교,BIS inventory,True,True,6,5,128.91881546540267,37.78075927662396,4,0,37,,0.316706,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,3
2025,42002042,230,강릉-동진버스,True,4200289,한솔초교,BIS inventory,True,True,9,8,128.9142086436632,37.775058134113436,7,0,30,,0.554236,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,5
2025,42002042,230,강릉-동진버스,True,4200290,한솔초교,BIS inventory,True,True,51,50,128.91448068318238,37.77500059793141,1,3,44,26,0.079177,0.480769,2025-05-27,2025-06-03,8,강문해변-강문해변,4
2025,42002042,230,강릉-동진버스,True,4200292,주공1차아파트,BIS inventory,True,True,32,31,128.88256780330317,37.766843575404636,52,1,7,37,4.117181,0.160256,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200315,구터미널,BIS inventory,True,True,16,15,128.8988430353628,37.76163002626936,2,12,40,15,0.158353,1.923077,2025-05-27,2025-06-03,8,강문해변-강문해변,6
2025,42002042,230,강릉-동진버스,True,4200320,강릉역육거리,BIS inventory,True,True,15,14,128.9015605860337,37.763796951176055,1,2,44,33,0.079177,0.320513,2025-05-27,2025-06-03,8,강문해변-강문해변,3
2025,42002042,230,강릉-동진버스,True,4200322,동도센트리움,BIS inventory,True,True,14,13,128.90456486009336,37.76619195310031,9,5,28,20,0.712589,0.801282,2025-05-27,2025-06-03,8,강문해변-강문해변,4
2025,42002042,230,강릉-동진버스,True,4200613,강문해변,BIS inventory,True,True,1 | 58,57,128.91641678869786,37.79529298920251,35,71,12,2,2.77118,11.378205,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4200616,초당순두부마을,BIS inventory,True,True,2,1,128.91545728509436,37.791144787216254,14,0,20,,1.108472,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,5
2025,42002042,230,강릉-동진버스,True,4200617,초당순두부마을,BIS inventory,True,True,57,56,128.91553146572582,37.791098464762065,2,42,40,4,0.158353,6.730769,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002042,230,강릉-동진버스,True,4201037,말나눔터공원,BIS inventory,True,True,17,16,128.8946789617544,37.758644529934365,7,21,30,5,0.554236,3.365385,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002042,230,강릉-동진버스,True,4201220,포남2주공입구,BIS inventory,True,True,7,6,128.9179885478381,37.77901498558293,3,0,38,,0.23753,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,2
2025,42002042,230,강릉-동진버스,True,4201236,포남2주공입구,BIS inventory,True,True,53,52,128.91810027987142,37.77873395771816,5,2,35,33,0.395883,0.320513,2025-05-27,2025-06-03,8,강문해변-강문해변,5
2025,42002043,230-1,강릉-동진버스,True,4200047,강릉고정문,BIS inventory,True,True,59,58,128.91550078840652,37.78828834947499,2,21,55,17,0.071736,1.62917,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002043,230-1,강릉-동진버스,True,4200048,강릉고정문,BIS inventory,True,True,3,2,128.91587216477294,37.7875280017598,68,2,13,45,2.439024,0.155159,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002043,230-1,강릉-동진버스,True,4200057,강릉경찰서,BIS inventory,True,True,13,12,128.90688706685629,37.768055768979885,21,3,30,42,0.753228,0.232739,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002043,230-1,강릉-동진버스,True,4200059,강원도교육연수원,BIS inventory,True,True,4,3,128.9180532877992,37.78499697853126,8,2,46,45,0.286944,0.155159,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002043,230-1,강릉-동진버스,True,4200060,솔올중학교,BIS inventory,True,True,33,32,128.8798722504925,37.77163504014371,12,0,44,,0.430416,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,5
2025,42002043,230-1,강릉-동진버스,True,4200080,경포초등학교,BIS inventory,True,True,34,33,128.87893593974582,37.76974854746925,60,6,15,34,2.15208,0.465477,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,True,4200094,강릉여고,BIS inventory,True,True,47,46,128.90248424479844,37.75904463050879,38,22,22,16,1.362984,1.706749,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,True,4200100,강원도교육연수원,BIS inventory,True,True,58,57,128.91813970318609,37.785074864473685,1,25,58,14,0.035868,1.939488,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,True,4200101,강릉고입구,BIS inventory,True,True,5,4,128.92013482012848,37.783607089094346,45,0,17,,1.61406,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,True,4200103,경포고교,BIS inventory,True,True,57,56,128.9190546436117,37.78057981084284,8,6,46,34,0.286944,0.465477,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002043,230-1,강릉-동진버스,True,4200104,동명중학교,BIS inventory,True,True,8,7,128.91637238303827,37.777185998905715,21,0,30,,0.753228,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002043,230-1,강릉-동진버스,True,4200105,동명중학교,BIS inventory,True,True,55,54,128.9161008666347,37.77658681943468,2,11,55,25,0.071736,0.853375,2025-05-27,2025-06-03,8,강문해변-강문해변,4
2025,42002043,230-1,강릉-동진버스,True,4200106,KT,BIS inventory,True,True,10,9,128.91181164590185,37.77275858732733,131,6,4,34,4.698709,0.465477,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,True,4200107,KT,BIS inventory,True,True,53,52,128.9125052185983,37.77309475265464,46,33,16,9,1.649928,2.560124,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,True,4200108,동인병원입구,BIS inventory,True,True,11,10,128.90953558421478,37.77125258486367,27,0,26,,0.968436,0.0,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,True,4200109,동인병원입구,BIS inventory,True,True,52,51,128.9094857690125,37.77102450992961,13,16,42,21,0.466284,1.241272,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,True,4200110,하슬라중,BIS inventory,True,True,12,11,128.90715554439282,37.77053362559672,20,3,32,42,0.71736,0.232739,2025-05-27,2025-06-03,8,강문해변-강문해변,7
2025,42002043,230-1,강릉-동진버스,True,4200111,하슬라중,BIS inventory,True,True,51,50,128.90761293140218,37.77043125987649,23,21,28,17,0.824964,1.62917,2025-05-27,2025-06-03,8,강문해변-강문해변,8
2025,42002043,230-1,강릉-동진버스,True,4200113,강릉관광개발공사,BIS inventory,True,True,50,49,128.90865897771857,37.76820323697218,15,11,38,25,0.53802,0.853375,2025-05-27,2025-06-03,8,강문해변-강문해변,8
