year,route_id,route_name_current,company_name_current,route_in_current_bis,sttn_id,sttn_nm,name_source,stop_in_current_bis_inventory,stop_on_current_route,current_station_orders,source_2025_station_sequences,longitude,latitude,ride_nope,goff_nope,ride_rank,goff_rank,ride_share_pct,goff_share_pct
2025,25517001,,,False,1102393,,unavailable,False,False,,0,,,2644,40,1,1,100.0,100.0
2025,42001001,200,강릉-동진버스,True,4200042,롯데캐슬아파트,BIS inventory,True,True,43,40 | 41,128.89120929799194,37.766948306391974,4940,1063,9,26,2.272246,1.062458
2025,42001001,200,강릉-동진버스,True,4200051,송정래미안,BIS inventory,True,True,62,58 | 60,128.93021609974548,37.78282723196739,47,240,63,50,0.021619,0.239878
2025,42001001,200,강릉-동진버스,True,4200052,송정래미안,BIS inventory,True,True,6,4,128.93038982126572,37.78292573478735,382,29,54,65,0.175708,0.028985
2025,42001001,200,강릉-동진버스,True,4200053,오성학교,BIS inventory,True,True,5,3,128.93312248716418,37.77978287851338,1774,30,32,63,0.815985,0.029985
2025,42001001,200,강릉-동진버스,True,4200054,삼익아파트,BIS inventory,True,True,63,59 | 61,128.93336344346523,37.7794509217129,75,926,61,30,0.034498,0.925528
2025,42001001,200,강릉-동진버스,True,4200055,해당화연립,BIS inventory,True,True,4,2,128.93501598562065,37.778964657496246,1859,45,31,61,0.855082,0.044977
2025,42001001,200,강릉-동진버스,True,4200056,해당화연립,BIS inventory,True,True,64,60 | 62,128.9356053065312,37.7785328972295,117,636,59,36,0.053816,0.635676
2025,42001001,200,강릉-동진버스,True,4200086,강원대학교후문,BIS inventory,True,True,34,31 | 32,128.8748802531449,37.77322772576275,36,2905,65,7,0.016559,2.903519
2025,42001001,200,강릉-동진버스,True,4200087,강원대학교후문,BIS inventory,True,True,36,33 | 34,128.87498639848286,37.77315204059329,12220,47,5,60,5.62082,0.046976
2025,42001001,200,강릉-동진버스,True,4200088,문성고등학교,BIS inventory,True,True,37,34 | 35,128.8747975765768,37.776789915738114,12452,77,4,56,5.727533,0.076961
2025,42001001,200,강릉-동진버스,True,4200089,문성고등학교,BIS inventory,True,True,33,30 | 31,128.87460137001867,37.776791669303456,220,2139,57,11,0.101193,2.13791
2025,42001001,200,강릉-동진버스,True,4200090,한옥마을,BIS inventory,True,True,38,35 | 36,128.8775249835254,37.777067812459386,592,63,48,59,0.272302,0.062968
2025,42001001,200,강릉-동진버스,True,4200091,한옥마을,BIS inventory,True,True,32,29 | 30,128.877399547533,37.77711052551884,41,645,64,35,0.018859,0.644671
2025,42001001,200,강릉-동진버스,True,4200092,오죽헌,BIS inventory,True,True,39,36 | 37,128.8797380363922,37.77879711032111,1542,346,35,46,0.709272,0.345824
2025,42001001,200,강릉-동진버스,True,4200093,오죽헌,BIS inventory,True,True,31,28 | 29,128.88009218006442,37.77900408798861,89,985,60,29,0.040937,0.984498
2025,42001001,200,강릉-동진버스,True,4200094,강릉여고,BIS inventory,True,True,48,45 | 46,128.90248424479844,37.75904463050879,4015,1164,11,23,1.846775,1.163407
2025,42001001,200,강릉-동진버스,True,4200095,한국자산관리공사,BIS inventory,True,True,21,18 | 19,128.90111921880606,37.75827929877246,3280,1244,20,22,1.508698,1.243366
2025,42001001,200,강릉-동진버스,True,4200101,강릉고입구,BIS inventory,True,True,9,6 | 7,128.92013482012848,37.783607089094346,3597,302,14,49,1.654508,0.301846
2025,42001001,200,강릉-동진버스,True,4200102,강릉고입구,BIS inventory,True,True,59,56 | 57,128.92044843215433,37.78352944320342,711,1496,45,16,0.327038,1.495237
2025,42001001,200,강릉-동진버스,True,4200103,경포고교,BIS inventory,True,True,58,55 | 56,128.9190546436117,37.78057981084284,480,703,52,34,0.220785,0.702642
2025,42001001,200,강릉-동진버스,True,4200104,동명중학교,BIS inventory,True,True,12,10 | 9,128.91637238303827,37.777185998905715,1337,75,38,58,0.614978,0.074962
2025,42001001,200,강릉-동진버스,True,4200105,동명중학교,BIS inventory,True,True,56,53 | 54,128.9161008666347,37.77658681943468,784,429,44,42,0.360616,0.428781
2025,42001001,200,강릉-동진버스,True,4200106,KT,BIS inventory,True,True,14,11 | 12,128.91181164590185,37.77275858732733,6393,823,8,31,2.940581,0.82258
2025,42001001,200,강릉-동진버스,True,4200107,KT,BIS inventory,True,True,54,51 | 52,128.9125052185983,37.77309475265464,2586,3402,22,6,1.18948,3.400266
2025,42001001,200,강릉-동진버스,True,4200108,동인병원입구,BIS inventory,True,True,15,12 | 13,128.90953558421478,37.77125258486367,3549,308,15,48,1.63243,0.307843
2025,42001001,200,강릉-동진버스,True,4200109,동인병원입구,BIS inventory,True,True,53,50 | 51,128.9094857690125,37.77102450992961,661,2106,46,12,0.304039,2.104926
2025,42001001,200,강릉-동진버스,True,4200110,하슬라중,BIS inventory,True,True,16,13 | 14,128.90715554439282,37.77053362559672,2529,340,23,47,1.163261,0.339827
2025,42001001,200,강릉-동진버스,True,4200111,하슬라중,BIS inventory,True,True,52,49 | 50,128.90761293140218,37.77043125987649,1871,1117,30,25,0.860602,1.116431
2025,42001001,200,강릉-동진버스,True,4200112,강릉관광개발공사,BIS inventory,True,True,17,14 | 15,128.9085231695166,37.76800046518587,1243,611,40,37,0.571741,0.610689
2025,42001001,200,강릉-동진버스,True,4200113,강릉관광개발공사,BIS inventory,True,True,51,48 | 49,128.90865897771857,37.76820323697218,510,1290,51,20,0.234584,1.289342
2025,42001001,200,강릉-동진버스,True,4200240,젤마을,BIS inventory,True,True,41,38 | 39,128.887733025105,37.775438249928285,1254,431,39,41,0.576801,0.43078
2025,42001001,200,강릉-동진버스,True,4200241,우성공업사,BIS inventory,True,True,29,26 | 27,128.8881180126791,37.77538642162077,535,380,50,44,0.246083,0.379806
2025,42001001,200,강릉-동진버스,True,4200242,율곡중학교,BIS inventory,True,True,42,39 | 40,128.89021344037266,37.771874448370795,2102,348,27,45,0.966855,0.347823
2025,42001001,200,강릉-동진버스,True,4200243,율곡중학교,BIS inventory,True,True,28,25 | 26,128.89033943348878,37.77216892177817,615,521,47,39,0.282881,0.520734
2025,42001001,200,강릉-동진버스,True,4200245,이명사거리,BIS inventory,True,True,44,41 | 42,128.89157918705828,37.764565078717,8179,604,7,38,3.762086,0.603692
2025,42001001,200,강릉-동진버스,True,4200246,이명사거리,BIS inventory,True,True,26,23 | 24,128.89177153862124,37.764700407126554,1078,2574,41,9,0.495846,2.572688
2025,42001001,200,강릉-동진버스,True,4200247,강릉제일고,BIS inventory,True,True,45,42 | 43,128.8918779735197,37.759537356247826,3291,1036,19,27,1.513758,1.035472
2025,42001001,200,강릉-동진버스,True,4200248,강릉제일고,BIS inventory,True,True,25,22 | 23,128.89200478710157,37.759050283679514,1471,1394,37,17,0.676614,1.393289
2025,42001001,200,강릉-동진버스,True,4200249,용강동서부시장,BIS inventory,True,True,46,43 | 44,128.89167287030088,37.75492247590215,3799,4363,13,5,1.747422,4.360776
2025,42001001,200,강릉-동진버스,True,4200250,용강동서부시장,BIS inventory,True,True,24,21 | 22,128.89174828581776,37.7556582744871,3348,1358,18,19,1.539976,1.357308
2025,42001001,200,강릉-동진버스,True,4200251,한국은행,BIS inventory,True,True,23,20 | 21,128.89406630781096,37.753485602290496,9040,2722,6,8,4.158119,2.720612
2025,42001001,200,강릉-동진버스,True,4200252,신영극장,BIS inventory,True,True,47,44 | 45,128.8961287589657,37.75448236011555,32009,19400,1,1,14.723145,19.390111
2025,42001001,200,강릉-동진버스,True,4200253,교보생명,BIS inventory,True,True,22,19 | 20,128.89811415297848,37.756002485379526,20145,14406,3,2,9.266074,14.398657
2025,42001001,200,강릉-동진버스,True,4200258,용지각,BIS inventory,True,True,49,46 | 47,128.90534669055177,37.76147384168322,1725,1497,33,15,0.793446,1.496237
2025,42001001,200,강릉-동진버스,True,4200259,용지각,BIS inventory,True,True,20,17 | 18,128.90537716328666,37.76184119439877,3500,1152,16,24,1.609891,1.151413
2025,42001001,200,강릉-동진버스,True,4200260,동남아파트,BIS inventory,True,True,50,47 | 48,128.9088062489658,37.764638779656714,1482,2007,36,13,0.681674,2.005977
2025,42001001,200,강릉-동진버스,True,4200262,로얄아파트.포남1동주민센터,BIS inventory,True,True,18,15 | 16,128.90933288179943,37.76545703763149,4890,706,10,33,2.249248,0.70564
2025,42001001,200,강릉-동진버스,True,4200279,신도브래뉴,BIS inventory,True,True,65,61 | 63,128.93862914925478,37.77730338810464,245,1036,55,27,0.112692,1.035472
2025,42001001,200,강릉-동진버스,True,4200280,송정해변,BIS inventory,True,True,3,1,128.9381119893655,37.77768849372205,1892,30,29,63,0.870261,0.029985
2025,42001001,200,강릉-동진버스,True,4200288,경포고교,BIS inventory,True,True,10,7 | 8,128.91881546540267,37.78075927662396,3860,164,12,53,1.77548,0.163916
2025,42001001,200,강릉-동진버스,True,4200289,한솔초교,BIS inventory,True,True,13,10 | 11,128.9142086436632,37.775058134113436,2422,225,24,52,1.114045,0.224885
2025,42001001,200,강릉-동진버스,True,4200290,한솔초교,BIS inventory,True,True,55,52 | 53,128.91448068318238,37.77500059793141,394,814,53,32,0.181228,0.813585
2025,42001001,200,강릉-동진버스,True,4200318,포남시장,BIS inventory,True,True,19,16 | 17,128.90766061502285,37.76392281820552,2704,488,21,40,1.243756,0.487751
2025,42001001,200,강릉-동진버스,True,4200356,강원대학교,BIS inventory,True,True,35,32 | 33,128.87391738137654,37.77033026766949,22943,4700,2,3,10.553067,4.697604
2025,42001001,200,강릉-동진버스,True,4200569,교2동주민센터,BIS inventory,True,True,27,24 | 25,128.8921038226677,37.76840335678918,1668,1284,34,21,0.767228,1.283345
2025,42001001,200,강릉-동진버스,True,4200769,오죽헌입구,BIS inventory,True,True,30,27 | 28,128.8828973977968,37.77942746550242,968,427,42,43,0.44525,0.426782
2025,42001001,200,강릉-동진버스,True,4201043,안목,BIS inventory,True,True,1,0,128.94526892930932,37.77285146151794,3481,40,17,62,1.601152,0.03998
2025,42001001,200,강릉-동진버스,True,4201044,안목커피거리,BIS inventory,True,True,67,62 | 64,128.94543559396536,37.77260342997581,2366,4493,25,4,1.088286,4.49071
2025,42001001,200,강릉-동진버스,True,4201220,포남2주공입구,BIS inventory,True,True,11,8 | 9,128.9179885478381,37.77901498558293,2013,82,28,55,0.925917,0.081958
2025,42001001,200,강릉-동진버스,True,4201233,초당분수공원,BIS inventory,True,True,8,5 | 6,128.9221385517862,37.785996929695614,2244,150,26,54,1.03217,0.149924
2025,42001001,200,강릉-동진버스,True,4201234,초당분수공원,BIS inventory,True,True,60,57 | 58,128.92421540479356,37.78614360918137,225,1367,56,18,0.103493,1.366303
2025,42001001,200,강릉-동진버스,True,4201236,포남2주공입구,BIS inventory,True,True,57,54 | 55,128.91810027987142,37.77873395771816,189,1507,58,14,0.086934,1.506232
2025,42001001,200,강릉-동진버스,True,4201382,오죽헌입구,BIS inventory,True,True,40,37 | 38,128.88300783523746,37.779420150144524,790,2448,43,10,0.363375,2.446752
2025,42001001,200,강릉-동진버스,True,4202171,신라모노그램,BIS inventory,True,True,61,59,128.92766337576,37.78423838201166,50,234,62,51,0.022998,0.233881
2025,42001001,200,강릉-동진버스,True,4202172,신라모노그램,BIS inventory,True,True,7,5,128.92730314100064,37.78470637599459,557,77,49,56,0.256203,0.076961
2025,42001002,202,강릉-동진버스,True,4200042,롯데캐슬아파트,BIS inventory,True,True,12,0 | 11,128.89120929799194,37.766948306391974,5122,2332,10,12,2.479655,1.975334
2025,42001002,202,강릉-동진버스,True,4200045,형제막국수,BIS inventory,True,True,26,0 | 25,128.86624288991882,37.755124519467394,106,238,41,38,0.051317,0.201599
2025,42001002,202,강릉-동진버스,True,4200071,경포현대아파트,BIS inventory,True,True,43,0 | 42,128.90335968993816,37.80120612421906,581,2546,36,11,0.281273,2.156604
2025,42001002,202,강릉-동진버스,True,4200073,경포대.참소리박물관,BIS inventory,True,True,42,0 | 41,128.89723222843386,37.79547838966498,397,1992,37,14,0.192195,1.687335
2025,42001002,202,강릉-동진버스,True,4200076,선교장,BIS inventory,True,True,39,0 | 38,128.88470029533363,37.78507057730054,1011,505,31,34,0.489444,0.427763
2025,42001002,202,강릉-동진버스,True,4200078,경포동주민센터,BIS inventory,True,True,38,0 | 37,128.8806150484207,37.78405330055861,218,277,39,37,0.105538,0.234634
2025,42001002,202,강릉-동진버스,True,4200095,한국자산관리공사,BIS inventory,True,True,16,0 | 15,128.90111921880606,37.75827929877246,4531,3449,12,10,2.193541,2.921495
2025,42001002,202,강릉-동진버스,True,4200114,고용센터,BIS inventory,True,True,20,0 | 19,128.88893105798073,37.75744085258255,2169,863,24,24,1.050053,0.731009
2025,42001002,202,강릉-동진버스,True,4200116,적십자입구,BIS inventory,True,True,21,0 | 20,128.88726321660565,37.757196360936135,1152,850,29,25,0.557705,0.719997
2025,42001002,202,강릉-동진버스,True,4200118,터미널오거리,BIS inventory,True,True,22,0 | 21,128.8840640923818,37.75608209292866,1008,1910,32,15,0.487991,1.617876
2025,42001002,202,강릉-동진버스,True,4200120,강릉시외.고속터미널,BIS inventory,True,True,23,0 | 22,128.8792265208128,37.75505492071011,8154,11510,5,4,3.947502,9.74961
2025,42001002,202,강릉-동진버스,True,4200127,구름다리,BIS inventory,True,True,30,0 | 29,128.87654770197503,37.764512872809554,4253,5263,13,6,2.058956,4.458054
2025,42001002,202,강릉-동진버스,True,4200129,주공3차아파트,BIS inventory,True,True,31,0 | 30,128.87933873663175,37.76410589188944,2742,1097,21,20,1.327453,0.92922
2025,42001002,202,강릉-동진버스,True,4200131,하이빌현대아파트,BIS inventory,True,True,32,0 | 31,128.8824547932286,37.764860822549025,757,536,35,32,0.366478,0.454022
2025,42001002,202,강릉-동진버스,True,4200133,주공1차아파트,BIS inventory,True,True,33,0 | 32,128.88288690646792,37.76665665089728,994,730,33,28,0.481214,0.618351
2025,42001002,202,강릉-동진버스,True,4200134,부영2차아파트,BIS inventory,True,True,34,0 | 33,128.88281079370944,37.77016072015751,4177,1061,16,21,2.022163,0.898726
2025,42001002,202,강릉-동진버스,True,4200137,방축거리,BIS inventory,True,True,35,0 | 34,128.88360346383243,37.77333257715457,203,990,40,22,0.098276,0.838585
2025,42001002,202,강릉-동진버스,True,4200237,선교장입구,BIS inventory,True,True,37,0 | 36,128.8801857915523,37.78222354537227,1232,320,28,36,0.596434,0.271058
2025,42001002,202,강릉-동진버스,True,4200239,오죽헌,BIS inventory,True,True,36,0 | 35,128.88242080274284,37.78040719543912,4231,3852,15,9,2.048305,3.262858
2025,42001002,202,강릉-동진버스,True,4200250,용강동서부시장,BIS inventory,True,True,19,0 | 18,128.89174828581776,37.7556582744871,7199,1880,7,16,3.485169,1.592465
2025,42001002,202,강릉-동진버스,True,4200251,한국은행,BIS inventory,True,True,18,0 | 17,128.89406630781096,37.753485602290496,15388,4016,4,8,7.449615,3.401775
2025,42001002,202,강릉-동진버스,True,4200253,교보생명,BIS inventory,True,True,17,0 | 16,128.89811415297848,37.756002485379526,37886,24277,1,1,18.341313,20.56397
2025,42001002,202,강릉-동진버스,True,4200256,옥천119안전센터,BIS inventory,True,True,15,0 | 14,128.9022376115818,37.76136928474395,1854,2295,26,13,0.897556,1.943993
2025,42001002,202,강릉-동진버스,True,4200283,해운정,BIS inventory,True,True,40,0 | 39,128.8896806331549,37.78564440698094,48,133,43,43,0.023238,0.112658
2025,42001002,202,강릉-동진버스,True,4200293,강릉역건너편,BIS inventory,True,True,14,0 | 13,128.8990669694857,37.76400772021464,7565,11729,6,3,3.662356,9.935116
2025,42001002,202,강릉-동진버스,True,4200401,강릉복합복지체육센터,BIS inventory,True,True,29,0 | 28,128.87017698555522,37.76290354322161,829,1741,34,17,0.401334,1.474724
2025,42001002,202,강릉-동진버스,True,4200431,강릉국민체육센터,BIS inventory,True,True,9,0 | 8,128.8964868887264,37.776906315186,3731,190,18,40,1.806246,0.160941
2025,42001002,202,강릉-동진버스,True,4200432,종합경기장,BIS inventory,True,True,10,0 | 9,128.89654249784542,37.771109941446205,4146,549,17,31,2.007155,0.465034
2025,42001002,202,강릉-동진버스,True,4200543,미디어촌5단지,BIS inventory,True,True,25,0 | 24,128.86758571434657,37.753701754139904,5411,5836,9,5,2.619565,4.943417
2025,42001002,202,강릉-동진버스,True,4200546,e-편한세상아파트,BIS inventory,True,True,11,0 | 10,128.89508217030252,37.76981271024109,4232,1357,14,18,2.048789,1.149454
2025,42001002,202,강릉-동진버스,True,4200565,우미린아파트,BIS inventory,True,True,24,0 | 23,128.87023572987053,37.75716460769394,1459,4652,27,7,0.706329,3.940503
2025,42001002,202,강릉-동진버스,True,4200567,한내들아파트,BIS inventory,True,True,27,0 | 26,128.8681446784216,37.75790349269205,2254,840,23,26,1.091203,0.711527
2025,42001002,202,강릉-동진버스,True,4200612,강릉아이스아레나,BIS inventory,True,True,8,0 | 7,128.89502259832767,37.78025795268572,2659,223,22,39,1.287271,0.188893
2025,42001002,202,강릉-동진버스,True,4200647,허난설헌삼거리,BIS inventory,True,True,4,0 | 3,128.91326614067623,37.792240418323686,5080,682,11,30,2.459322,0.577692
2025,42001002,202,강릉-동진버스,True,4201241,순두부마을,BIS inventory,True,True,41,0 | 40,128.8929863409179,37.7864529101926,101,532,42,33,0.048896,0.450634
2025,42001002,202,강릉-동진버스,True,4201242,경포해변,BIS inventory,True,True,1,0 | 43,128.9052529004403,37.80440358093674,30020,12416,2,2,14.533237,10.517043
2025,42001002,202,강릉-동진버스,True,4201249,선수촌8단지,BIS inventory,True,True,28,0 | 27,128.87029355520082,37.76060110592661,2095,1164,25,19,1.014228,0.985973
2025,42001002,202,강릉-동진버스,True,4201255,모안이서낭당,BIS inventory,True,True,7,0 | 6,128.90266311761613,37.78356022910187,1037,168,30,41,0.502031,0.142305
2025,42001002,202,강릉-동진버스,True,4201257,강릉녹색도시체험센터,BIS inventory,True,True,6,0 | 5,128.90662264590688,37.78655657001431,2860,690,20,29,1.384579,0.584468
2025,42001002,202,강릉-동진버스,True,4201258,허균.허난설헌기념공원,BIS inventory,True,True,5,0 | 4,128.9098403915302,37.789953897145395,3165,799,19,27,1.532235,0.676797
2025,42001002,202,강릉-동진버스,True,4201260,강문해변입구,BIS inventory,True,True,3,0 | 2,128.91519487645675,37.79459950672752,17514,983,3,23,8.478851,0.832656
2025,42001002,202,강릉-동진버스,True,4201266,경포호,BIS inventory,True,True,2,0 | 1,128.91144337577538,37.79931158521169,6669,137,8,42,3.228586,0.116047
2025,42001002,202,강릉-동진버스,True,4201376,가작다리입구,BIS inventory,True,True,13,0 | 12,128.8944549231389,37.76589747732919,318,446,38,35,0.15395,0.377787
2025,42001002,202,강릉-동진버스,True,~,,unavailable,False,False,,0,,,3,0,,,0.001452,0.0
2025,42001003,206,강릉-동진버스,True,4200011,동부아파트,BIS inventory,True,True,4,3,128.9151327017873,37.78401368458876,12598,67,6,57,3.944345,0.043228
2025,42001003,206,강릉-동진버스,True,4200039,유화아파트,BIS inventory,True,True,3,2,128.91342886671308,37.785727014906996,4244,7,22,63,1.328766,0.004516
2025,42001003,206,강릉-동진버스,True,4200041,허균생가입구,BIS inventory,True,True,2,1,128.91292892790995,37.78786454215139,1725,8,38,62,0.540085,0.005162
2025,42001003,206,강릉-동진버스,True,4200043,이화해변타운,BIS inventory,True,True,5,4,128.91744670191798,37.78316591377611,2066,17,33,61,0.64685,0.010968
2025,42001003,206,강릉-동진버스,True,4200047,강릉고정문,BIS inventory,True,True,63,60 | 61 | 62,128.91550078840652,37.78828834947499,201,7305,55,4,0.062932,4.713116
2025,42001003,206,강릉-동진버스,True,4200049,남강초교,BIS inventory,True,True,50,48 | 49,128.91338089940805,37.76735161096919,1349,2695,41,15,0.422362,1.738788
2025,42001003,206,강릉-동진버스,True,4200052,송정래미안,BIS inventory,True,True,59,57 | 58,128.93038982126572,37.78292573478735,145,459,60,44,0.045398,0.296142
2025,42001003,206,강릉-동진버스,True,4200053,오성학교,BIS inventory,True,True,58,56 | 57,128.93312248716418,37.77978287851338,375,602,50,40,0.11741,0.388405
2025,42001003,206,강릉-동진버스,True,4200055,해당화연립,BIS inventory,True,True,57,55 | 56,128.93501598562065,37.778964657496246,579,2259,49,20,0.181281,1.457485
2025,42001003,206,강릉-동진버스,True,4200057,강릉경찰서,BIS inventory,True,True,13,11 | 12,128.90688706685629,37.768055768979885,4988,507,17,43,1.561707,0.327112
2025,42001003,206,강릉-동진버스,True,4200060,솔올중학교,BIS inventory,True,True,33,31 | 32,128.8798722504925,37.77163504014371,2017,584,36,41,0.631508,0.376791
2025,42001003,206,강릉-동진버스,True,4200080,경포초등학교,BIS inventory,True,True,34,32 | 33,128.87893593974582,37.76974854746925,6743,741,14,39,2.111186,0.478086
2025,42001003,206,강릉-동진버스,True,4200094,강릉여고,BIS inventory,True,True,47,45 | 46,128.90248424479844,37.75904463050879,4830,2744,18,14,1.512239,1.770403
2025,42001003,206,강릉-동진버스,True,4200100,강원도교육연수원,BIS inventory,True,True,62,59 | 60 | 61,128.91813970318609,37.785074864473685,50,3289,62,10,0.015655,2.122031
2025,42001003,206,강릉-동진버스,True,4200104,동명중학교,BIS inventory,True,True,8,6 | 7,128.91637238303827,37.777185998905715,2039,53,35,58,0.638396,0.034195
2025,42001003,206,강릉-동진버스,True,4200106,KT,BIS inventory,True,True,10,8 | 9,128.91181164590185,37.77275858732733,10280,890,8,36,3.218595,0.574219
2025,42001003,206,강릉-동진버스,True,4200108,동인병원입구,BIS inventory,True,True,11,10 | 9,128.90953558421478,37.77125258486367,4455,356,21,48,1.394829,0.229688
2025,42001003,206,강릉-동진버스,True,4200110,하슬라중,BIS inventory,True,True,12,10 | 11,128.90715554439282,37.77053362559672,2952,327,28,50,0.92425,0.210977
2025,42001003,206,강릉-동진버스,True,4200114,고용센터,BIS inventory,True,True,21,19 | 20,128.88893105798073,37.75744085258255,2099,1067,32,33,0.657182,0.688418
2025,42001003,206,강릉-동진버스,True,4200115,고용센터,BIS inventory,True,True,44,42 | 43,128.8890663454416,37.75714942132559,2917,1334,29,30,0.913292,0.860684
2025,42001003,206,강릉-동진버스,True,4200116,적십자입구,BIS inventory,True,True,22,20 | 21,128.88726321660565,37.757196360936135,852,997,46,35,0.266755,0.643255
2025,42001003,206,강릉-동진버스,True,4200117,적십자입구,BIS inventory,True,True,43,41 | 42,128.88647213220725,37.75676623567213,1809,330,37,49,0.566385,0.212913
2025,42001003,206,강릉-동진버스,True,4200118,터미널오거리,BIS inventory,True,True,23,21 | 22,128.8840640923818,37.75608209292866,1058,2268,44,19,0.331252,1.463292
2025,42001003,206,강릉-동진버스,True,4200119,터미널오거리,BIS inventory,True,True,42,40 | 41,128.88381140539954,37.755579088211434,3873,394,24,46,1.212609,0.254205
2025,42001003,206,강릉-동진버스,True,4200120,강릉시외.고속터미널,BIS inventory,True,True,24,22 | 23,128.8792265208128,37.75505492071011,5028,12730,16,3,1.574231,8.213274
2025,42001003,206,강릉-동진버스,True,4200121,강릉시외.고속터미널,BIS inventory,True,True,41,39 | 40,128.87911620808939,37.75486594086855,22574,2830,3,12,7.06776,1.825889
2025,42001003,206,강릉-동진버스,True,4200122,강릉문화원,BIS inventory,True,True,25,23 | 24,128.8740921031382,37.75789663608161,366,2077,51,24,0.114592,1.340061
2025,42001003,206,강릉-동진버스,True,4200123,우편집중국,BIS inventory,True,True,26,24 | 25,128.8733706824724,37.76051485370646,185,2836,58,11,0.057922,1.82976
2025,42001003,206,강릉-동진버스,True,4200124,우편집중국,BIS inventory,True,True,40,38 | 39,128.87347187490323,37.76156496879712,8822,423,9,45,2.762106,0.272916
2025,42001003,206,강릉-동진버스,True,4200125,솔올공연장,BIS inventory,True,True,27,25 | 26,128.87460623301726,37.76366952964576,352,5943,52,7,0.110209,3.834367
2025,42001003,206,강릉-동진버스,True,4200126,솔올공연장,BIS inventory,True,True,39,37 | 38,128.87424793205705,37.763507530751156,7427,254,12,51,2.325341,0.163878
2025,42001003,206,강릉-동진버스,True,4200127,구름다리,BIS inventory,True,True,28,26 | 27,128.87654770197503,37.764512872809554,679,7073,47,5,0.21259,4.563432
2025,42001003,206,강릉-동진버스,True,4200128,구름다리,BIS inventory,True,True,38,36 | 37,128.87743298775584,37.764682397677966,20925,510,4,42,6.551469,0.329047
2025,42001003,206,강릉-동진버스,True,4200129,주공3차아파트,BIS inventory,True,True,29,27 | 28,128.87933873663175,37.76410589188944,194,2346,56,18,0.06074,1.513617
2025,42001003,206,강릉-동진버스,True,4200130,현대2차아파트,BIS inventory,True,True,37,35 | 36,128.87999435131803,37.764311243841746,8053,105,10,55,2.521337,0.067745
2025,42001003,206,강릉-동진버스,True,4200131,하이빌현대아파트,BIS inventory,True,True,30,28 | 29,128.8824547932286,37.764860822549025,22,868,63,37,0.006888,0.560025
2025,42001003,206,강릉-동진버스,True,4200132,율곡초등학교,BIS inventory,True,True,36,34 | 35,128.88221538693716,37.765100900268116,1534,41,39,60,0.480285,0.026453
2025,42001003,206,강릉-동진버스,True,4200133,주공1차아파트,BIS inventory,True,True,31,29 | 30,128.88288690646792,37.76665665089728,124,1767,61,27,0.038824,1.140051
2025,42001003,206,강릉-동진버스,True,4200134,부영2차아파트,BIS inventory,True,True,32,30 | 31,128.88281079370944,37.77016072015751,4587,2180,20,22,1.436157,1.406515
2025,42001003,206,강릉-동진버스,True,4200249,용강동서부시장,BIS inventory,True,True,45,43 | 44,128.89167287030088,37.75492247590215,4077,6871,23,6,1.27648,4.433103
2025,42001003,206,강릉-동진버스,True,4200250,용강동서부시장,BIS inventory,True,True,20,18 | 19,128.89174828581776,37.7556582744871,7865,1556,11,28,2.462476,1.003916
2025,42001003,206,강릉-동진버스,True,4200251,한국은행,BIS inventory,True,True,19,17 | 18,128.89406630781096,37.753485602290496,20477,3786,5,8,6.411204,2.442691
2025,42001003,206,강릉-동진버스,True,4200252,신영극장,BIS inventory,True,True,46,44 | 45,128.8961287589657,37.75448236011555,36695,27160,2,1,11.488945,17.523372
2025,42001003,206,강릉-동진버스,True,4200253,교보생명,BIS inventory,True,True,18,16 | 17,128.89811415297848,37.756002485379526,44044,17807,1,2,13.789865,11.488906
2025,42001003,206,강릉-동진버스,True,4200258,용지각,BIS inventory,True,True,48,46 | 47,128.90534669055177,37.76147384168322,3112,2672,27,16,0.974345,1.723949
2025,42001003,206,강릉-동진버스,True,4200260,동남아파트,BIS inventory,True,True,49,47 | 48,128.9088062489658,37.764638779656714,2627,3377,30,9,0.822495,2.178808
2025,42001003,206,강릉-동진버스,True,4200265,혜성연립,BIS inventory,True,True,51,49 | 50,128.91575952067353,37.76841531999017,1074,2641,43,17,0.336262,1.703948
2025,42001003,206,강릉-동진버스,True,4200267,삼우은성아파트,BIS inventory,True,True,52,50 | 51,128.91973659122027,37.77025900516923,1372,2105,40,23,0.429563,1.358126
2025,42001003,206,강릉-동진버스,True,4200269,이마트,BIS inventory,True,True,53,51 | 52,128.92346774482266,37.772222356268564,1135,2822,42,13,0.35536,1.820727
2025,42001003,206,강릉-동진버스,True,4200271,송정동주민센터,BIS inventory,True,True,54,52 | 53,128.9281580126049,37.77420386430584,182,1015,59,34,0.056983,0.654868
2025,42001003,206,강릉-동진버스,True,4200273,송정신원아침도시,BIS inventory,True,True,55,53 | 54,128.93190852770562,37.774810233413945,206,1472,53,29,0.064497,0.94972
2025,42001003,206,강릉-동진버스,True,4200277,비치소라아파트,BIS inventory,True,True,56,54 | 55,128.93435177478304,37.77578862012879,655,1792,48,26,0.205076,1.156181
2025,42001003,206,강릉-동진버스,True,4200287,강릉고등학교,BIS inventory,True,True,1,0,128.91470458416677,37.788540253578724,11646,133,7,54,3.64628,0.08581
2025,42001003,206,강릉-동진버스,True,4200288,경포고교,BIS inventory,True,True,6,4 | 5,128.91881546540267,37.78075927662396,6926,168,13,53,2.168482,0.108392
