"사고다발지fid","사고다발지id","법정동코드","지점코드","시도시군구명","지점명","사고건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
6650326,"2020087","4375025000","43750003  ",충청북도 진천군3,충청북도 진천군 진천읍(진천보건소앞 인근),8,20,0,3,17,0,127.438603447392,36.860947817988,"{""type"":""Polygon"",""coordinates"":[[[127.43995092,36.86094782],[127.43992503,36.86073749],[127.43984835,36.86053524],[127.43972383,36.86034885],[127.43955625,36.86018548],[127.43935206,36.8600514],[127.4391191,36.85995177],[127.43886633,36.85989042],[127.43860345,36.85986971],[127.43834057,36.85989042],[127.43808779,36.85995177],[127.43785483,36.8600514],[127.43765064,36.86018548],[127.43748306,36.86034885],[127.43735854,36.86053524],[127.43728187,36.86073749],[127.43725597,36.86094782],[127.43728187,36.86115815],[127.43735854,36.86136039],[127.43748306,36.86154678],[127.43765064,36.86171015],[127.43785483,36.86184422],[127.43808779,36.86194385],[127.43834057,36.8620052],[127.43860345,36.86202591],[127.43886633,36.8620052],[127.4391191,36.86194385],[127.43935206,36.86184422],[127.43955625,36.86171015],[127.43972383,36.86154678],[127.43984835,36.86136039],[127.43992503,36.86115815],[127.43995092,36.86094782]]]}"
6649853,"2020087","4376025000","43760001  ",충청북도 괴산군1,충청북도 괴산군 괴산읍(읍내로6길2 인근),10,14,0,4,10,0,127.794081480777,36.808303401182,"{""type"":""Polygon"",""coordinates"":[[[127.79542895,36.8083034],[127.79540306,36.80809293],[127.79532638,36.80789054],[127.79520186,36.80770402],[127.79503429,36.80754054],[127.7948301,36.80740637],[127.79459714,36.80730667],[127.79434436,36.80724528],[127.79408148,36.80722455],[127.7938186,36.80724528],[127.79356583,36.80730667],[127.79333286,36.80740637],[127.79312867,36.80754054],[127.7929611,36.80770402],[127.79283658,36.80789054],[127.7927599,36.80809293],[127.79273401,36.8083034],[127.7927599,36.80851387],[127.79283658,36.80871626],[127.7929611,36.80890277],[127.79312867,36.80906626],[127.79333286,36.80920042],[127.79356583,36.80930012],[127.7938186,36.80936151],[127.79408148,36.80938224],[127.79434436,36.80936151],[127.79459714,36.80930012],[127.7948301,36.80920042],[127.79503429,36.80906626],[127.79520186,36.80890277],[127.79532638,36.80871626],[127.79540306,36.80851387],[127.79542895,36.8083034]]]}"
6649856,"2020087","4376025000","43760002  ",충청북도 괴산군2,충청북도 괴산군 괴산읍(대사삼거리 인근),4,8,0,2,6,0,127.783577481117,36.797590212919,"{""type"":""Polygon"",""coordinates"":[[[127.78492495,36.79759021],[127.78489906,36.79737971],[127.78482238,36.7971773],[127.78469786,36.79699075],[127.78453029,36.79682724],[127.7843261,36.79669305],[127.78409314,36.79659334],[127.78384036,36.79653194],[127.78357748,36.79651121],[127.7833146,36.79653194],[127.78306183,36.79659334],[127.78282887,36.79669305],[127.78262467,36.79682724],[127.7824571,36.79699075],[127.78233258,36.7971773],[127.7822559,36.79737971],[127.78223001,36.79759021],[127.7822559,36.79780071],[127.78233258,36.79800313],[127.7824571,36.79818967],[127.78262467,36.79835318],[127.78282887,36.79848736],[127.78306183,36.79858707],[127.7833146,36.79864847],[127.78357748,36.7986692],[127.78384036,36.79864847],[127.78409314,36.79858707],[127.7843261,36.79848736],[127.78453029,36.79835318],[127.78469786,36.79818967],[127.78482238,36.79800313],[127.78489906,36.79780071],[127.78492495,36.79759021]]]}"
6649857,"2020087","4376040000","43760003  ",충청북도 괴산군3,충청북도 괴산군 소수면(아성삼거리 인근),3,6,1,2,3,0,127.760952605979,36.835852337916,"{""type"":""Polygon"",""coordinates"":[[[127.76230008,36.83585234],[127.76227419,36.83564194],[127.76219751,36.83543963],[127.76207299,36.83525318],[127.76190541,36.83508975],[127.76170122,36.83495563],[127.76146826,36.83485597],[127.76121548,36.83479459],[127.76095261,36.83477387],[127.76068973,36.83479459],[127.76043695,36.83485597],[127.76020399,36.83495563],[127.7599998,36.83508975],[127.75983222,36.83525318],[127.7597077,36.83543963],[127.75963102,36.83564194],[127.75960513,36.83585234],[127.75963102,36.83606273],[127.7597077,36.83626505],[127.75983222,36.8364515],[127.7599998,36.83661492],[127.76020399,36.83674904],[127.76043695,36.8368487],[127.76068973,36.83691007],[127.76095261,36.83693079],[127.76121548,36.83691007],[127.76146826,36.8368487],[127.76170122,36.83674904],[127.76190541,36.83661492],[127.76207299,36.8364515],[127.76219751,36.83626505],[127.76227419,36.83606273],[127.76230008,36.83585234]]]}"
6649859,"2020087","4377034000","43770001  ",충청북도 음성군1,충청북도 음성군 대소면(산내로311 인근),15,27,0,5,22,0,127.482608418145,36.970039870145,"{""type"":""Polygon"",""coordinates"":[[[127.48395589,36.97003987],[127.48393,36.96982984],[127.48385332,36.96962789],[127.4837288,36.96944176],[127.48356123,36.96927862],[127.48335703,36.96914473],[127.48312407,36.96904525],[127.4828713,36.96898399],[127.48260842,36.9689633],[127.48234554,36.96898399],[127.48209276,36.96904525],[127.4818598,36.96914473],[127.48165561,36.96927862],[127.48148804,36.96944176],[127.48136352,36.96962789],[127.48128684,36.96982984],[127.48126095,36.97003987],[127.48128684,36.9702499],[127.48136352,36.97045185],[127.48148804,36.97063797],[127.48165561,36.97080111],[127.4818598,36.97093499],[127.48209276,36.97103448],[127.48234554,36.97109574],[127.48260842,36.97111643],[127.4828713,36.97109574],[127.48312407,36.97103448],[127.48335703,36.97093499],[127.48356123,36.97080111],[127.4837288,36.97063797],[127.48385332,36.97045185],[127.48393,36.9702499],[127.48395589,36.97003987]]]}"
6649858,"2020087","4377034000","43770002  ",충청북도 음성군2,충청북도 음성군 대소면(오산교서측 인근),15,23,0,2,21,0,127.487103450065,36.967156620283,"{""type"":""Polygon"",""coordinates"":[[[127.48845092,36.96715662],[127.48842503,36.96694658],[127.48834835,36.96674462],[127.48822383,36.96655849],[127.48805626,36.96639534],[127.48785207,36.96626145],[127.48761911,36.96616196],[127.48736633,36.9661007],[127.48710345,36.96608001],[127.48684057,36.9661007],[127.48658779,36.96616196],[127.48635483,36.96626145],[127.48615064,36.96639534],[127.48598307,36.96655849],[127.48585855,36.96674462],[127.48578187,36.96694658],[127.48575598,36.96715662],[127.48578187,36.96736666],[127.48585855,36.96756862],[127.48598307,36.96775475],[127.48615064,36.96791789],[127.48635483,36.96805178],[127.48658779,36.96815127],[127.48684057,36.96821253],[127.48710345,36.96823322],[127.48736633,36.96821253],[127.48761911,36.96815127],[127.48785207,36.96805178],[127.48805626,36.96791789],[127.48822383,36.96775475],[127.48834835,36.96756862],[127.48842503,36.96736666],[127.48845092,36.96715662]]]}"
6649860,"2020087","4377025300","43770003  ",충청북도 음성군3,충청북도 음성군 금왕읍(응천동길52 인근),14,16,0,6,10,0,127.595258605601,36.993523243504,"{""type"":""Polygon"",""coordinates"":[[[127.59660608,36.99352324],[127.59658019,36.99331328],[127.59650351,36.99311139],[127.59637899,36.99292532],[127.59621141,36.99276223],[127.59600722,36.99262838],[127.59577426,36.99252893],[127.59552148,36.99246768],[127.59525861,36.992447],[127.59499573,36.99246768],[127.59474295,36.99252893],[127.59450999,36.99262838],[127.5943058,36.99276223],[127.59413822,36.99292532],[127.5940137,36.99311139],[127.59393702,36.99331328],[127.59391113,36.99352324],[127.59393702,36.99373321],[127.5940137,36.9939351],[127.59413822,36.99412116],[127.5943058,36.99428425],[127.59450999,36.99441809],[127.59474295,36.99451755],[127.59499573,36.99457879],[127.59525861,36.99459947],[127.59552148,36.99457879],[127.59577426,36.99451755],[127.59600722,36.99441809],[127.59621141,36.99428425],[127.59637899,36.99412116],[127.59650351,36.9939351],[127.59658019,36.99373321],[127.59660608,36.99352324]]]}"
6649887,"2020087","4380025000","43800001  ",충청북도 단양군1,충청북도 단양군 단양읍(삼봉로285 인근),9,13,0,4,7,2,128.369034949604,36.982235714008,"{""type"":""Polygon"",""coordinates"":[[[128.37038242,36.98223571],[128.37035653,36.98202572],[128.37027985,36.9818238],[128.37015533,36.9816377],[128.36998776,36.98147459],[128.36978357,36.98134072],[128.36955061,36.98124125],[128.36929783,36.98118],[128.36903495,36.98115932],[128.36877207,36.98118],[128.36851929,36.98124125],[128.36828633,36.98134072],[128.36808214,36.98147459],[128.36791457,36.9816377],[128.36779005,36.9818238],[128.36771337,36.98202572],[128.36768748,36.98223571],[128.36771337,36.98244571],[128.36779005,36.98264763],[128.36791457,36.98283372],[128.36808214,36.98299683],[128.36828633,36.9831307],[128.36851929,36.98323016],[128.36877207,36.98329142],[128.36903495,36.9833121],[128.36929783,36.98329142],[128.36955061,36.98323016],[128.36978357,36.9831307],[128.36998776,36.98299683],[128.37015533,36.98283372],[128.37027985,36.98264763],[128.37035653,36.98244571],[128.37038242,36.98223571]]]}"
6649888,"2020087","4380025300","43800002  ",충청북도 단양군2,충청북도 단양군 매포읍(평동1길8018 인근),4,9,2,5,2,0,128.309683543662,37.026239557910,"{""type"":""Polygon"",""coordinates"":[[[128.31103102,37.02623956],[128.31100513,37.02602969],[128.31092845,37.02582788],[128.31080393,37.02564189],[128.31063635,37.02547887],[128.31043216,37.02534508],[128.3101992,37.02524567],[128.30994642,37.02518445],[128.30968354,37.02516378],[128.30942066,37.02518445],[128.30916789,37.02524567],[128.30893493,37.02534508],[128.30873074,37.02547887],[128.30856316,37.02564189],[128.30843864,37.02582788],[128.30836196,37.02602969],[128.30833607,37.02623956],[128.30836196,37.02644943],[128.30843864,37.02665124],[128.30856316,37.02683722],[128.30873074,37.02700024],[128.30893493,37.02713402],[128.30916789,37.02723343],[128.30942066,37.02729465],[128.30968354,37.02731532],[128.30994642,37.02729465],[128.3101992,37.02723343],[128.31043216,37.02713402],[128.31063635,37.02700024],[128.31080393,37.02683722],[128.31092845,37.02665124],[128.31100513,37.02644943],[128.31103102,37.02623956]]]}"
6649889,"2020087","4380025300","43800003  ",충청북도 단양군3,충청북도 단양군 매포읍(단양로1923 인근),4,6,0,0,4,2,128.303090731553,37.033572088482,"{""type"":""Polygon"",""coordinates"":[[[128.3044382,37.03357209],[128.30441231,37.03336224],[128.30433563,37.03316045],[128.30421111,37.03297448],[128.30404354,37.03281148],[128.30383935,37.0326777],[128.30360639,37.0325783],[128.30335361,37.03251709],[128.30309073,37.03249642],[128.30282785,37.03251709],[128.30257508,37.0325783],[128.30234212,37.0326777],[128.30213792,37.03281148],[128.30197035,37.03297448],[128.30184583,37.03316045],[128.30176915,37.03336224],[128.30174326,37.03357209],[128.30176915,37.03378194],[128.30184583,37.03398373],[128.30197035,37.03416969],[128.30213792,37.03433269],[128.30234212,37.03446647],[128.30257508,37.03456587],[128.30282785,37.03462708],[128.30309073,37.03464775],[128.30335361,37.03462708],[128.30360639,37.03456587],[128.30383935,37.03446647],[128.30404354,37.03433269],[128.30421111,37.03416969],[128.30433563,37.03398373],[128.30441231,37.03378194],[128.3044382,37.03357209]]]}"
6650432,"2020087","4413310400","44130001  ",충청남도 천안시1,충청남도 천안시 서북구 두정동(원두정2길원두정8길 인근),40,46,0,4,38,4,127.135650815434,36.832506687235,"{""type"":""Polygon"",""coordinates"":[[[127.13699829,36.83250669],[127.1369724,36.83229628],[127.13689572,36.83209396],[127.1367712,36.8319075],[127.13660362,36.83174406],[127.13639943,36.83160994],[127.13616647,36.83151027],[127.13591369,36.8314489],[127.13565082,36.83142817],[127.13538794,36.8314489],[127.13513516,36.83151027],[127.1349022,36.83160994],[127.13469801,36.83174406],[127.13453043,36.8319075],[127.13440591,36.83209396],[127.13432923,36.83229628],[127.13430334,36.83250669],[127.13432923,36.83271709],[127.13440591,36.83291941],[127.13453043,36.83310587],[127.13469801,36.8332693],[127.1349022,36.83340343],[127.13513516,36.83350309],[127.13538794,36.83356446],[127.13565082,36.83358519],[127.13591369,36.83356446],[127.13616647,36.83350309],[127.13639943,36.83340343],[127.13660362,36.8332693],[127.1367712,36.83310587],[127.13689572,36.83291941],[127.1369724,36.83271709],[127.13699829,36.83250669]]]}"
6650433,"2020087","4413310200","44130002  ",충청남도 천안시2,충청남도 천안시 서북구 성정동(성정공원1길97 인근),39,57,0,4,51,2,127.138307130371,36.826590221063,"{""type"":""Polygon"",""coordinates"":[[[127.1396546,36.82659022],[127.13962871,36.8263798],[127.13955203,36.82617746],[127.13942751,36.82599099],[127.13925994,36.82582754],[127.13905575,36.8256934],[127.13882279,36.82559373],[127.13857001,36.82553235],[127.13830713,36.82551162],[127.13804425,36.82553235],[127.13779147,36.82559373],[127.13755851,36.8256934],[127.13735432,36.82582754],[127.13718675,36.82599099],[127.13706223,36.82617746],[127.13698555,36.8263798],[127.13695966,36.82659022],[127.13698555,36.82680064],[127.13706223,36.82700298],[127.13718675,36.82718945],[127.13735432,36.82735289],[127.13755851,36.82748703],[127.13779147,36.8275867],[127.13804425,36.82764808],[127.13830713,36.8276688],[127.13857001,36.82764808],[127.13882279,36.8275867],[127.13905575,36.82748703],[127.13925994,36.82735289],[127.13942751,36.82718945],[127.13955203,36.82700298],[127.13962871,36.82680064],[127.1396546,36.82659022]]]}"
6650436,"2020087","4413310300","44130003  ",충청남도 천안시3,충청남도 천안시 서북구 백석동(운동장사거리 인근),31,59,0,5,53,1,127.111914230758,36.822751119569,"{""type"":""Polygon"",""coordinates"":[[[127.1132617,36.82275112],[127.11323581,36.82254069],[127.11315913,36.82233834],[127.11303461,36.82215186],[127.11286704,36.8219884],[127.11266285,36.82185426],[127.11242989,36.82175458],[127.11217711,36.82169319],[127.11191423,36.82167247],[127.11165135,36.82169319],[127.11139858,36.82175458],[127.11116561,36.82185426],[127.11096142,36.8219884],[127.11079385,36.82215186],[127.11066933,36.82233834],[127.11059265,36.82254069],[127.11056676,36.82275112],[127.11059265,36.82296155],[127.11066933,36.8231639],[127.11079385,36.82335038],[127.11096142,36.82351383],[127.11116561,36.82364797],[127.11139858,36.82374765],[127.11165135,36.82380903],[127.11191423,36.82382976],[127.11217711,36.82380903],[127.11242989,36.82374765],[127.11266285,36.82364797],[127.11286704,36.82351383],[127.11303461,36.82335038],[127.11315913,36.8231639],[127.11323581,36.82296155],[127.1132617,36.82275112]]]}"
6650465,"2020087","4415012000","44150001  ",충청남도 공주시1,충청남도 공주시 신관동(전막사거리 인근),14,17,0,5,9,3,127.127504637630,36.470436806714,"{""type"":""Polygon"",""coordinates"":[[[127.12885211,36.47043681],[127.12882622,36.47022541],[127.12874954,36.47002213],[127.12862502,36.46983479],[127.12845744,36.46967059],[127.12825325,36.46953583],[127.12802029,36.46943569],[127.12776752,36.46937403],[127.12750464,36.46935321],[127.12724176,36.46937403],[127.12698898,36.46943569],[127.12675602,36.46953583],[127.12655183,36.46967059],[127.12638425,36.46983479],[127.12625973,36.47002213],[127.12618306,36.47022541],[127.12615716,36.47043681],[127.12618306,36.4706482],[127.12625973,36.47085148],[127.12638425,36.47103881],[127.12655183,36.47120302],[127.12675602,36.47133777],[127.12698898,36.47143791],[127.12724176,36.47149957],[127.12750464,36.47152039],[127.12776752,36.47149957],[127.12802029,36.47143791],[127.12825325,36.47133777],[127.12845744,36.47120302],[127.12862502,36.47103881],[127.12874954,36.47085148],[127.12882622,36.4706482],[127.12885211,36.47043681]]]}"
6650491,"2020087","4415012000","44150002  ",충청남도 공주시2,충청남도 공주시 신관동(신관초교차로 인근),14,19,0,1,18,0,127.137599716455,36.474237383949,"{""type"":""Polygon"",""coordinates"":[[[127.13894719,36.47423738],[127.1389213,36.474026],[127.13884462,36.47382273],[127.1387201,36.4736354],[127.13855252,36.4734712],[127.13834833,36.47333645],[127.13811537,36.47323632],[127.1378626,36.47317466],[127.13759972,36.47315384],[127.13733684,36.47317466],[127.13708406,36.47323632],[127.1368511,36.47333645],[127.13664691,36.4734712],[127.13647933,36.4736354],[127.13635481,36.47382273],[127.13627813,36.474026],[127.13625224,36.47423738],[127.13627813,36.47444877],[127.13635481,36.47465203],[127.13647933,36.47483936],[127.13664691,36.47500356],[127.1368511,36.47513831],[127.13708406,36.47523843],[127.13733684,36.47530009],[127.13759972,36.47532091],[127.1378626,36.47530009],[127.13811537,36.47523843],[127.13834833,36.47513831],[127.13855252,36.47500356],[127.1387201,36.47483936],[127.13884462,36.47465203],[127.1389213,36.47444877],[127.13894719,36.47423738]]]}"
6650492,"2020087","4415010500","44150003  ",충청남도 공주시3,충청남도 공주시 산성동(중동사거리 인근),11,16,0,4,10,2,127.124729012335,36.456612118855,"{""type"":""Polygon"",""coordinates"":[[[127.12607649,36.45661212],[127.12605059,36.45640068],[127.12597391,36.45619737],[127.1258494,36.45601],[127.12568182,36.45584577],[127.12547763,36.45571098],[127.12524467,36.45561083],[127.12499189,36.45554915],[127.12472901,36.45552833],[127.12446613,36.45554915],[127.12421336,36.45561083],[127.1239804,36.45571098],[127.12377621,36.45584577],[127.12360863,36.45601],[127.12348411,36.45619737],[127.12340743,36.45640068],[127.12338154,36.45661212],[127.12340743,36.45682355],[127.12348411,36.45702686],[127.12360863,36.45721423],[127.12377621,36.45737846],[127.1239804,36.45751325],[127.12421336,36.4576134],[127.12446613,36.45767507],[127.12472901,36.45769589],[127.12499189,36.45767507],[127.12524467,36.4576134],[127.12547763,36.45751325],[127.12568182,36.45737846],[127.1258494,36.45721423],[127.12597391,36.45702686],[127.12605059,36.45682355],[127.12607649,36.45661212]]]}"
6650460,"2020087","4418010400","44180001  ",충청남도 보령시1,충청남도 보령시 동대동(동대사거리 인근),12,19,0,8,11,0,126.604406227267,36.348526811864,"{""type"":""Polygon"",""coordinates"":[[[126.6057537,36.34852681],[126.60572781,36.34831508],[126.60565113,36.34811149],[126.60552661,36.34792385],[126.60535903,36.34775939],[126.60515484,36.34762442],[126.60492188,36.34752413],[126.60466911,36.34746237],[126.60440623,36.34744151],[126.60414335,36.34746237],[126.60389057,36.34752413],[126.60365761,36.34762442],[126.60345342,36.34775939],[126.60328584,36.34792385],[126.60316132,36.34811149],[126.60308465,36.34831508],[126.60305875,36.34852681],[126.60308465,36.34873854],[126.60316132,36.34894213],[126.60328584,36.34912976],[126.60345342,36.34929422],[126.60365761,36.34942919],[126.60389057,36.34952948],[126.60414335,36.34959124],[126.60440623,36.34961209],[126.60466911,36.34959124],[126.60492188,36.34952948],[126.60515484,36.34942919],[126.60535903,36.34929422],[126.60552661,36.34912976],[126.60565113,36.34894213],[126.60572781,36.34873854],[126.6057537,36.34852681]]]}"
6650463,"2020087","4418010400","44180002  ",충청남도 보령시2,충청남도 보령시 명천동(주공사거리 인근),11,12,1,2,8,1,126.601740892130,36.345895175223,"{""type"":""Polygon"",""coordinates"":[[[126.60308837,36.34589518],[126.60306247,36.34568344],[126.60298579,36.34547984],[126.60286127,36.3452922],[126.6026937,36.34512773],[126.60248951,36.34499275],[126.60225655,36.34489246],[126.60200377,36.3448307],[126.60174089,36.34480984],[126.60147801,36.3448307],[126.60122524,36.34489246],[126.60099228,36.34499275],[126.60078808,36.34512773],[126.60062051,36.3452922],[126.60049599,36.34547984],[126.60041931,36.34568344],[126.60039342,36.34589518],[126.60041931,36.34610691],[126.60049599,36.34631051],[126.60062051,36.34649815],[126.60078808,36.34666261],[126.60099228,36.34679759],[126.60122524,36.34689788],[126.60147801,36.34695964],[126.60174089,36.34698049],[126.60200377,36.34695964],[126.60225655,36.34689788],[126.60248951,36.34679759],[126.6026937,36.34666261],[126.60286127,36.34649815],[126.60298579,36.34631051],[126.60306247,36.34610691],[126.60308837,36.34589518]]]}"
6650461,"2020087","4418025000","44180003  ",충청남도 보령시3,충청남도 보령시 웅천읍(독산로4 인근),11,20,0,10,10,0,126.598625700817,36.232931963440,"{""type"":""Polygon"",""coordinates"":[[[126.59997317,36.23293196],[126.59994728,36.23271992],[126.5998706,36.23251602],[126.59974608,36.23232811],[126.59957851,36.23216341],[126.59937432,36.23202823],[126.59914136,36.23192779],[126.59888858,36.23186594],[126.5986257,36.23184506],[126.59836282,36.23186594],[126.59811005,36.23192779],[126.59787708,36.23202823],[126.59767289,36.23216341],[126.59750532,36.23232811],[126.5973808,36.23251602],[126.59730412,36.23271992],[126.59727823,36.23293196],[126.59730412,36.23314401],[126.5973808,36.2333479],[126.59750532,36.23353581],[126.59767289,36.23370051],[126.59787708,36.23383568],[126.59811005,36.23393612],[126.59836282,36.23399797],[126.5986257,36.23401886],[126.59888858,36.23399797],[126.59914136,36.23393612],[126.59937432,36.23383568],[126.59957851,36.23370051],[126.59974608,36.23353581],[126.5998706,36.2333479],[126.59994728,36.23314401],[126.59997317,36.23293196]]]}"
6650437,"2020087","4420010100","44200001  ",충청남도 아산시1,충청남도 아산시 온천동(유원식당 인근),20,24,0,10,12,2,127.005525530780,36.781060497445,"{""type"":""Polygon"",""coordinates"":[[[127.006873,36.7810605],[127.00684711,36.78084995],[127.00677043,36.78064749],[127.00664591,36.78046091],[127.00647834,36.78029736],[127.00627415,36.78016314],[127.00604119,36.78006341],[127.00578841,36.780002],[127.00552553,36.77998126],[127.00526265,36.780002],[127.00500988,36.78006341],[127.00477691,36.78016314],[127.00457272,36.78029736],[127.00440515,36.78046091],[127.00428063,36.78064749],[127.00420395,36.78084995],[127.00417806,36.7810605],[127.00420395,36.78127104],[127.00428063,36.7814735],[127.00440515,36.78166008],[127.00457272,36.78182362],[127.00477691,36.78195784],[127.00500988,36.78205757],[127.00526265,36.78211898],[127.00552553,36.78213972],[127.00578841,36.78211898],[127.00604119,36.78205757],[127.00627415,36.78195784],[127.00647834,36.78182362],[127.00664591,36.78166008],[127.00677043,36.7814735],[127.00684711,36.78127104],[127.006873,36.7810605]]]}"
6650458,"2020087","4420011300","44200002  ",충청남도 아산시2,충청남도 아산시 모종동(신수도부동산 인근),16,17,1,5,11,0,127.016088347001,36.784113558195,"{""type"":""Polygon"",""coordinates"":[[[127.01743582,36.78411356],[127.01740993,36.78390302],[127.01733325,36.78370057],[127.01720873,36.78351399],[127.01704115,36.78335045],[127.01683696,36.78321624],[127.016604,36.78311651],[127.01635123,36.7830551],[127.01608835,36.78303436],[127.01582547,36.7830551],[127.01557269,36.78311651],[127.01533973,36.78321624],[127.01513554,36.78335045],[127.01496796,36.78351399],[127.01484344,36.78370057],[127.01476677,36.78390302],[127.01474087,36.78411356],[127.01476677,36.7843241],[127.01484344,36.78452654],[127.01496796,36.78471312],[127.01513554,36.78487666],[127.01533973,36.78501086],[127.01557269,36.78511059],[127.01582547,36.785172],[127.01608835,36.78519274],[127.01635123,36.785172],[127.016604,36.78511059],[127.01683696,36.78501086],[127.01704115,36.78487666],[127.01720873,36.78471312],[127.01733325,36.78452654],[127.01740993,36.7843241],[127.01743582,36.78411356]]]}"
6650457,"2020087","4420010100","44200003  ",충청남도 아산시3,충청남도 아산시 온천동(푸른정형외과 인근),16,28,0,7,20,1,127.000179360690,36.781884261151,"{""type"":""Polygon"",""coordinates"":[[[127.00152683,36.78188426],[127.00150094,36.78167372],[127.00142426,36.78147126],[127.00129974,36.78128468],[127.00113217,36.78112113],[127.00092798,36.78098692],[127.00069502,36.78088719],[127.00044224,36.78082577],[127.00017936,36.78080503],[126.99991648,36.78082577],[126.99966371,36.78088719],[126.99943074,36.78098692],[126.99922655,36.78112113],[126.99905898,36.78128468],[126.99893446,36.78147126],[126.99885778,36.78167372],[126.99883189,36.78188426],[126.99885778,36.78209481],[126.99893446,36.78229726],[126.99905898,36.78248384],[126.99922655,36.78264738],[126.99943074,36.78278159],[126.99966371,36.78288132],[126.99991648,36.78294274],[127.00017936,36.78296347],[127.00044224,36.78294274],[127.00069502,36.78288132],[127.00092798,36.78278159],[127.00113217,36.78264738],[127.00129974,36.78248384],[127.00142426,36.78229726],[127.00150094,36.78209481],[127.00152683,36.78188426]]]}"
6650495,"2020087","4421010700","44210001  ",충청남도 서산시1,충청남도 서산시 석림동(서산세무소 인근),18,39,0,14,24,1,126.472252903050,36.769899322697,"{""type"":""Polygon"",""coordinates"":[[[126.47360038,36.76989932],[126.47357448,36.76968874],[126.47349781,36.76948626],[126.47337329,36.76929964],[126.47320571,36.76913608],[126.47300152,36.76900184],[126.47276856,36.76890209],[126.47251578,36.76884067],[126.4722529,36.76881993],[126.47199002,36.76884067],[126.47173725,36.76890209],[126.47150429,36.76900184],[126.4713001,36.76913608],[126.47113252,36.76929964],[126.471008,36.76948626],[126.47093132,36.76968874],[126.47090543,36.76989932],[126.47093132,36.7701099],[126.471008,36.77031239],[126.47113252,36.770499],[126.4713001,36.77066256],[126.47150429,36.7707968],[126.47173725,36.77089654],[126.47199002,36.77095796],[126.4722529,36.7709787],[126.47251578,36.77095796],[126.47276856,36.77089654],[126.47300152,36.7707968],[126.47320571,36.77066256],[126.47337329,36.770499],[126.47349781,36.77031239],[126.47357448,36.7701099],[126.47360038,36.76989932]]]}"
6650496,"2020087","4421010100","44210002  ",충청남도 서산시2,충청남도 서산시 읍내동(서령종합상가앞교차로 인근),17,18,0,4,13,1,126.451732313796,36.777184067791,"{""type"":""Polygon"",""coordinates"":[[[126.45307979,36.77718407],[126.4530539,36.77697351],[126.45297722,36.77677104],[126.4528527,36.77658445],[126.45268512,36.77642089],[126.45248093,36.77628667],[126.45224797,36.77618693],[126.45199519,36.77612551],[126.45173231,36.77610478],[126.45146943,36.77612551],[126.45121666,36.77618693],[126.4509837,36.77628667],[126.45077951,36.77642089],[126.45061193,36.77658445],[126.45048741,36.77677104],[126.45041073,36.77697351],[126.45038484,36.77718407],[126.45041073,36.77739463],[126.45048741,36.77759709],[126.45061193,36.77778368],[126.45077951,36.77794723],[126.4509837,36.77808146],[126.45121666,36.77818119],[126.45146943,36.77824261],[126.45173231,36.77826335],[126.45199519,36.77824261],[126.45224797,36.77818119],[126.45248093,36.77808146],[126.45268512,36.77794723],[126.4528527,36.77778368],[126.45297722,36.77759709],[126.4530539,36.77739463],[126.45307979,36.77718407]]]}"
6650497,"2020087","4421010200","44210003  ",충청남도 서산시3,충청남도 서산시 석림동(현대카드앞교차로 인근),16,19,0,8,10,1,126.461586437265,36.777021305790,"{""type"":""Polygon"",""coordinates"":[[[126.46293391,36.77702131],[126.46290802,36.77681075],[126.46283134,36.77660828],[126.46270682,36.77642168],[126.46253924,36.77625813],[126.46233505,36.77612391],[126.46210209,36.77602417],[126.46184932,36.77596275],[126.46158644,36.77594201],[126.46132356,36.77596275],[126.46107078,36.77602417],[126.46083782,36.77612391],[126.46063363,36.77625813],[126.46046605,36.77642168],[126.46034153,36.77660828],[126.46026486,36.77681075],[126.46023896,36.77702131],[126.46026486,36.77723186],[126.46034153,36.77743433],[126.46046605,36.77762092],[126.46063363,36.77778447],[126.46083782,36.7779187],[126.46107078,36.77801843],[126.46132356,36.77807985],[126.46158644,36.77810059],[126.46184932,36.77807985],[126.46210209,36.77801843],[126.46233505,36.7779187],[126.46253924,36.77778447],[126.46270682,36.77762092],[126.46283134,36.77743433],[126.46290802,36.77723186],[126.46293391,36.77702131]]]}"
