"사고다발지fid","사고다발지id","법정동코드","지점코드","시도시군구명","지점명","사고건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
6716403,"2021056","2714010100","27140001  ",대구광역시 동구1,대구광역시 동구 효목동(큰고개오거리 인근),43,61,0,5,51,5,128.632979012972,35.885616992631,"{""type"":""Polygon"",""coordinates"":[[[128.63432649,35.88561699],[128.63430059,35.88540401],[128.63422392,35.88519921],[128.6340994,35.88501047],[128.63393182,35.88484504],[128.63372763,35.88470927],[128.63349467,35.88460838],[128.63324189,35.88454625],[128.63297901,35.88452528],[128.63271613,35.88454625],[128.63246336,35.88460838],[128.6322304,35.88470927],[128.63202621,35.88484504],[128.63185863,35.88501047],[128.63173411,35.88519921],[128.63165743,35.88540401],[128.63163154,35.88561699],[128.63165743,35.88582997],[128.63173411,35.88603477],[128.63185863,35.88622351],[128.63202621,35.88638894],[128.6322304,35.88652471],[128.63246336,35.88662559],[128.63271613,35.88668772],[128.63297901,35.88670869],[128.63324189,35.88668772],[128.63349467,35.88662559],[128.63372763,35.88652471],[128.63393182,35.88638894],[128.6340994,35.88622351],[128.63422392,35.88603477],[128.63430059,35.88582997],[128.63432649,35.88561699]]]}"
6716404,"2021056","2714010300","27140002  ",대구광역시 동구2,대구광역시 동구 효목동(효목지하차도 인근),30,60,0,7,45,8,128.637369013071,35.881217993916,"{""type"":""Polygon"",""coordinates"":[[[128.63871649,35.88121799],[128.63869059,35.881005],[128.63861392,35.88080019],[128.6384894,35.88061144],[128.63832182,35.88044599],[128.63811763,35.88031022],[128.63788467,35.88020933],[128.63763189,35.8801472],[128.63736901,35.88012622],[128.63710613,35.8801472],[128.63685336,35.88020933],[128.6366204,35.88031022],[128.63641621,35.88044599],[128.63624863,35.88061144],[128.63612411,35.88080019],[128.63604743,35.881005],[128.63602154,35.88121799],[128.63604743,35.88143099],[128.63612411,35.88163579],[128.63624863,35.88182455],[128.63641621,35.88198999],[128.6366204,35.88212576],[128.63685336,35.88222665],[128.63710613,35.88228878],[128.63736901,35.88230975],[128.63763189,35.88228878],[128.63788467,35.88222665],[128.63811763,35.88212576],[128.63832182,35.88198999],[128.6384894,35.88182455],[128.63861392,35.88163579],[128.63869059,35.88143099],[128.63871649,35.88121799]]]}"
6716405,"2021056","2714010900","27140003  ",대구광역시 동구3,대구광역시 동구 검사동(아양교 인근),26,34,1,6,25,2,128.642213013421,35.889709994322,"{""type"":""Polygon"",""coordinates"":[[[128.64356049,35.88970999],[128.6435346,35.88949702],[128.64345792,35.88929224],[128.6433334,35.8891035],[128.64316582,35.88893808],[128.64296163,35.88880231],[128.64272867,35.88870143],[128.64247589,35.88863931],[128.64221301,35.88861834],[128.64195013,35.88863931],[128.64169736,35.88870143],[128.6414644,35.88880231],[128.64126021,35.88893808],[128.64109263,35.8891035],[128.64096811,35.88929224],[128.64089143,35.88949702],[128.64086554,35.88970999],[128.64089143,35.88992296],[128.64096811,35.89012775],[128.64109263,35.89031648],[128.64126021,35.8904819],[128.6414644,35.89061766],[128.64169736,35.89071854],[128.64195013,35.89078066],[128.64221301,35.89080164],[128.64247589,35.89078066],[128.64272867,35.89071854],[128.64296163,35.89061766],[128.64316582,35.8904819],[128.6433334,35.89031648],[128.64345792,35.89012775],[128.6435346,35.88992296],[128.64356049,35.88970999]]]}"
6716408,"2021056","2717010100","27170001  ",대구광역시 서구1,대구광역시 서구 비산동(두류네거리 인근),46,88,0,11,62,15,128.557451012156,35.857901994283,"{""type"":""Polygon"",""coordinates"":[[[128.55879849,35.85790199],[128.55877259,35.85768894],[128.55869591,35.85748407],[128.55857139,35.85729526],[128.55840382,35.85712977],[128.55819963,35.85699395],[128.55796667,35.85689303],[128.55771389,35.85683088],[128.55745101,35.8568099],[128.55718813,35.85683088],[128.55693536,35.85689303],[128.5567024,35.85699395],[128.5564982,35.85712977],[128.55633063,35.85729526],[128.55620611,35.85748407],[128.55612943,35.85768894],[128.55610354,35.85790199],[128.55612943,35.85811505],[128.55620611,35.85831992],[128.55633063,35.85850872],[128.5564982,35.85867421],[128.5567024,35.85881003],[128.55693536,35.85891095],[128.55718813,35.85897309],[128.55745101,35.85899408],[128.55771389,35.85897309],[128.55796667,35.85891095],[128.55819963,35.85881003],[128.55840382,35.85867421],[128.55857139,35.85850872],[128.55869591,35.85831992],[128.55877259,35.85811505],[128.55879849,35.85790199]]]}"
6716409,"2021056","2717010300","27170002  ",대구광역시 서구2,대구광역시 서구 평리동(신평리네거리 인근),42,77,1,9,58,9,128.554933012050,35.870452993911,"{""type"":""Polygon"",""coordinates"":[[[128.55628048,35.87045299],[128.55625459,35.87023997],[128.55617791,35.87003513],[128.55605339,35.86984636],[128.55588582,35.86968089],[128.55568163,35.86954509],[128.55544867,35.86944419],[128.55519589,35.86938205],[128.55493301,35.86936107],[128.55467013,35.86938205],[128.55441736,35.86944419],[128.5541844,35.86954509],[128.5539802,35.86968089],[128.55381263,35.86984636],[128.55368811,35.87003513],[128.55361143,35.87023997],[128.55358554,35.87045299],[128.55361143,35.87066602],[128.55368811,35.87087085],[128.55381263,35.87105963],[128.5539802,35.87122509],[128.5541844,35.87136088],[128.55441736,35.87146179],[128.55467013,35.87152392],[128.55493301,35.8715449],[128.55519589,35.87152392],[128.55544867,35.87146179],[128.55568163,35.87136088],[128.55588582,35.87122509],[128.55605339,35.87105963],[128.55617791,35.87087085],[128.55625459,35.87066602],[128.55628048,35.87045299]]]}"
6716410,"2021056","2717010200","27170003  ",대구광역시 서구3,대구광역시 서구 비산동(북비산네거리 인근),35,55,0,8,44,3,128.571346011710,35.879639993991,"{""type"":""Polygon"",""coordinates"":[[[128.57269348,35.87963999],[128.57266759,35.879427],[128.57259091,35.87922218],[128.57246639,35.87903343],[128.57229882,35.87886798],[128.57209463,35.8787322],[128.57186167,35.87863131],[128.57160889,35.87856918],[128.57134601,35.8785482],[128.57108313,35.87856918],[128.57083036,35.87863131],[128.5705974,35.8787322],[128.5703932,35.87886798],[128.57022563,35.87903343],[128.57010111,35.87922218],[128.57002443,35.879427],[128.56999854,35.87963999],[128.57002443,35.87985299],[128.57010111,35.8800578],[128.57022563,35.88024656],[128.5703932,35.880412],[128.5705974,35.88054778],[128.57083036,35.88064867],[128.57108313,35.8807108],[128.57134601,35.88073178],[128.57160889,35.8807108],[128.57186167,35.88064867],[128.57209463,35.88054778],[128.57229882,35.880412],[128.57246639,35.88024656],[128.57259091,35.8800578],[128.57266759,35.87985299],[128.57269348,35.87963999]]]}"
6716413,"2021056","2720010200","27200001  ",대구광역시 남구1,대구광역시 남구 대명동(호야북카페 인근),43,55,0,6,40,9,128.590517012651,35.846048993567,"{""type"":""Polygon"",""coordinates"":[[[128.59186449,35.84604899],[128.59183859,35.84583591],[128.59176192,35.84563101],[128.5916374,35.84544217],[128.59146982,35.84527665],[128.59126563,35.84514081],[128.59103267,35.84503988],[128.59077989,35.84497772],[128.59051701,35.84495673],[128.59025413,35.84497772],[128.59000136,35.84503988],[128.5897684,35.84514081],[128.58956421,35.84527665],[128.58939663,35.84544217],[128.58927211,35.84563101],[128.58919543,35.84583591],[128.58916954,35.84604899],[128.58919543,35.84626208],[128.58927211,35.84646698],[128.58939663,35.84665581],[128.58956421,35.84682133],[128.5897684,35.84695716],[128.59000136,35.8470581],[128.59025413,35.84712025],[128.59051701,35.84714124],[128.59077989,35.84712025],[128.59103267,35.8470581],[128.59126563,35.84695716],[128.59146982,35.84682133],[128.5916374,35.84665581],[128.59176192,35.84646698],[128.59183859,35.84626208],[128.59186449,35.84604899]]]}"
6716414,"2021056","2720010300","27200002  ",대구광역시 남구2,대구광역시 남구 대명동(안지랑네거리 인근),41,75,0,10,60,5,128.576764013350,35.839062993363,"{""type"":""Polygon"",""coordinates"":[[[128.57811149,35.83906299],[128.57808559,35.83884989],[128.57800892,35.83864497],[128.5778844,35.83845611],[128.57771682,35.83829058],[128.57751263,35.83815473],[128.57727967,35.83805379],[128.57702689,35.83799163],[128.57676401,35.83797064],[128.57650113,35.83799163],[128.57624836,35.83805379],[128.5760154,35.83815473],[128.57581121,35.83829058],[128.57564363,35.83845611],[128.57551911,35.83864497],[128.57544243,35.83884989],[128.57541654,35.83906299],[128.57544243,35.8392761],[128.57551911,35.83948102],[128.57564363,35.83966987],[128.57581121,35.8398354],[128.5760154,35.83997124],[128.57624836,35.84007219],[128.57650113,35.84013435],[128.57676401,35.84015533],[128.57702689,35.84013435],[128.57727967,35.84007219],[128.57751263,35.83997124],[128.57771682,35.8398354],[128.5778844,35.83966987],[128.57800892,35.83948102],[128.57808559,35.8392761],[128.57811149,35.83906299]]]}"
6716415,"2021056","2720010300","27200003  ",대구광역시 남구3,대구광역시 남구 대명동(삼각지네거리 인근),26,41,1,3,36,1,128.583376012494,35.852589993035,"{""type"":""Polygon"",""coordinates"":[[[128.58472349,35.85258999],[128.58469759,35.85237692],[128.58462092,35.85217204],[128.5844964,35.85198322],[128.58432882,35.85181771],[128.58412463,35.85168189],[128.58389167,35.85158096],[128.58363889,35.85151881],[128.58337601,35.85149782],[128.58311313,35.85151881],[128.58286036,35.85158096],[128.5826274,35.85168189],[128.58242321,35.85181771],[128.58225563,35.85198322],[128.58213111,35.85217204],[128.58205443,35.85237692],[128.58202854,35.85258999],[128.58205443,35.85280306],[128.58213111,35.85300794],[128.58225563,35.85319676],[128.58242321,35.85336226],[128.5826274,35.85349809],[128.58286036,35.85359901],[128.58311313,35.85366116],[128.58337601,35.85368215],[128.58363889,35.85366116],[128.58389167,35.85359901],[128.58412463,35.85349809],[128.58432882,35.85336226],[128.5844964,35.85319676],[128.58462092,35.85300794],[128.58469759,35.85280306],[128.58472349,35.85258999]]]}"
6716418,"2021056","2723010600","27230001  ",대구광역시 북구1,대구광역시 북구 산격동(경대교 인근),34,55,0,9,43,3,128.600788011459,35.886327993043,"{""type"":""Polygon"",""coordinates"":[[[128.60213548,35.88632799],[128.60210959,35.88611501],[128.60203291,35.88591022],[128.60190839,35.88572148],[128.60174082,35.88555604],[128.60153663,35.88542027],[128.60130367,35.88531939],[128.60105089,35.88525726],[128.60078801,35.88523629],[128.60052513,35.88525726],[128.60027236,35.88531939],[128.6000394,35.88542027],[128.5998352,35.88555604],[128.59966763,35.88572148],[128.59954311,35.88591022],[128.59946643,35.88611501],[128.59944054,35.88632799],[128.59946643,35.88654097],[128.59954311,35.88674577],[128.59966763,35.88693451],[128.5998352,35.88709994],[128.6000394,35.8872357],[128.60027236,35.88733658],[128.60052513,35.88739871],[128.60078801,35.88741968],[128.60105089,35.88739871],[128.60130367,35.88733658],[128.60153663,35.8872357],[128.60174082,35.88709994],[128.60190839,35.88693451],[128.60203291,35.88674577],[128.60210959,35.88654097],[128.60213548,35.88632799]]]}"
6716419,"2021056","2723011200","27230002  ",대구광역시 북구2,대구광역시 북구 복현동(복현오거리 인근),33,45,1,3,37,4,128.614954012719,35.897642994130,"{""type"":""Polygon"",""coordinates"":[[[128.61630149,35.89764299],[128.61627559,35.89743004],[128.61619892,35.89722528],[128.6160744,35.89703656],[128.61590682,35.89687115],[128.61570263,35.89673541],[128.61546967,35.89663453],[128.61521689,35.89657242],[128.61495401,35.89655144],[128.61469113,35.89657242],[128.61443836,35.89663453],[128.6142054,35.89673541],[128.61400121,35.89687115],[128.61383363,35.89703656],[128.61370911,35.89722528],[128.61363243,35.89743004],[128.61360654,35.89764299],[128.61363243,35.89785594],[128.61370911,35.89806071],[128.61383363,35.89824942],[128.61400121,35.89841483],[128.6142054,35.89855057],[128.61443836,35.89865144],[128.61469113,35.89871355],[128.61495401,35.89873453],[128.61521689,35.89871355],[128.61546967,35.89865144],[128.61570263,35.89855057],[128.61590682,35.89841483],[128.6160744,35.89824942],[128.61619892,35.89806071],[128.61627559,35.89785594],[128.61630149,35.89764299]]]}"
6716420,"2021056","2723011100","27230003  ",대구광역시 북구3,대구광역시 북구 산격동(성북교사거리 인근),31,36,0,11,18,7,128.593474012317,35.893160994285,"{""type"":""Polygon"",""coordinates"":[[[128.59482149,35.89316099],[128.59479559,35.89294803],[128.59471891,35.89274325],[128.5945944,35.89255453],[128.59442682,35.89238911],[128.59422263,35.89225335],[128.59398967,35.89215248],[128.59373689,35.89209036],[128.59347401,35.89206938],[128.59321113,35.89209036],[128.59295836,35.89215248],[128.5927254,35.89225335],[128.59252121,35.89238911],[128.59235363,35.89255453],[128.59222911,35.89274325],[128.59215243,35.89294803],[128.59212654,35.89316099],[128.59215243,35.89337396],[128.59222911,35.89357873],[128.59235363,35.89376745],[128.59252121,35.89393287],[128.5927254,35.89406862],[128.59295836,35.8941695],[128.59321113,35.89423162],[128.59347401,35.89425259],[128.59373689,35.89423162],[128.59398967,35.8941695],[128.59422263,35.89406862],[128.59442682,35.89393287],[128.5945944,35.89376745],[128.59471891,35.89357873],[128.59479559,35.89337396],[128.59482149,35.89316099]]]}"
6716423,"2021056","2726011100","27260001  ",대구광역시 수성구1,대구광역시 수성구 지산동(황금네거리 인근),56,91,0,7,79,5,128.623874013076,35.839817993107,"{""type"":""Polygon"",""coordinates"":[[[128.62522149,35.83981799],[128.62519559,35.83960489],[128.62511892,35.83939997],[128.6249944,35.83921112],[128.62482682,35.83904559],[128.62462263,35.83890974],[128.62438967,35.8388088],[128.62413689,35.83874664],[128.62387401,35.83872565],[128.62361113,35.83874664],[128.62335836,35.8388088],[128.6231254,35.83890974],[128.62292121,35.83904559],[128.62275363,35.83921112],[128.62262911,35.83939997],[128.62255243,35.83960489],[128.62252654,35.83981799],[128.62255243,35.8400311],[128.62262911,35.84023601],[128.62275363,35.84042486],[128.62292121,35.84059039],[128.6231254,35.84072623],[128.62335836,35.84082718],[128.62361113,35.84088934],[128.62387401,35.84091032],[128.62413689,35.84088934],[128.62438967,35.84082718],[128.62462263,35.84072623],[128.62482682,35.84059039],[128.6249944,35.84042486],[128.62511892,35.84023601],[128.62519559,35.8400311],[128.62522149,35.83981799]]]}"
6716424,"2021056","2726010400","27260002  ",대구광역시 수성구2,대구광역시 수성구 노변동(대구은행네거리 인근),36,65,0,4,60,1,128.614113013506,35.859796995336,"{""type"":""Polygon"",""coordinates"":[[[128.61546049,35.859797],[128.6154346,35.85958394],[128.61535792,35.85937908],[128.6152334,35.85919028],[128.61506582,35.85902479],[128.61486163,35.85888897],[128.61462867,35.85878805],[128.61437589,35.85872591],[128.61411301,35.85870492],[128.61385013,35.85872591],[128.61359736,35.85878805],[128.6133644,35.85888897],[128.61316021,35.85902479],[128.61299263,35.85919028],[128.61286811,35.85937908],[128.61279143,35.85958394],[128.61276554,35.859797],[128.61279143,35.86001005],[128.61286811,35.86021491],[128.61299263,35.86040371],[128.61316021,35.8605692],[128.6133644,35.86070501],[128.61359736,35.86080592],[128.61385013,35.86086807],[128.61411301,35.86088905],[128.61437589,35.86086807],[128.61462867,35.86080592],[128.61486163,35.86070501],[128.61506582,35.8605692],[128.6152334,35.86040371],[128.61535792,35.86021491],[128.6154346,35.86001005],[128.61546049,35.859797]]]}"
6716425,"2021056","2726010100","27260003  ",대구광역시 수성구3,대구광역시 수성구 범어동(범어네거리 인근),35,62,0,9,50,3,128.626257013252,35.859122993033,"{""type"":""Polygon"",""coordinates"":[[[128.62760449,35.85912299],[128.62757859,35.85890994],[128.62750192,35.85870507],[128.6273774,35.85851627],[128.62720982,35.85835078],[128.62700563,35.85821496],[128.62677267,35.85811404],[128.62651989,35.8580519],[128.62625701,35.85803091],[128.62599413,35.8580519],[128.62574136,35.85811404],[128.6255084,35.85821496],[128.62530421,35.85835078],[128.62513663,35.85851627],[128.62501211,35.85870507],[128.62493543,35.85890994],[128.62490954,35.85912299],[128.62493543,35.85933605],[128.62501211,35.85954091],[128.62513663,35.85972971],[128.62530421,35.8598952],[128.6255084,35.86003101],[128.62574136,35.86013193],[128.62599413,35.86019407],[128.62625701,35.86021506],[128.62651989,35.86019407],[128.62677267,35.86013193],[128.62700563,35.86003101],[128.62720982,35.8598952],[128.6273774,35.85972971],[128.62750192,35.85954091],[128.62757859,35.85933605],[128.62760449,35.85912299]]]}"
6716428,"2021056","2729011300","27290001  ",대구광역시 달서구1,대구광역시 달서구 감삼동(죽전네거리 인근),42,68,0,5,61,2,128.537237014378,35.850184993643,"{""type"":""Polygon"",""coordinates"":[[[128.53858449,35.85018499],[128.5385586,35.84997192],[128.53848192,35.84976703],[128.5383574,35.8495782],[128.53818982,35.84941269],[128.53798563,35.84927686],[128.53775267,35.84917593],[128.53749989,35.84911378],[128.53723701,35.84909279],[128.53697414,35.84911378],[128.53672136,35.84917593],[128.5364884,35.84927686],[128.53628421,35.84941269],[128.53611663,35.8495782],[128.53599211,35.84976703],[128.53591543,35.84997192],[128.53588954,35.85018499],[128.53591543,35.85039807],[128.53599211,35.85060296],[128.53611663,35.85079178],[128.53628421,35.85095729],[128.5364884,35.85109312],[128.53672136,35.85119404],[128.53697414,35.8512562],[128.53723701,35.85127718],[128.53749989,35.8512562],[128.53775267,35.85119404],[128.53798563,35.85109312],[128.53818982,35.85095729],[128.5383574,35.85079178],[128.53848192,35.85060296],[128.5385586,35.85039807],[128.53858449,35.85018499]]]}"
6716429,"2021056","2729011700","27290002  ",대구광역시 달서구2,대구광역시 달서구 대천동(진천네거리 인근),37,63,0,7,49,7,128.524050012399,35.814102994359,"{""type"":""Polygon"",""coordinates"":[[[128.52539749,35.81410299],[128.52537159,35.81388982],[128.52529492,35.81368484],[128.5251704,35.81349592],[128.52500282,35.81333034],[128.52479863,35.81319445],[128.52456567,35.81309347],[128.52431289,35.81303129],[128.52405001,35.81301029],[128.52378713,35.81303129],[128.52353436,35.81309347],[128.5233014,35.81319445],[128.52309721,35.81333034],[128.52292963,35.81349592],[128.52280511,35.81368484],[128.52272843,35.81388982],[128.52270254,35.81410299],[128.52272843,35.81431617],[128.52280511,35.81452115],[128.52292963,35.81471006],[128.52309721,35.81487564],[128.5233014,35.81501153],[128.52353436,35.8151125],[128.52378713,35.81517468],[128.52405001,35.81519568],[128.52431289,35.81517468],[128.52456567,35.8151125],[128.52479863,35.81501153],[128.52500282,35.81487564],[128.5251704,35.81471006],[128.52529492,35.81452115],[128.52537159,35.81431617],[128.52539749,35.81410299]]]}"
6716430,"2021056","2729011100","27290003  ",대구광역시 달서구3,대구광역시 달서구 감삼동(용산네거리 인근),36,70,1,12,54,3,128.530710011959,35.849468993900,"{""type"":""Polygon"",""coordinates"":[[[128.53205748,35.84946899],[128.53203159,35.84925591],[128.53195491,35.84905102],[128.53183039,35.84886219],[128.53166282,35.84869668],[128.53145863,35.84856085],[128.53122567,35.84845992],[128.53097289,35.84839777],[128.53071001,35.84837678],[128.53044713,35.84839777],[128.53019436,35.84845992],[128.5299614,35.84856085],[128.5297572,35.84869668],[128.52958963,35.84886219],[128.52946511,35.84905102],[128.52938843,35.84925591],[128.52936254,35.84946899],[128.52938843,35.84968207],[128.52946511,35.84988696],[128.52958963,35.85007579],[128.5297572,35.8502413],[128.5299614,35.85037712],[128.53019436,35.85047805],[128.53044713,35.85054021],[128.53071001,35.85056119],[128.53097289,35.85054021],[128.53122567,35.85047805],[128.53145863,35.85037712],[128.53166282,35.8502413],[128.53183039,35.85007579],[128.53195491,35.84988696],[128.53203159,35.84968207],[128.53205748,35.84946899]]]}"
6716433,"2021056","2771025600","27710001  ",대구광역시 달성군1,대구광역시 달성군 다사읍(대실역대구2호선 인근),26,39,0,4,33,2,128.464921493533,35.857459584493,"{""type"":""Polygon"",""coordinates"":[[[128.46626897,35.85745958],[128.46624308,35.85724653],[128.4661664,35.85704166],[128.46604188,35.85685285],[128.4658743,35.85668735],[128.46567011,35.85655154],[128.46543715,35.85645061],[128.46518437,35.85638847],[128.46492149,35.85636748],[128.46465861,35.85638847],[128.46440584,35.85645061],[128.46417288,35.85655154],[128.46396869,35.85668735],[128.46380111,35.85685285],[128.46367659,35.85704166],[128.46359991,35.85724653],[128.46357402,35.85745958],[128.46359991,35.85767264],[128.46367659,35.85787751],[128.46380111,35.85806632],[128.46396869,35.85823181],[128.46417288,35.85836762],[128.46440584,35.85846854],[128.46465861,35.85853069],[128.46492149,35.85855167],[128.46518437,35.85853069],[128.46543715,35.85846854],[128.46567011,35.85836762],[128.4658743,35.85823181],[128.46604188,35.85806632],[128.4661664,35.85787751],[128.46624308,35.85767264],[128.46626897,35.85745958]]]}"
6716434,"2021056","2771025600","27710002  ",대구광역시 달성군2,대구광역시 달성군 다사읍(죽곡리293 인근),19,35,0,4,28,3,128.463069358665,35.859713236078,"{""type"":""Polygon"",""coordinates"":[[[128.46441683,35.85971324],[128.46439094,35.85950018],[128.46431426,35.85929532],[128.46418974,35.85910652],[128.46402217,35.85894103],[128.46381797,35.85880521],[128.46358501,35.85870429],[128.46333224,35.85864215],[128.46306936,35.85862116],[128.46280648,35.85864215],[128.4625537,35.85870429],[128.46232074,35.85880521],[128.46211655,35.85894103],[128.46194898,35.85910652],[128.46182446,35.85929532],[128.46174778,35.85950018],[128.46172189,35.85971324],[128.46174778,35.85992629],[128.46182446,35.86013115],[128.46194898,35.86031995],[128.46211655,35.86048544],[128.46232074,35.86062125],[128.4625537,35.86072217],[128.46280648,35.86078431],[128.46306936,35.86080529],[128.46333224,35.86078431],[128.46358501,35.86072217],[128.46381797,35.86062125],[128.46402217,35.86048544],[128.46418974,35.86031995],[128.46431426,35.86013115],[128.46439094,35.85992629],[128.46441683,35.85971324]]]}"
6716435,"2021056","2771025600","27710003  ",대구광역시 달성군3,대구광역시 달성군 다사읍(서재리972 인근),15,29,0,5,23,1,128.497165320324,35.874735729171,"{""type"":""Polygon"",""coordinates"":[[[128.49851279,35.87473573],[128.4984869,35.87452272],[128.49841022,35.87431789],[128.4982857,35.87412912],[128.49811813,35.87396367],[128.49791394,35.87382788],[128.49768098,35.87372698],[128.4974282,35.87366484],[128.49716532,35.87364386],[128.49690244,35.87366484],[128.49664966,35.87372698],[128.4964167,35.87382788],[128.49621251,35.87396367],[128.49604494,35.87412912],[128.49592042,35.87431789],[128.49584374,35.87452272],[128.49581785,35.87473573],[128.49584374,35.87494874],[128.49592042,35.87515356],[128.49604494,35.87534233],[128.49621251,35.87550779],[128.4964167,35.87564357],[128.49664966,35.87574447],[128.49690244,35.8758066],[128.49716532,35.87582758],[128.4974282,35.8758066],[128.49768098,35.87574447],[128.49791394,35.87564357],[128.49811813,35.87550779],[128.4982857,35.87534233],[128.49841022,35.87515356],[128.4984869,35.87494874],[128.49851279,35.87473573]]]}"
6716438,"2021056","2811012800","28110001  ",인천광역시 중구1,인천광역시 중구 신흥동3가(신광사거리 인근),13,18,0,7,10,1,126.636002449554,37.464426120170,"{""type"":""Polygon"",""coordinates"":[[[126.63734992,37.46442612],[126.63732403,37.46421746],[126.63724735,37.46401683],[126.63712283,37.46383192],[126.63695526,37.46366984],[126.63675107,37.46353683],[126.63651811,37.463438],[126.63626533,37.46337713],[126.63600245,37.46335658],[126.63573957,37.46337713],[126.63548679,37.463438],[126.63525383,37.46353683],[126.63504964,37.46366984],[126.63488207,37.46383192],[126.63475755,37.46401683],[126.63468087,37.46421746],[126.63465498,37.46442612],[126.63468087,37.46463478],[126.63475755,37.46483541],[126.63488207,37.46502032],[126.63504964,37.46518239],[126.63525383,37.4653154],[126.63548679,37.46541423],[126.63573957,37.46547509],[126.63600245,37.46549564],[126.63626533,37.46547509],[126.63651811,37.46541423],[126.63675107,37.4653154],[126.63695526,37.46518239],[126.63712283,37.46502032],[126.63724735,37.46483541],[126.63732403,37.46463478],[126.63734992,37.46442612]]]}"
6716439,"2021056","2811012800","28110002  ",인천광역시 중구2,인천광역시 중구 신흥동3가(개항탑사거리 인근),10,23,0,2,21,0,126.624570717366,37.449545276594,"{""type"":""Polygon"",""coordinates"":[[[126.62591819,37.44954528],[126.6258923,37.44933658],[126.62581562,37.4491359],[126.6256911,37.44895096],[126.62552352,37.44878885],[126.62531933,37.44865581],[126.62508637,37.44855696],[126.6248336,37.44849608],[126.62457072,37.44847552],[126.62430784,37.44849608],[126.62405506,37.44855696],[126.6238221,37.44865581],[126.62361791,37.44878885],[126.62345033,37.44895096],[126.62332581,37.4491359],[126.62324914,37.44933658],[126.62322324,37.44954528],[126.62324914,37.44975397],[126.62332581,37.44995465],[126.62345033,37.45013959],[126.62361791,37.4503017],[126.6238221,37.45043473],[126.62405506,37.45053358],[126.62430784,37.45059446],[126.62457072,37.45061501],[126.6248336,37.45059446],[126.62508637,37.45053358],[126.62531933,37.45043473],[126.62552352,37.4503017],[126.6256911,37.45013959],[126.62581562,37.44995465],[126.6258923,37.44975397],[126.62591819,37.44954528]]]}"
6716440,"2021056","2811011200","28110003  ",인천광역시 중구3,인천광역시 중구 신흥동3가(신용보증기금인천지점 인근),9,12,0,2,10,0,126.627215136071,37.453644502493,"{""type"":""Polygon"",""coordinates"":[[[126.62856261,37.4536445],[126.62853672,37.45343582],[126.62846004,37.45323515],[126.62833552,37.45305021],[126.62816794,37.45288812],[126.62796375,37.45275509],[126.62773079,37.45265624],[126.62747801,37.45259536],[126.62721514,37.45257481],[126.62695226,37.45259536],[126.62669948,37.45265624],[126.62646652,37.45275509],[126.62626233,37.45288812],[126.62609475,37.45305021],[126.62597023,37.45323515],[126.62589355,37.45343582],[126.62586766,37.4536445],[126.62589355,37.45385319],[126.62597023,37.45405385],[126.62609475,37.45423879],[126.62626233,37.45440088],[126.62646652,37.45453391],[126.62669948,37.45463276],[126.62695226,37.45469363],[126.62721514,37.45471418],[126.62747801,37.45469363],[126.62773079,37.45463276],[126.62796375,37.45453391],[126.62816794,37.45440088],[126.62833552,37.45423879],[126.62846004,37.45405385],[126.62853672,37.45385319],[126.62856261,37.4536445]]]}"
6716443,"2021056","2814010700","28140001  ",인천광역시 동구1,인천광역시 동구 송림동(송림오거리 인근),12,15,1,3,11,0,126.644632011159,37.475913213725,"{""type"":""Polygon"",""coordinates"":[[[126.64597948,37.47591321],[126.64595359,37.47570459],[126.64587691,37.47550398],[126.64575239,37.4753191],[126.64558482,37.47515705],[126.64538063,37.47502406],[126.64514767,37.47492524],[126.64489489,37.47486439],[126.64463201,37.47484384],[126.64436913,37.47486439],[126.64411636,37.47492524],[126.6438834,37.47502406],[126.6436792,37.47515705],[126.64351163,37.4753191],[126.64338711,37.47550398],[126.64331043,37.47570459],[126.64328454,37.47591321],[126.64331043,37.47612184],[126.64338711,37.47632244],[126.64351163,37.47650732],[126.6436792,37.47666937],[126.6438834,37.47680235],[126.64411636,37.47690117],[126.64436913,37.47696203],[126.64463201,37.47698257],[126.64489489,37.47696203],[126.64514767,37.47690117],[126.64538063,37.47680235],[126.64558482,37.47666937],[126.64575239,37.47650732],[126.64587691,37.47632244],[126.64595359,37.47612184],[126.64597948,37.47591321]]]}"
