date,sttn_id,sttn_nm,longitude,latitude,ride_nope,goff_nope,record_present
2025-05-27,4200120,강릉시외.고속터미널,128.8792265208128,37.75505492071011,196,202,True
2025-05-27,4200121,강릉시외.고속터미널,128.87911620808939,37.75486594086855,495,104,True
2025-05-27,4201027,강릉시청,128.8780384572547,37.75085435055292,,,False
2025-05-27,4200750,강릉시청앞,128.88013307678156,37.753651204654936,1,3,True
2025-05-27,4201237,강릉아산병원(강릉방면),128.8575951802683,37.81786664293397,57,12,True
2025-05-27,4200446,강릉아산병원(주문진방면),128.8575142394361,37.817740516347506,5,21,True
2025-05-27,4200317,강릉아산병원.강릉약국,128.856152685967,37.816231407654854,328,35,True
2025-05-27,4200418,강릉아산병원.강릉약국,128.8564121349402,37.81631278949057,82,95,True
2025-05-27,4200612,강릉아이스아레나,128.89502259832767,37.78025795268572,16,1,True
2025-05-27,4200006,강릉아이스아레나,128.89519306784848,37.78029319605429,1,4,True
2025-05-27,4200094,강릉여고,128.90248424479844,37.75904463050879,223,117,True
2025-05-27,4201203,강릉여고정문,128.90560348975578,37.75872376948264,0,3,True
2025-05-27,4201202,강릉여고정문,128.90529773129947,37.759257611132256,7,3,True
2025-05-27,4200721,강릉역,128.8992580056024,37.76416330670135,622,187,True
2025-05-27,4200293,강릉역건너편,128.8990669694857,37.76400772021464,147,104,True
2025-05-27,4200624,강릉역공영주차장,128.89773544865136,37.76439168846434,1,2,True
2025-05-27,4200625,강릉역공영주차장,128.89784270199107,37.76437149155158,0,3,True
2025-05-27,4200319,강릉역육거리,128.90168116661832,37.76358515067785,1,6,True
2025-05-27,4200320,강릉역육거리,128.9015605860337,37.763796951176055,22,27,True
2025-05-27,4201022,강릉영동대학,128.8591288923703,37.74495955027462,1,37,True
2025-05-27,4201021,강릉영동대학,128.85922425091306,37.74487059276654,227,0,True
2025-05-27,4200850,강릉의료원,128.88880799404643,37.748819708567,29,22,True
2025-05-27,4200851,강릉의료원,128.89091430945297,37.74975576653371,30,55,True
2025-05-27,4200650,강릉자동차극장,128.89662514456037,37.69318993028765,,,False
2025-05-27,4200649,강릉자동차극장,128.89682798746503,37.69309290590324,2,0,True
2025-05-27,4200033,강릉전파관리소,128.83186726371997,37.85836861510729,,,False
2025-05-27,4200035,강릉전파관리소,128.83226068928573,37.85830420673383,,,False
2025-05-27,4200247,강릉제일고,128.8918779735197,37.759537356247826,39,39,True
2025-05-27,4200248,강릉제일고,128.89200478710157,37.759050283679514,69,25,True
2025-05-27,4200761,강릉중앙고,128.912160218414,37.75937561358479,4,2,True
2025-05-27,4200760,강릉중앙고,128.9128964493442,37.75959593531339,24,3,True
2025-05-27,4201197,강릉중입구,128.9042740269736,37.752586182446684,32,1,True
2025-05-27,4201196,강릉중입구,128.90469921141985,37.752586496675974,3,7,True
2025-05-27,4200321,강릉축산농협,128.9049229187372,37.76619229629584,4,11,True
2025-05-27,4201138,강릉통일공원,128.99659850067323,37.72434136600358,,,False
2025-05-27,4201137,강릉통일공원,128.99670944982654,37.7243539137021,0,1,True
2025-05-27,4209998,강문해변,128.91631032849583,37.79540813828357,11,8,True
2025-05-27,4200613,강문해변,128.91641678869786,37.79529298920251,29,44,True
2025-05-27,4201261,강문해변입구,128.9152492720649,37.794762154181576,12,68,True
2025-05-27,4201260,강문해변입구,128.91519487645675,37.79459950672752,72,5,True
2025-05-27,4200356,강원대학교,128.87391738137654,37.77033026766949,395,63,True
2025-05-27,4201041,강원대학교입구,128.87514521071003,37.77009542292022,21,4,True
2025-05-27,4201042,강원대학교입구,128.87494102107277,37.7696221436885,16,10,True
2025-05-27,4200085,강원대학교입구,128.874129341808,37.77078800232456,,,False
2025-05-27,4209996,강원대학교치과대학병원,128.86960214597158,37.764020747480245,,,False
2025-05-27,4209995,강원대학교치과대학병원,128.86959763767547,37.76381436688745,0,1,True
2025-05-27,4200086,강원대학교후문,128.8748802531449,37.77322772576275,0,17,True
2025-05-27,4200087,강원대학교후문,128.87498639848286,37.77315204059329,98,1,True
2025-05-27,4200059,강원도교육연수원,128.9180532877992,37.78499697853126,0,2,True
2025-05-27,4200100,강원도교육연수원,128.91813970318609,37.785074864473685,4,37,True
2025-05-27,4200205,강원도립대,128.82840415011668,37.87652579934979,156,23,True
2025-05-27,4200206,강원도립대,128.8283096996467,37.87693859362977,56,53,True
2025-05-27,4200836,강원예술고교,128.8616868324728,37.72543906074348,1,0,True
2025-05-27,4200837,강원예술고교,128.86150617422848,37.725488347649346,,,False
2025-05-27,4200081,강일여고정문,128.88831689919587,37.76415997041872,0,1,True
2025-05-27,4200082,강일여고정문,128.8875516595327,37.76393626119314,1,5,True
2025-05-27,4200840,강일운수(회산한신더휴아파트),128.8635961632995,37.73687831617277,67,1,True
2025-05-27,4200841,강일운수(회산한신더휴아파트),128.86326996430768,37.736857601908014,0,5,True
2025-05-27,4200834,개화대,128.8608572684192,37.723176690790936,4,0,True
2025-05-27,4200835,개화대,128.8607659459164,37.72312828112019,1,0,True
2025-05-27,4200899,검뎅이골위,128.78664108542844,37.649625029205744,,,False
2025-05-27,4200898,검뎅이골위,128.78655586032616,37.64966319680761,,,False
2025-05-27,4200522,게스트하우스거리,128.8339253329715,37.896167167389095,0,1,True
2025-05-27,4200531,게스트하우스거리,128.83380690814315,37.89613511363595,4,2,True
2025-05-27,4200103,경포고교,128.9190546436117,37.78057981084284,11,24,True
2025-05-27,4200288,경포고교,128.91881546540267,37.78075927662396,279,4,True
2025-05-27,4200073,경포대.참소리박물관,128.89723222843386,37.79547838966498,0,3,True
2025-05-27,4200072,경포대.참소리박물관,128.89706080745114,37.7955214111198,31,0,True
2025-05-27,4200077,경포동주민센터,128.88052383810168,37.78412865726848,1,0,True
2025-05-27,4200078,경포동주민센터,128.8806150484207,37.78405330055861,3,2,True
2025-05-27,4200061,경포중학교,128.90033514931517,37.74283267675838,,,False
2025-05-27,4200618,경포중학교,128.90069076576023,37.743138298255545,,,False
2025-05-27,4200080,경포초등학교,128.87893593974582,37.76974854746925,116,4,True
2025-05-27,4201242,경포해변,128.9052529004403,37.80440358093674,270,219,True
2025-05-27,4200323,경포해변,128.90582022350918,37.80466237027648,20,12,True
2025-05-27,4201420,경포해변(종점),128.9052815401602,37.80443707912235,,,False
2025-05-27,4200071,경포현대아파트,128.90335968993816,37.80120612421906,0,15,True
2025-05-27,4200070,경포현대아파트,128.90338270723402,37.80169652808461,47,0,True
2025-05-27,4201267,경포호,128.91154424859525,37.79966287216199,4,35,True
2025-05-27,4201266,경포호,128.91144337577538,37.79931158521169,34,8,True
2025-05-27,4200918,고단,128.84976344595395,37.5207024756447,,,False
2025-05-27,4201394,고단,128.84964328725079,37.520715172151846,,,False
2025-05-27,4201392,고단2.3리교차로,128.8353830314886,37.52461528706331,,,False
2025-05-27,4200917,고단2.3리교차로,128.8355935759617,37.52458832137048,1,0,True
2025-05-27,4200916,고단2.3리교차로,128.83542781016814,37.524465083382744,3,0,True
2025-05-27,4202165,고단3리,128.81638819970956,37.540155755487774,,,False
2025-05-27,4202166,고단3리,128.81639746865173,37.540229174022585,,,False
2025-05-27,4201396,고단경로당,128.83061361145448,37.52560229950637,,,False
2025-05-27,4201395,고단경로당,128.83055880947413,37.52554334571904,,,False
2025-05-27,4201390,고단보건소,128.84167794386417,37.52176894228016,,,False
2025-05-27,4201389,고단보건소,128.84161540861714,37.52185303156361,,,False
2025-05-27,4200115,고용센터,128.8890663454416,37.75714942132559,87,29,True
2025-05-27,4200114,고용센터,128.88893105798073,37.75744085258255,39,20,True
2025-05-27,4201113,곰두리연수원,129.04780833020064,37.667941690344094,,,False
2025-05-27,4201112,곰두리연수원,129.04789745395954,37.66792061520934,2,0,True
2025-05-27,4200153,공군부대앞,128.9401442605218,37.74622686326912,,,False
2025-05-27,4201061,공군부대앞,128.94003300356817,37.746317953634374,,,False
2025-05-27,4201186,공군부대입구,128.93000750087512,37.7400489172058,,,False
2025-05-27,4201187,공군부대입구,128.93007021980833,37.739837207659924,0,1,True
2025-05-27,4201062,공군부대후문,128.95917736919824,37.74910624884217,1,0,True
2025-05-27,4201209,공단,128.92205416940635,37.765196014305694,33,1,True
2025-05-27,4200191,공단,128.92224127533925,37.765245144772656,0,3,True
2025-05-27,4201025,공제마을,128.87156333276334,37.74608024312632,10,2,True
2025-05-27,4201026,공제마을,128.87155618347816,37.74635646052236,1,5,True
2025-05-27,4200379,과학교차로,128.85431089568786,37.79406859939951,,,False
2025-05-27,4200380,과학교차로,128.85488574683825,37.79412119394899,,,False
2025-05-27,4202174,관동중학교,128.88185544452548,37.756909416385795,,,False
2025-05-27,4202173,관동중학교,128.88157113042865,37.75688715011548,,,False
2025-05-27,4201228,관솔길,128.86971281684745,37.739544628947385,12,0,True
2025-05-27,4201229,관솔길,128.86962790539826,37.73951707468259,0,2,True
2025-05-27,4200860,관음1리,128.82994944568443,37.72835720885695,1,0,True
2025-05-27,4200863,관음1리,128.81811453963772,37.738720613334934,2,1,True
2025-05-27,4200861,관음1리노인회관,128.82663819526005,37.73031764277183,,,False
2025-05-27,4200569,교2동주민센터,128.8921038226677,37.76840335678918,81,44,True
2025-05-27,4202155,교동하늘채스카이파크,128.90139949657416,37.77044271657007,1,0,True
2025-05-27,4201221,교동하늘채스카이파크,128.90200271905258,37.770481553669924,4,2,True
2025-05-27,4200622,교동한신아파트,128.90061649844188,37.76762859683901,7,0,True
2025-05-27,4200623,교동한신아파트,128.90062829229592,37.76751299917391,2,1,True
2025-05-27,4200253,교보생명,128.89811415297848,37.756002485379526,2843,1564,True
2025-05-27,4201224,교통안전교육장,128.94081916548228,37.76277976059592,0,4,True
2025-05-27,4201225,교통안전교육장,128.94086858039023,37.762907619978066,12,0,True
2025-05-27,4200465,교항2리금용교,128.81051132966252,37.87794196218265,,,False
2025-05-27,4200464,교향2리금용교,128.81059960534566,37.877872107197874,2,0,True
2025-05-27,4200264,구)동해상사,128.91165113985977,37.76683747950902,145,11,True
2025-05-27,4200217,구라미,128.8421871924033,37.84071328241807,3,3,True
2025-05-27,4200216,구라미,128.84187680750063,37.84088026429458,17,0,True
2025-05-27,4200215,구라미휴게소,128.8412803433516,37.845869087009575,3,3,True
2025-05-27,4200312,구라미휴게소,128.84078612253998,37.84523742281921,8,0,True
2025-05-27,4200128,구름다리,128.87743298775584,37.764682397677966,367,25,True
2025-05-27,4200127,구름다리,128.87654770197503,37.764512872809554,32,90,True
2025-05-27,4200820,구정마을회관,128.87139646095704,37.71008533483099,2,2,True
2025-05-27,4200821,구정마을회관,128.87144937425245,37.71002947764621,13,0,True
2025-05-27,4200814,구정면사무소,128.88002787863965,37.71794143004597,3,2,True
2025-05-27,4200813,구정면사무소,128.87999133744066,37.71800809783438,0,2,True
2025-05-27,4200812,구정보건지소,128.88246310473926,37.72030864287925,3,0,True
2025-05-27,4201422,구정옥봉길,128.8928182495002,37.70145893549343,,,False
2025-05-27,4200811,구정자율방범대,128.88237819871995,37.72033853165244,,,False
2025-05-27,4200315,구터미널,128.8988430353628,37.76163002626936,60,30,True
2025-05-27,4200619,국립수산물품질관리원,128.82606517101954,37.891507384213114,64,9,True
2025-05-27,4200711,굴산사입구,128.88905996426578,37.70832144703753,,,False
2025-05-27,4200699,굴산사지,128.89328371501892,37.70698044216881,,,False
2025-05-27,4201251,궁궁동,128.7299683412454,37.880375202506656,0,1,True
2025-05-27,4200417,궁궁소,128.67164304000795,37.843611675479615,,,False
2025-05-27,4200681,금강사입구,128.90287627896166,37.72624677465358,,,False
2025-05-27,4200682,금강사입구,128.90297134006664,37.726211833119876,2,0,True
2025-05-27,4200628,금광1리마을회관,128.91600348378523,37.70952097409381,,,False
2025-05-27,4201385,금광1리마을회관,128.91594038830377,37.70955296171714,,,False
2025-05-27,4200667,금광교회입구,128.91743884657853,37.711688785639396,1,0,True
2025-05-27,4200668,금광교회입구,128.91734376603898,37.7117034048731,,,False
2025-05-27,4200635,금광리1반,128.9143131847074,37.70220671426674,4,2,True
2025-05-27,4200636,금광리1반,128.91440542620646,37.702215446502585,,,False
2025-05-27,4200672,금광리성황당,128.91735327783445,37.717909805835454,,,False
2025-05-27,4200671,금광리성황당,128.9174498206258,37.717903115802514,3,0,True
2025-05-27,4200665,금광삼거리,128.91515459286336,37.70904726058568,4,0,True
2025-05-27,4200666,금광삼거리,128.91521668110562,37.70911511431863,,,False
2025-05-27,4200632,금광정미소,128.9154068776427,37.70823176641904,,,False
2025-05-27,4200631,금광정미소,128.91530343519958,37.70823344476309,0,3,True
2025-05-27,4201018,금산,128.85573010993187,37.74018242418162,,,False
2025-05-27,4201017,금산,128.8558273611666,37.7401726731367,1,0,True
2025-05-27,4200858,금산1리경로당,128.83882591103156,37.7302092460205,,,False
2025-05-27,4201014,금산2리,128.8489374376084,37.736639355017815,4,6,True
2025-05-27,4201013,금산2리,128.84906667066036,37.736625360708075,19,0,True
2025-05-27,4201012,금산남밭,128.8447607772083,37.73146258389618,0,1,True
2025-05-27,4200862,금산남밭,128.84482898011785,37.73142005932311,4,2,True
2025-05-27,4201020,금산입구,128.8576797637003,37.74318792289404,0,1,True
2025-05-27,4201019,금산입구,128.85784327525297,37.7432987440744,26,0,True
2025-05-27,4201016,금산장수마을,128.85163955991283,37.738245657769,0,2,True
2025-05-27,4201015,금산장수마을,128.85168575797542,37.73818340581975,1,0,True
2025-05-27,4201344,금진2리마을회관,129.0433695932886,37.64179516691084,0,1,True
2025-05-27,4201345,금진2리마을회관,129.04327917048357,37.641779891088895,2,0,True
2025-05-27,4201342,금진초교,129.04347549729948,37.63336468757593,,,False
2025-05-27,4201343,금진초교,129.04343902328037,37.63345845978064,1,0,True
2025-05-27,4201108,금진항,129.05240741359285,37.652884325935844,3,0,True
2025-05-27,4201109,금진항,129.05231089842698,37.65294332211634,0,1,True
2025-05-27,4201347,금진해변,129.04374932629693,37.63904067736818,,,False
2025-05-27,4201348,금진해변,129.04365646301486,37.63903832962265,3,0,True
2025-05-27,4201107,금진해양파출소,129.04894882127985,37.652089382747484,,,False
2025-05-27,4200017,금진해양파출소,129.04913775965355,37.65213019488429,1,1,True
2025-05-27,4201053,금호어울림,128.9156520837289,37.754995794611034,39,1,True
2025-05-27,4201054,금호어울림,128.91590296498018,37.75518531900659,0,8,True
2025-05-27,4200025,금호어울림정문,128.9194883208178,37.754726898441014,,,False
2025-05-27,4200751,금호어울림정문,128.91957971290998,37.754473371718376,10,2,True
2025-05-27,4200988,기도원삼거리,128.7947703606971,37.75829009149865,1,0,True
2025-05-27,4200989,기도원삼거리,128.79494112774387,37.75822759306287,,,False
2025-05-27,4200801,기산아파트,128.8795888615329,37.73406712685544,1,0,True
2025-05-27,4200802,기산아파트,128.87993356966643,37.73422591779592,2,0,True
2025-05-27,4201371,기스목이골,128.9690415480403,37.6284779460996,1,0,True
2025-05-27,4200024,까치골,129.02541919838254,37.69553819595472,0,1,True
2025-05-27,4201185,까치골,129.02590617324884,37.695440046965246,,,False
2025-05-27,4201351,낙풍1리경로당,129.0340430096228,37.620207611399294,,,False
2025-05-27,4201350,낙풍1리경로당,129.034020875236,37.62025949844816,,,False
2025-05-27,4201339,낙풍교,129.03403331310147,37.625467245037875,,,False
2025-05-27,4201340,낙풍교,129.03370052447866,37.6252600803972,1,0,True
2025-05-27,4201095,낙풍리입구,129.03490564391961,37.623384805058976,7,2,True
2025-05-27,4201094,낙풍리입구,129.03474260887603,37.62332181243499,,,False
2025-05-27,4200654,남강릉IC입구,128.9004512852528,37.70007553036854,,,False
2025-05-27,4200653,남강릉IC입구,128.90059387366637,37.69980820493369,3,0,True
2025-05-27,4200049,남강초교,128.91338089940805,37.76735161096919,34,65,True
2025-05-27,4201198,남대천.강릉교,128.9010015999516,37.75454267936518,48,250,True
2025-05-27,4201199,남대천.강릉교,128.9010687000649,37.75417893755025,534,49,True
2025-05-27,4200021,남밭,128.84058789182106,37.72883964188799,,,False
2025-05-27,4201379,남밭,128.84064951853864,37.72871037302059,7,0,True
2025-05-27,4200873,남밭,128.8415299784495,37.72906449025603,,,False
2025-05-27,4201011,남밭,128.84079334848028,37.72889804215958,1,4,True
2025-05-27,4202167,남부노인종합복지관,128.91383118471262,37.752564379737024,,,False
2025-05-27,4202168,남부노인종합복지관,128.91401073487134,37.753047049518,,,False
2025-05-27,4200781,남산삼익아파트,128.8901808969545,37.74229155338584,6,0,True
2025-05-27,4200782,남산삼익아파트,128.89009058765018,37.74235973416757,0,1,True
2025-05-27,4200798,남산입구,128.8920065213286,37.747695999509396,,,False
2025-05-27,4200783,남산초교,128.8913405517673,37.744206285908824,20,0,True
2025-05-27,4200784,남산초교,128.89124028586525,37.74425071826271,0,4,True
2025-05-27,4200785,남산현대아파트,128.89462531897348,37.74186237968639,17,0,True
2025-05-27,4200786,남산현대아파트,128.89442793639103,37.74202687203957,0,1,True
2025-05-27,4201289,남양1리경로당,129.03162816015924,37.582429974327795,1,0,True
2025-05-27,4201288,남양1리경로당,129.03154436503664,37.58248287177823,,,False
2025-05-27,4201296,남양2리경로당,129.012950139964,37.56658372788056,2,0,True
2025-05-27,4201295,남양2리교,129.01486079643942,37.57192160373686,1,0,True
2025-05-27,4201294,남양2리교,129.01479874463647,37.571994595503725,,,False
2025-05-27,4200738,남양3리마을회관,129.03540040998968,37.59157285051617,,,False
2025-05-27,4201283,남양3리입구,129.03313884463265,37.593033115433954,,,False
2025-05-27,4201287,남양리옛경로당,129.03508624074675,37.582691373708194,,,False
2025-05-27,4200596,남양보건진료소,129.030003520806,37.581216311095346,,,False
2025-05-27,4200597,남양보건진료소,129.02994555182676,37.58125941742724,,,False
2025-05-27,4200741,남항진,128.95055410190812,37.76391565217945,0,1,True
2025-05-27,4200740,남항진,128.95041066307658,37.76404538789595,9,0,True
2025-05-27,4200739,남항진해변,128.95440005417075,37.764111085296946,65,13,True
2025-05-27,4200655,내곡과수원,128.901945977448,37.70187078093137,,,False
2025-05-27,4200656,내곡과수원,128.9017164423086,37.70199871134109,,,False
2025-05-27,4200066,내곡교,128.88659128664105,37.74625364038564,8,7,True
2025-05-27,4200001,내곡교,128.88717490623026,37.74653766880734,19,35,True
2025-05-27,4200357,내곡교,128.88814500034871,37.745625057468914,78,10,True
2025-05-27,4200800,내곡동주민센터,128.88065784045662,37.7384607745783,,,False
2025-05-27,4200799,내곡동주민센터,128.88038166245803,37.73840220332427,0,3,True
2025-05-27,4200366,내곡한라아파트,128.88110089995297,37.74513149140333,4,8,True
2025-05-27,4201208,내곡한라아파트,128.88109989979574,37.744994216797494,50,0,True
2025-05-27,4200848,내곡현대아파트,128.8834148503297,37.74546973753321,24,5,True
2025-05-27,4200849,내곡현대아파트,128.88327994384045,37.74557191636756,5,12,True
2025-05-27,4201286,너구리골,129.0453774808948,37.58278119535933,1,0,True
2025-05-27,4201381,너다리,128.85390220166778,37.83022805772032,,,False
2025-05-27,4200154,너다리,128.85384039907868,37.83030516388511,,,False
2025-05-27,4200147,노동3리,128.82566919932256,37.79922359821094,3,0,True
2025-05-27,4200148,노동3리,128.8256207085255,37.79927586550659,,,False
2025-05-27,4200149,노동리,128.82874179258144,37.80069747027654,4,0,True
2025-05-27,4200150,노동리,128.82882389300474,37.80095549884616,,,False
2025-05-27,4201416,노동상리경로당,128.8298366569875,37.803466498207534,1,0,True
2025-05-27,4201415,노동상리경로당,128.82974913139455,37.80349598363215,,,False
2025-05-27,4200161,노동하리.우리정미소,128.8414822247496,37.82225221697478,1,0,True
2025-05-27,4200162,노동하리.우리정미소,128.84138542146533,37.82227295047229,0,1,True
2025-05-27,4200159,노동회관,128.83796621765993,37.818138280477356,8,0,True
2025-05-27,4200160,노동회관,128.8379192525419,37.818202495776156,0,3,True
2025-05-27,4200773,노암대림아파트,128.89670020630172,37.7443968332287,18,0,True
2025-05-27,4200772,노암대림아파트,128.8964957795506,37.74447513098166,0,4,True
2025-05-27,4200790,노암한라아파트,128.9030338994368,37.744009473539954,13,0,True
2025-05-27,4201195,노암현대아파트,128.9064519321124,37.750397397899654,1,4,True
2025-05-27,4200756,녹원아파트,128.9163613451306,37.7599236396456,0,12,True
2025-05-27,4200156,농업기술센터,128.83374479432362,37.810623749433574,,,False
2025-05-27,4200155,농업기술센터,128.8338261188764,37.81060324304077,1,0,True
2025-05-27,4201105,농협주유소,129.03818611643504,37.61343914150935,,,False
2025-05-27,4200803,농협창고,128.87887127233301,37.73227146178355,,,False
2025-05-27,4200804,농협창고,128.87906447230628,37.732212820532425,2,0,True
2025-05-27,4201352,다리목,129.03192147742433,37.6205042855377,,,False
2025-05-27,4201353,다리목,129.03198761433356,37.62043300135372,,,False
2025-05-27,4200768,단오문화관,128.8967729024353,37.7481043414214,1,5,True
2025-05-27,4200901,닭목골,128.78595382346253,37.64781596633364,,,False
2025-05-27,4200900,닭목골,128.78583483882048,37.64776835827971,2,0,True
2025-05-27,4200687,담산1리,128.90238189653846,37.71752043471821,,,False
2025-05-27,4200689,담산2리,128.90107050248153,37.7152173518283,,,False
2025-05-27,4200693,대경상사앞,128.89804496237466,37.71104193868198,,,False
2025-05-27,4200968,대관령박물관,128.80478202234156,37.716950876906495,,,False
2025-05-27,4200967,대관령박물관,128.80456089771366,37.71714451138875,0,3,True
2025-05-27,4201414,대굴령목공소,128.7963265827597,37.72854223767263,,,False
2025-05-27,4200991,대궁산장,128.7956519785838,37.75672773187815,,,False
2025-05-27,4200990,대궁산장,128.7955529097602,37.75668446239291,1,0,True
2025-05-27,4200913,대기1리경로당,128.79579724292137,37.56561101591886,2,0,True
2025-05-27,4200912,대기1리경로당,128.79557170937235,37.565622156510386,,,False
2025-05-27,4200764,대목아파트,128.91036775859212,37.7552461618319,11,14,True
2025-05-27,4200707,대성사입구,128.88866018338805,37.699701320397004,,,False
2025-05-27,4200708,대성사입구,128.88799509811798,37.70047298433208,,,False
2025-05-27,4201279,더글로리촬영지,128.82911039533775,37.904460082879105,10,2,True
2025-05-27,4201280,더글로리촬영지,128.82924239568416,37.90441068117994,0,2,True
2025-05-27,4201056,더샵아파트,128.91218064135074,37.749852342787776,,,False
2025-05-27,4201055,더샵아파트,128.91179177957773,37.7496554344983,,,False
