sttn_id,sttn_nm,longitude,latitude,coordinate_source,coordinate_retrieved_at,bis_api_name,in_analysis_bbox,annual_2025_ride_nope,annual_2025_goff_nope,annual_record_present,danoje_start,danoje_end,danoje_ride_nope,danoje_goff_nope,danoje_days_with_record,danoje_days_supplied
4201348,금진해변,129.04365646301486,37.63903832962265,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,금진해변,False,1050,17,True,2025-05-27,2025-06-03,20,0,7,8
4201107,금진해양파출소,129.04894882127985,37.652089382747484,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,금진해양파출소,False,566,136,True,2025-05-27,2025-06-03,14,2,4,8
4200017,금진해양파출소,129.04913775965355,37.65213019488429,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,금진해양파출소,False,1636,380,True,2025-05-27,2025-06-03,49,22,8,8
4201053,금호어울림,128.9156520837289,37.754995794611034,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,금호어울림,True,11110,279,True,2025-05-27,2025-06-03,293,6,8,8
4201054,금호어울림,128.91590296498018,37.75518531900659,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,금호어울림,True,124,2392,True,2025-05-27,2025-06-03,1,53,8,8
4200025,금호어울림정문,128.9194883208178,37.754726898441014,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,금호어울림정문,True,13,2,True,2025-05-27,2025-06-03,1,0,1,8
4200751,금호어울림정문,128.91957971290998,37.754473371718376,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,금호어울림정문,True,1198,242,True,2025-05-27,2025-06-03,40,10,5,8
4200988,기도원삼거리,128.7947703606971,37.75829009149865,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,기도원삼거리,False,766,8,True,2025-05-27,2025-06-03,17,0,8,8
4200989,기도원삼거리,128.79494112774387,37.75822759306287,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,기도원삼거리,False,5,11,True,2025-05-27,2025-06-03,,,0,8
4200801,기산아파트,128.8795888615329,37.73406712685544,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,기산아파트,True,96,114,True,2025-05-27,2025-06-03,7,2,4,8
4200802,기산아파트,128.87993356966643,37.73422591779592,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,기산아파트,True,1067,10,True,2025-05-27,2025-06-03,21,0,7,8
4201371,기스목이골,128.9690415480403,37.6284779460996,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,기스목이골,False,287,9,True,2025-05-27,2025-06-03,8,0,6,8
4200024,까치골,129.02541919838254,37.69553819595472,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,까치골,False,5,400,True,2025-05-27,2025-06-03,0,11,5,8
4201185,까치골,129.02590617324884,37.695440046965246,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,까치골,False,27,15,True,2025-05-27,2025-06-03,3,0,2,8
4201351,낙풍1리경로당,129.0340430096228,37.620207611399294,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,낙풍1리경로당,False,10,0,True,2025-05-27,2025-06-03,,,0,8
4201350,낙풍1리경로당,129.034020875236,37.62025949844816,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,낙풍1리경로당,False,11,1,True,2025-05-27,2025-06-03,,,0,8
4201339,낙풍교,129.03403331310147,37.625467245037875,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,낙풍교,False,3,5,True,2025-05-27,2025-06-03,,,0,8
4201340,낙풍교,129.03370052447866,37.6252600803972,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,낙풍교,False,147,16,True,2025-05-27,2025-06-03,3,1,4,8
4201095,낙풍리입구,129.03490564391961,37.623384805058976,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,낙풍리입구,False,1576,167,True,2025-05-27,2025-06-03,56,10,8,8
4201094,낙풍리입구,129.03474260887603,37.62332181243499,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,낙풍리입구,False,55,234,True,2025-05-27,2025-06-03,1,5,4,8
4200654,남강릉IC입구,128.9004512852528,37.70007553036854,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남강릉IC입구,False,,,False,2025-05-27,2025-06-03,,,0,8
4200653,남강릉IC입구,128.90059387366637,37.69980820493369,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남강릉IC입구,False,465,31,True,2025-05-27,2025-06-03,15,1,6,8
4200049,남강초교,128.91338089940805,37.76735161096919,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남강초교,True,10229,18649,True,2025-05-27,2025-06-03,276,534,8,8
4201198,남대천.강릉교,128.9010015999516,37.75454267936518,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남대천.강릉교,True,13095,56318,True,2025-05-27,2025-06-03,402,1912,8,8
4201199,남대천.강릉교,128.9010687000649,37.75417893755025,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남대천.강릉교,True,140129,13415,True,2025-05-27,2025-06-03,4257,427,8,8
4200021,남밭,128.84058789182106,37.72883964188799,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남밭,False,18,9,True,2025-05-27,2025-06-03,1,0,1,8
4201379,남밭,128.84064951853864,37.72871037302059,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남밭,False,1618,40,True,2025-05-27,2025-06-03,52,0,8,8
4200873,남밭,128.8415299784495,37.72906449025603,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남밭,False,,,False,2025-05-27,2025-06-03,,,0,8
4201011,남밭,128.84079334848028,37.72889804215958,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남밭,False,97,872,True,2025-05-27,2025-06-03,4,25,7,8
4202167,남부노인종합복지관,128.91383118471262,37.752564379737024,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남부노인종합복지관,True,556,996,True,2025-05-27,2025-06-03,,,0,8
4202168,남부노인종합복지관,128.91401073487134,37.753047049518,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남부노인종합복지관,True,2140,313,True,2025-05-27,2025-06-03,,,0,8
4200781,남산삼익아파트,128.8901808969545,37.74229155338584,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남산삼익아파트,True,2269,68,True,2025-05-27,2025-06-03,40,0,7,8
4200782,남산삼익아파트,128.89009058765018,37.74235973416757,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남산삼익아파트,True,13,509,True,2025-05-27,2025-06-03,0,6,4,8
4200798,남산입구,128.8920065213286,37.747695999509396,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남산입구,True,7,9,True,2025-05-27,2025-06-03,,,0,8
4200783,남산초교,128.8913405517673,37.744206285908824,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남산초교,True,7384,27,True,2025-05-27,2025-06-03,138,2,8,8
4200784,남산초교,128.89124028586525,37.74425071826271,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남산초교,True,6,957,True,2025-05-27,2025-06-03,0,17,8,8
4200785,남산현대아파트,128.89462531897348,37.74186237968639,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남산현대아파트,True,4819,24,True,2025-05-27,2025-06-03,80,0,8,8
4200786,남산현대아파트,128.89442793639103,37.74202687203957,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남산현대아파트,True,50,918,True,2025-05-27,2025-06-03,3,16,7,8
4201289,남양1리경로당,129.03162816015924,37.582429974327795,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남양1리경로당,False,401,8,True,2025-05-27,2025-06-03,9,0,5,8
4201288,남양1리경로당,129.03154436503664,37.58248287177823,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남양1리경로당,False,30,137,True,2025-05-27,2025-06-03,0,6,3,8
4201296,남양2리경로당,129.012950139964,37.56658372788056,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남양2리경로당,False,773,29,True,2025-05-27,2025-06-03,16,0,7,8
4201295,남양2리교,129.01486079643942,37.57192160373686,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남양2리교,False,422,2,True,2025-05-27,2025-06-03,12,0,6,8
4201294,남양2리교,129.01479874463647,37.571994595503725,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남양2리교,False,71,14,True,2025-05-27,2025-06-03,1,0,1,8
4200738,남양3리마을회관,129.03540040998968,37.59157285051617,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남양3리마을회관,False,16,2,True,2025-05-27,2025-06-03,1,0,1,8
4201283,남양3리입구,129.03313884463265,37.593033115433954,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남양3리입구,False,5,0,True,2025-05-27,2025-06-03,,,0,8
4201287,남양리옛경로당,129.03508624074675,37.582691373708194,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남양리옛경로당,False,418,73,True,2025-05-27,2025-06-03,5,1,4,8
4200596,남양보건진료소,129.030003520806,37.581216311095346,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남양보건진료소,False,,,False,2025-05-27,2025-06-03,,,0,8
4200597,남양보건진료소,129.02994555182676,37.58125941742724,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남양보건진료소,False,,,False,2025-05-27,2025-06-03,,,0,8
4200741,남항진,128.95055410190812,37.76391565217945,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남항진,True,164,1250,True,2025-05-27,2025-06-03,2,31,7,8
4200740,남항진,128.95041066307658,37.76404538789595,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남항진,True,3265,24,True,2025-05-27,2025-06-03,67,0,8,8
4200739,남항진해변,128.95440005417075,37.764111085296946,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,남항진해변,True,13027,4181,True,2025-05-27,2025-06-03,386,119,8,8
4200655,내곡과수원,128.901945977448,37.70187078093137,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,내곡과수원,False,325,15,True,2025-05-27,2025-06-03,14,0,6,8
4200656,내곡과수원,128.9017164423086,37.70199871134109,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,내곡과수원,False,,,False,2025-05-27,2025-06-03,,,0,8
4200066,내곡교,128.88659128664105,37.74625364038564,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,내곡교,True,2465,609,True,2025-05-27,2025-06-03,54,59,8,8
4200001,내곡교,128.88717490623026,37.74653766880734,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,내곡교,True,1935,10392,True,2025-05-27,2025-06-03,104,224,8,8
4200357,내곡교,128.88814500034871,37.745625057468914,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,내곡교,True,24588,690,True,2025-05-27,2025-06-03,531,51,8,8
4200800,내곡동주민센터,128.88065784045662,37.7384607745783,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,내곡동주민센터,True,194,20,True,2025-05-27,2025-06-03,,,0,8
4200799,내곡동주민센터,128.88038166245803,37.73840220332427,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,내곡동주민센터,True,24,272,True,2025-05-27,2025-06-03,0,5,2,8
4200366,내곡한라아파트,128.88110089995297,37.74513149140333,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,내곡한라아파트,True,830,2975,True,2025-05-27,2025-06-03,15,64,7,8
4201208,내곡한라아파트,128.88109989979574,37.744994216797494,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,내곡한라아파트,True,12094,430,True,2025-05-27,2025-06-03,302,7,8,8
4200848,내곡현대아파트,128.8834148503297,37.74546973753321,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,내곡현대아파트,True,7397,357,True,2025-05-27,2025-06-03,182,21,8,8
4200849,내곡현대아파트,128.88327994384045,37.74557191636756,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,내곡현대아파트,True,858,2917,True,2025-05-27,2025-06-03,27,54,8,8
4201286,너구리골,129.0453774808948,37.58278119535933,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,너구리골,False,267,2,True,2025-05-27,2025-06-03,5,0,4,8
4201381,너다리,128.85390220166778,37.83022805772032,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,너다리,False,328,55,True,2025-05-27,2025-06-03,2,1,2,8
4200154,너다리,128.85384039907868,37.83030516388511,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,너다리,False,121,53,True,2025-05-27,2025-06-03,3,2,3,8
4200147,노동3리,128.82566919932256,37.79922359821094,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노동3리,False,526,1,True,2025-05-27,2025-06-03,18,0,7,8
4200148,노동3리,128.8256207085255,37.79927586550659,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노동3리,False,9,166,True,2025-05-27,2025-06-03,0,3,3,8
4200149,노동리,128.82874179258144,37.80069747027654,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노동리,False,671,0,True,2025-05-27,2025-06-03,18,0,8,8
4200150,노동리,128.82882389300474,37.80095549884616,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노동리,False,1,173,True,2025-05-27,2025-06-03,0,7,4,8
4201416,노동상리경로당,128.8298366569875,37.803466498207534,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노동상리경로당,False,40,28,True,2025-05-27,2025-06-03,2,0,2,8
4201415,노동상리경로당,128.82974913139455,37.80349598363215,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노동상리경로당,False,27,118,True,2025-05-27,2025-06-03,0,4,3,8
4200161,노동하리.우리정미소,128.8414822247496,37.82225221697478,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노동하리.우리정미소,False,334,7,True,2025-05-27,2025-06-03,11,1,7,8
4200162,노동하리.우리정미소,128.84138542146533,37.82227295047229,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노동하리.우리정미소,False,7,41,True,2025-05-27,2025-06-03,1,1,2,8
4200159,노동회관,128.83796621765993,37.818138280477356,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노동회관,False,1859,31,True,2025-05-27,2025-06-03,70,0,8,8
4200160,노동회관,128.8379192525419,37.818202495776156,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노동회관,False,16,314,True,2025-05-27,2025-06-03,1,12,7,8
4200773,노암대림아파트,128.89670020630172,37.7443968332287,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노암대림아파트,True,5491,34,True,2025-05-27,2025-06-03,99,0,8,8
4200772,노암대림아파트,128.8964957795506,37.74447513098166,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노암대림아파트,True,123,871,True,2025-05-27,2025-06-03,0,20,8,8
4200790,노암한라아파트,128.9030338994368,37.744009473539954,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노암한라아파트,True,3487,72,True,2025-05-27,2025-06-03,82,0,8,8
4201195,노암현대아파트,128.9064519321124,37.750397397899654,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,노암현대아파트,True,497,904,True,2025-05-27,2025-06-03,9,17,8,8
4200756,녹원아파트,128.9163613451306,37.7599236396456,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,녹원아파트,True,385,3090,True,2025-05-27,2025-06-03,3,89,8,8
4200156,농업기술센터,128.83374479432362,37.810623749433574,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,농업기술센터,False,5,43,True,2025-05-27,2025-06-03,,,0,8
4200155,농업기술센터,128.8338261188764,37.81060324304077,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,농업기술센터,False,378,1,True,2025-05-27,2025-06-03,7,0,4,8
4201105,농협주유소,129.03818611643504,37.61343914150935,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,농협주유소,False,41,1,True,2025-05-27,2025-06-03,2,0,2,8
4200803,농협창고,128.87887127233301,37.73227146178355,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,농협창고,True,22,77,True,2025-05-27,2025-06-03,0,1,1,8
4200804,농협창고,128.87906447230628,37.732212820532425,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,농협창고,True,188,24,True,2025-05-27,2025-06-03,6,1,6,8
4201352,다리목,129.03192147742433,37.6205042855377,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,다리목,False,,,False,2025-05-27,2025-06-03,,,0,8
4201353,다리목,129.03198761433356,37.62043300135372,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,다리목,False,53,2,True,2025-05-27,2025-06-03,,,0,8
4200768,단오문화관,128.8967729024353,37.7481043414214,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,단오문화관,True,16,212,True,2025-05-27,2025-06-03,2,19,6,8
4200901,닭목골,128.78595382346253,37.64781596633364,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,닭목골,False,181,4,True,2025-05-27,2025-06-03,5,2,3,8
4200900,닭목골,128.78583483882048,37.64776835827971,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,닭목골,False,19,211,True,2025-05-27,2025-06-03,5,5,6,8
4200687,담산1리,128.90238189653846,37.71752043471821,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,담산1리,False,,,False,2025-05-27,2025-06-03,,,0,8
4200689,담산2리,128.90107050248153,37.7152173518283,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,담산2리,False,,,False,2025-05-27,2025-06-03,,,0,8
4200693,대경상사앞,128.89804496237466,37.71104193868198,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,대경상사앞,False,,,False,2025-05-27,2025-06-03,,,0,8
4200968,대관령박물관,128.80478202234156,37.716950876906495,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,대관령박물관,False,473,2,True,2025-05-27,2025-06-03,8,0,5,8
4200967,대관령박물관,128.80456089771366,37.71714451138875,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,대관령박물관,False,192,366,True,2025-05-27,2025-06-03,8,8,5,8
4201414,대굴령목공소,128.7963265827597,37.72854223767263,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,대굴령목공소,False,71,12,True,2025-05-27,2025-06-03,3,0,3,8
4200991,대궁산장,128.7956519785838,37.75672773187815,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,대궁산장,False,1,29,True,2025-05-27,2025-06-03,,,0,8
4200990,대궁산장,128.7955529097602,37.75668446239291,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,대궁산장,False,469,6,True,2025-05-27,2025-06-03,10,0,6,8
4200913,대기1리경로당,128.79579724292137,37.56561101591886,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,대기1리경로당,False,395,6,True,2025-05-27,2025-06-03,12,1,8,8
4200912,대기1리경로당,128.79557170937235,37.565622156510386,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,대기1리경로당,False,17,25,True,2025-05-27,2025-06-03,,,0,8
4200764,대목아파트,128.91036775859212,37.7552461618319,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,대목아파트,True,2498,4989,True,2025-05-27,2025-06-03,59,97,8,8
4200707,대성사입구,128.88866018338805,37.699701320397004,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,대성사입구,False,3,2,True,2025-05-27,2025-06-03,,,0,8
4200708,대성사입구,128.88799509811798,37.70047298433208,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,대성사입구,False,190,33,True,2025-05-27,2025-06-03,5,1,4,8
4201279,더글로리촬영지,128.82911039533775,37.904460082879105,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,더글로리촬영지,False,4339,126,True,2025-05-27,2025-06-03,148,7,8,8
4201280,더글로리촬영지,128.82924239568416,37.90441068117994,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,더글로리촬영지,False,102,1646,True,2025-05-27,2025-06-03,2,42,7,8
4201056,더샵아파트,128.91218064135074,37.749852342787776,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,더샵아파트,True,3,8,True,2025-05-27,2025-06-03,0,1,1,8
4201055,더샵아파트,128.91179177957773,37.7496554344983,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,더샵아파트,True,,,False,2025-05-27,2025-06-03,,,0,8
4201192,더샵아파트후문,128.90917534552304,37.74798409080578,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,더샵아파트후문,True,2678,651,True,2025-05-27,2025-06-03,62,22,8,8
4200385,덕실리,128.83425245451167,37.806566789081664,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,덕실리,False,369,343,True,2025-05-27,2025-06-03,15,14,8,8
4200883,덕중상사입구,128.84174479743382,37.70242273367911,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,덕중상사입구,False,2,34,True,2025-05-27,2025-06-03,0,1,1,8
4200882,덕중상사입구,128.8418138875879,37.70249050751822,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,덕중상사입구,False,314,1,True,2025-05-27,2025-06-03,7,0,6,8
4200512,덕현리,128.92611817321585,37.705859421056175,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,덕현리,False,93,18,True,2025-05-27,2025-06-03,5,0,3,8
4200513,덕현리,128.92602088648235,37.70591024035886,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,덕현리,False,174,34,True,2025-05-27,2025-06-03,5,0,4,8
4201170,덕현리마을회관,128.92969308316043,37.71031249336467,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,덕현리마을회관,False,79,17,True,2025-05-27,2025-06-03,1,0,1,8
4201169,덕현리마을회관,128.92976451553793,37.71025688950383,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,덕현리마을회관,False,164,13,True,2025-05-27,2025-06-03,6,0,3,8
4201172,덕현리입구,128.9336781922055,37.71393030895838,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,덕현리입구,False,65,4,True,2025-05-27,2025-06-03,1,0,1,8
4201171,덕현리입구,128.93375842948848,37.71390020089169,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,덕현리입구,False,275,3,True,2025-05-27,2025-06-03,10,0,6,8
4201273,도깨비촬영지,128.83285849096714,37.88049253785593,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,도깨비촬영지,False,7424,2341,True,2025-05-27,2025-06-03,160,49,8,8
4201274,도깨비촬영지,128.83366615521564,37.879702674494396,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,도깨비촬영지,False,1374,4889,True,2025-05-27,2025-06-03,26,67,8,8
4200953,도마1리경로당,128.83580313705878,37.675863266048,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,도마1리경로당,False,432,3,True,2025-05-27,2025-06-03,23,0,8,8
4200954,도마1리경로당,128.83571199204746,37.67583487527786,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,도마1리경로당,False,3,501,True,2025-05-27,2025-06-03,0,10,5,8
4202142,도직리,129.067789814241,37.60871993490825,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,도직리,False,264,5,True,2025-05-27,2025-06-03,1,0,1,8
4202152,도직리,129.06871069327684,37.60826859797961,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,도직리,False,78,20,True,2025-05-27,2025-06-03,2,0,1,8
4200911,도화목이,128.79899268103495,37.57580683121861,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,도화목이,False,765,19,True,2025-05-27,2025-06-03,27,2,8,8
4200910,도화목이,128.79876118261876,37.575812376849754,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,도화목이,False,0,16,True,2025-05-27,2025-06-03,,,0,8
4201184,독송마을회관,128.93632837845826,37.737443377869745,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,독송마을회관,True,278,216,True,2025-05-27,2025-06-03,4,6,5,8
4201183,독송마을회관,128.93638737959347,37.73749824702616,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,독송마을회관,True,2272,83,True,2025-05-27,2025-06-03,48,0,8,8
4200593,동광주유소,128.988869023967,37.71446203608272,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,동광주유소,False,1,9,True,2025-05-27,2025-06-03,,,0,8
4200592,동광주유소,128.98895762865502,37.71450646675624,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,동광주유소,False,94,1,True,2025-05-27,2025-06-03,5,0,3,8
4201157,동그린,128.96124692830767,37.71693200282111,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,동그린,False,98,17,True,2025-05-27,2025-06-03,6,1,3,8
4201156,동그린,128.96116060941432,37.71694910240202,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,동그린,False,92,19,True,2025-05-27,2025-06-03,5,0,3,8
4200260,동남아파트,128.9088062489658,37.764638779656714,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,동남아파트,True,28294,44501,True,2025-05-27,2025-06-03,622,1150,8,8
4200322,동도센트리움,128.90456486009336,37.76619195310031,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,동도센트리움,True,17957,3587,True,2025-05-27,2025-06-03,431,64,8,8
4200104,동명중학교,128.91637238303827,37.777185998905715,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,동명중학교,True,15443,778,True,2025-05-27,2025-06-03,519,14,8,8
4200105,동명중학교,128.9161008666347,37.77658681943468,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,동명중학교,True,5553,3154,True,2025-05-27,2025-06-03,139,100,8,8
4200970,동물사랑센터,128.8298483336448,37.69899913101563,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,동물사랑센터,False,118,0,True,2025-05-27,2025-06-03,4,0,4,8
4200934,동물사랑센터,128.8296897075576,37.69907525653717,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,동물사랑센터,False,0,3,True,2025-05-27,2025-06-03,,,0,8
4200011,동부아파트,128.9151327017873,37.78401368458876,https://bis.gn.go.kr/search/station,2026-09-25T06:03:45.938750+00:00,동부아파트,True,30503,201,True,2025-05-27,2025-06-03,842,5,8,8
