edge_id,dsi,width,rclass,btw,d_center,length,aadt_hat
1230,1.7513,6.0,4.0,0.00017942088934850054,436.5256823605281,40.03722444032451,37741.284347201035
1231,1.6467,6.0,4.0,0.003935625646328852,446.23673857420573,45.029519457508194,37041.470894137805
1232,1.533,6.0,4.0,0.004058686659772492,465.9804409791811,64.93864738208799,36281.60028269409
1233,1.6254,6.0,4.0,0.003376034126163392,489.26391887358227,24.96583050582857,35465.133107599846
1234,1.6408,6.0,4.0,0.0031610651499482936,500.5611829577524,19.95018724222175,35087.30957256461
1235,1.5755,6.0,4.0,0.004194157187176836,514.597942849964,30.026405609653654,34601.5405480884
1236,1.7246,6.0,4.0,0.004090149948293693,535.9383812298179,44.93462911261709,33939.80496292103
1238,1.6616,6.0,4.0,0.005089471800175006,569.4345176744185,59.98809468604014,32953.47248012324
1239,1.3929,4.0,4.0,0.0012621509824198554,688.0769966224391,9.701201231225802,29501.046368653257
1240,1.4432,4.0,4.0,0.0009396113409169253,667.4081280795216,54.71263524977397,29956.776339553806
1241,1.5618,4.0,4.0,0.002030506721820062,637.579605084109,24.915580834981355,30554.342490589846
1242,1.3567,4.0,4.0,0.0018102378490175803,626.4769759632393,10.00563613142323,30820.799223790877
1243,1.3721,4.0,4.0,0.0013662099276111686,619.540785243305,14.99806075370187,31008.098275215918
1244,1.4457,4.0,4.0,0.0010703205791106516,614.6769400661233,9.937860451137016,31145.100823118926
1245,1.5416,4.0,4.0,0.0009255429162357808,607.7006509317795,24.796044361109352,31327.212854138194
1247,1.4327,2.0,4.0,0.006352895553257498,518.3461724772901,54.953455140501575,32820.80376577623
1248,1.881,2.0,4.0,0.004629823654275295,470.45949418590527,89.95995490529555,34402.5022350042
1249,1.5958,10.0,4.0,0.006302740434332989,482.46320028940056,40.05172593813194,37406.00738698902
1250,1.2916,10.0,4.0,0.0034338159255429164,504.20184627675866,120.02462622214982,36687.36249013034
1251,1.3138,10.0,4.0,0.00365770423991727,548.6896424710613,89.90073643360036,35231.559245267155
1252,1.3361,10.0,4.0,0.005181489141675285,587.6405950131982,44.993287398501714,34066.35313090167
1254,1.4453,10.0,4.0,0.01201551189245088,616.8228019971081,34.98134985639035,33213.56233838419
1255,1.2729,10.0,4.0,0.012294725956566702,635.0029412659139,20.073899912403522,32754.659854406145
1256,1.3874,7.0,4.0,0.003167225332525051,882.4365058279749,139.26990266867318,27100.170060505072
1257,1.5321,7.0,4.0,0.0035641158221303005,946.2194638308875,49.61099773402635,26204.897445336774
1258,1.6398,8.0,4.0,0.00020682523267838678,921.0777756664093,39.94158174633694,27070.301003736055
1259,1.6078,8.0,4.0,9.71044467425026e-05,909.4797044039542,44.96021138197897,27289.26995410671
1260,1.4195,8.0,4.0,0.0009880213719407102,895.0121483810699,84.98085596599023,27329.36654334366
1261,1.7572,8.0,4.0,0.001993462845324273,886.455240377625,30.046120081963707,27403.575847463457
1262,1.4836,8.0,4.0,0.000500517063081696,883.4135108360013,24.966325119147143,27549.741520691045
1263,1.5148,8.0,4.0,0.0006352119958634954,881.7087229088322,24.966294841404377,27557.633903018097
1264,1.4977,8.0,4.0,0.0005846875461663467,880.6811451653929,30.031219874976074,27579.04931810955
1265,1.5864,8.0,4.0,0.0009002068252326785,881.3771919985687,65.00960876689925,27536.99443749502
1266,1.4947,8.0,4.0,0.00020682523267838678,614.7039829774936,64.99161957912844,32828.036028989416
1267,1.519,8.0,4.0,0.0001359875904860393,588.8833246129371,59.92327737374375,33544.17366300947
1268,1.674,8.0,4.0,0.0015353449549416458,572.9415759837444,30.031846681362357,33767.36773338576
1269,1.6788,8.0,4.0,0.001081695966907963,564.3592143503663,29.891258478521408,34043.01355361149
1270,1.6594,8.0,4.0,0.0004418304033092038,557.6214852000963,29.999556915374274,34320.29206616754
1271,1.5759,8.0,4.0,0.0013645294725956568,553.0600606304113,25.01325062110871,34351.66494140042
1272,1.575,8.0,4.0,0.002421923474663909,549.6881122057412,55.043080177210356,34399.387006662175
1273,1.3571,8.0,4.0,0.01645411825536833,782.5873723477149,79.94734163340262,28918.498485037715
1274,1.2739,8.0,4.0,0.011908738366080663,754.0354577988775,25.02735796074094,29460.95222808999
1275,1.201,8.0,4.0,0.011677611168562566,741.3660783819522,24.966931801184845,29701.523119824178
1276,1.2993,8.0,4.0,0.010175105401320501,722.3761346845023,60.03953590338625,30082.36383018969
1279,1.352,8.0,4.0,0.010896070320579111,688.7369513134629,114.98595419250807,30768.66422833199
1280,1.5091,8.0,4.0,0.0107564632885212,672.5251998786957,40.013834341956596,31121.221470610995
1281,1.5905,8.0,4.0,0.009914684591520166,665.1599103896342,54.97134299255564,31291.86797795115
1282,1.4028,8.0,4.0,0.00914507928300586,659.3038461168692,24.987319187445593,31430.864232774584
1283,1.3263,8.0,4.0,0.008887745604963807,653.7959416896257,69.96967011011259,31559.254661939944
1284,1.3839,8.0,4.0,0.008345895314612998,649.3954090350031,60.021621427358,31666.3596496607
1285,1.6355,8.0,4.0,0.007977766287487075,651.3775746058719,40.03411272104571,31624.170631535493
