point_id,dsi_refined,dsi_static_n,v_pt,v_norm,veh_extra_occ,p_norm,p_resid,dsi_dynamic,dsi_t,d_near,disp,dyn_conf
1,1.1533,0.0038028203098262356,6537.740102691086,0.3758809014917528,0.1800999999999999,0.5662560445710485,0.9585589217832047,0.7266530697072069,0.4736554824181237,125.29101085601651,4.061944755254182,1
3,1.2186,0.07905256765274951,6561.8664109523,0.37828229536141106,0.0472999999999999,0.14871688455419518,0.6170372076949661,0.5220127525862112,0.3669766878594996,126.93773429862993,4.061944755254182,1
6,1.3379,0.21653028370191907,6577.367785788856,0.37982521299724453,0.0795,0.24995755437755907,0.7531102407556733,0.6045427997078187,0.46873841910575376,130.91979674794317,4.061944755254182,1
8,1.5712,0.48537815590871863,6576.50154055175,0.3797389919318629,0.0075999999999999,0.02389531337445816,0.37947817071765927,0.37958197756091233,0.4166106399826445,134.44154755242883,4.061944755254182,1
10,1.5487,0.4594498356144495,6568.138651296744,0.3789065980665367,0.0059,0.018550309067013816,0.3654532887916139,0.37080770588303313,0.4018324512890289,138.59677570577432,4.061944755254182,1
12,1.5543,0.46590310644324545,6553.944004246721,0.3774937445939362,0.0105,0.0330132618989229,0.4025169911300541,0.3925577390086792,0.41822861761077734,143.30712432420017,4.061944755254182,1
13,1.3246,0.20120376548352875,6545.099829950939,0.37661344638560135,0.011,0.03458532198934779,0.40605920976845983,0.3943397959420821,0.32674218528158844,145.8503073786084,4.061944755254182,1
15,1.2641,0.13148539313671614,6524.313592100067,0.3745445039014091,0.1041,0.3273029108264641,0.8274392351111624,0.6471871320896805,0.46669152345614295,151.30456940615633,4.061944755254182,1
17,1.1636,0.0156722291556472,6500.312660139911,0.37215558926717723,0.1071999999999999,0.3370496833870982,0.8371443382098837,0.6520788161306865,0.4293365106894228,157.20633983358337,4.061944755254182,1
18,1.1624,0.014289385406619663,6487.413340032056,0.37087166518337694,0.1198,0.376665597665806,0.8676419767307914,0.6699273927349204,0.4404540901700152,160.3097425744853,4.061944755254182,1
19,1.1817,0.03653012237014817,6474.058032840815,0.3695423547696487,0.0632,0.19870839542970734,0.6924029489690128,0.5639044324776659,0.37932342394003465,163.50716756343718,4.061944755254182,1
22,1.15,0.0,6555.079179507854,0.37760673340613066,0.0912,0.2867437604935017,0.7922762354567446,0.6272377736406003,0.4077045528663902,158.82661882666864,4.061944755254182,1
24,1.15,0.0,6650.625502056169,0.3871168644527764,0.0287,0.09023624919038924,0.5142264716046538,0.46363684795820664,0.3013639511728343,151.39201315091736,4.061944755254182,1
26,1.1851,0.040448179659060036,6747.544132134328,0.3967635870928716,0.0173,0.054393279128701524,0.44387167377030295,0.4251226552726852,0.29048658880791645,144.26776647561258,4.061944755254182,1
28,1.1787,0.033073012997579074,6846.619951144481,0.40662502390394145,0.0093,0.029240317681903133,0.38630342126483125,0.39439141911519715,0.2679299769740308,137.28941090761492,4.061944755254182,1
30,1.1958,0.05277853642122351,6948.017849139531,0.41671758709285656,0.0027999999999999,0.008803536506379123,0.31914525976270014,0.35797904604010244,0.2511588676734948,130.44568221216122,4.061944755254182,1
31,1.15,0.0,6998.661526481214,0.42175836726479793,0.0027,0.00848912448829446,0.31793572169104944,0.35925713462940134,0.23351713750911088,127.18067006443218,4.061944755254182,1
33,1.15,0.0,7098.850259867235,0.4317305771676614,0.0092,0.028925905663818155,0.3797661559728142,0.4004479956083634,0.26029119714543625,121.00667956146468,4.061944755254182,1
35,1.15,0.0,7196.054968679161,0.44140577443844076,0.0338,0.10627126211272321,0.5293744960258034,0.4943629448340331,0.32133591414212154,115.35604867911421,4.061944755254182,1
37,1.15,0.0,7291.835487091864,0.45093921599355513,0.0377,0.11853333081803742,0.5484391199170603,0.5096341581555053,0.33126220280107843,109.98256316394541,4.061944755254182,1
40,1.1502,0.000230473958171256,7420.611602793308,0.46375684940251705,0.0,0.0,0.10128441423799102,0.24554844343347237,0.15968715411711698,103.22249536822487,4.061944755254182,1
42,1.1512,0.001382843749027792,7491.527745097114,0.47081543406223275,0.0017999999999999,0.005659416325529324,0.2960200437737588,0.3655886091085714,0.23811659123273113,99.71975623371841,4.061944755254182,1
44,1.1557,0.006568507807881564,7546.386754363222,0.47627578411334026,0.002,0.006288240361699599,0.2973447759474715,0.36855931719748725,0.24186253391112528,97.12453869428317,4.061944755254182,1
46,1.1653,0.01763125780010313,7582.141229777163,0.47983457881753955,0.0019,0.005973828343614619,0.2954728717889644,0.3688488311863373,0.24592268050115534,95.51084885941611,4.061944755254182,1
47,1.1613,0.0130217786366775,7592.163362326328,0.4808321242108874,0.0017999999999999,0.005659416325529324,0.2939753484621587,0.3683443452101527,0.24398144690943638,95.08888140314717,4.061944755254182,1
49,1.1542,0.004839953121596888,7595.867498738986,0.4812008126309071,0.0027,0.00848912448829446,0.3035652574588181,0.37426420841730956,0.24496571906381012,95.03179257367914,4.061944755254182,1
52,1.1524,0.002765687498055584,7567.131107035014,0.4783405575878696,0.0033,0.010375596596804338,0.31165764312867184,0.3779974430834325,0.24666632862855062,96.60942004105841,4.061944755254182,1
54,1.1662,0.018668390611873784,7523.42556083694,0.4739903590587871,0.0041,0.012890892741484179,0.32098836539569175,0.3818831588736037,0.2547579899819982,98.95632997182196,4.061944755254182,1
56,1.162,0.013828437490276896,7464.2222746991665,0.46809760469058437,0.0133,0.04181679840530233,0.3980532196751526,0.4259308849112945,0.28169502831393833,102.23174870037799,4.061944755254182,1
58,1.1924,0.048860479132311646,7393.336774305627,0.4610420699502628,0.0157,0.04936268683934185,0.41590830549475866,0.43387154374804937,0.2991176711325412,106.34992074843657,4.061944755254182,1
60,1.1607,0.012330356762163732,7313.977110113065,0.4531430657169242,0.0095,0.029869141718073092,0.37492800368621126,0.406057598374435,0.2682530638101401,111.27498071439463,4.061944755254182,1
62,1.208,0.06683744786967166,7227.658127044765,0.44455137093581315,0.0059,0.018550309067013816,0.3477133970740698,0.38625491067104367,0.27445879869056344,117.14710465075756,4.061944755254182,1
64,1.1716,0.024891187482498463,7147.927255341721,0.43661541884329985,0.0011,0.0034585321989347795,0.294868102753139,0.351283534557023,0.23704621308093943,122.68646594999646,4.061944755254182,1
66,1.1555,0.006338033849710308,7076.738808478847,0.42952973055497495,0.0,0.0,0.11188227162769267,0.23830596028075102,0.15711718602988675,127.50502060341486,4.061944755254182,1
67,1.1775,0.03169016924855128,7042.03284004406,0.426075298200986,0.0,0.0,0.11291901854625043,0.2375552178488352,0.16550245083873585,129.8661528958912,4.061944755254182,1
69,1.1683,0.021088367172672227,6970.931863093828,0.418998316164348,0.0,0.0,0.11453173597511808,0.2357094348904316,0.16059206118921585,134.98009544197546,4.061944755254182,1
71,1.1689,0.021779789047186252,6898.614747367642,0.4118002866732213,0.0002999999999999,0.0009432360542546254,0.28625734362400646,0.336223434957594,0.22616815888895128,140.62017871949777,4.061944755254182,1
73,1.1692,0.022125499984443135,6826.578894627401,0.40463025248095663,0.0,0.0,0.11968667204239143,0.2330942170569404,0.15925516608156634,146.7257413018949,4.061944755254182,1
75,1.16,0.01152369790856408,6755.971180394454,0.3976023669763116,0.0028,0.008803536506379437,0.3239258149982721,0.35324908268553185,0.23364519801359313,153.24115523624442,4.061944755254182,1
77,1.1905,0.04667097652968446,6687.904549522006,0.3908274062846188,0.0,0.0,0.1251295933648197,0.23087732290689975,0.16640510167487438,160.03125482390507,4.061944755254182,1
79,1.2553,0.12134453897717985,6622.796577445414,0.3843469334614326,0.001,0.0031441201808497994,0.30152056214721806,0.33448545793027545,0.259886136296692,167.03315853550552,4.061944755254182,1
81,1.2654,0.13298347386482956,6560.55085895149,0.37815135288667534,0.0119999999999999,0.037729442170197275,0.4125100794839304,0.3988353062982229,0.30578716494653524,174.32770743697571,4.061944755254182,1
83,1.1517,0.001959028644455932,6501.393198930698,0.372263139879564,0.0646,0.20311016368289705,0.6980474599700496,0.5683853005740364,0.37013610539868325,181.8796940565936,4.061944755254182,1
85,1.1568,0.007836114577823728,6453.770458388132,0.36752304637014405,0.0177,0.05565092720104145,0.45291441078216793,0.41892864774618244,0.2750462611372569,188.41083135973383,4.061944755254182,1
87,1.2259,0.08746486712600138,6400.417159960427,0.36221256611004093,0.0175999999999999,0.05533651518295615,0.45409515032830317,0.4175258818094348,0.30200452667023314,196.88799193123396,4.061944755254182,1
89,1.3654,0.2482204529504701,6350.637429779128,0.35725777826615057,0.0,0.0,0.13791613869369887,0.22521411124353463,0.23326633084096204,205.60568894529356,4.061944755254182,1
92,1.3534,0.2343920154601932,6301.44220560169,0.35236116878586454,0.0002999999999999,0.0009432360542546254,0.2953576776869024,0.3180450671442894,0.2887664990548557,214.97374724712864,4.061944755254182,1
94,1.6326,0.5561336610673021,6564.0662593765,0.3785012556127208,0.0,0.0,0.13002534270245364,0.22891875604073997,0.3434439728000367,224.51800145836205,4.061944755254182,1
96,1.451,0.3468633070477787,6531.6590819689645,0.3752756316873027,0.002,0.006288240361699599,0.3184540951503283,0.34106906669204407,0.3430970508165512,234.19451015389697,4.061944755254182,1
98,1.5068,0.411165541377566,6501.869099771033,0.3723105083102485,0.0,0.0,0.13276120262642552,0.22810182628858705,0.29217412656972963,243.89711805077485,4.061944755254182,1
100,1.346,0.22586447900785595,6474.426124372895,0.36957899248226683,0.0,0.0,0.1332507775601889,0.2273094070991759,0.22680368226721392,253.62282981002315,4.061944755254182,1
101,1.2836,0.15395660405841616,6465.5590451863445,0.36869641445292994,0.0,0.0,0.13350996428982836,0.2271141714547428,0.20150902286602848,256.945168336083,4.061944755254182,1
104,1.3531,0.23404630452293632,6430.425732049384,0.3651994466667927,0.0,0.0,0.13532427139730446,0.22681459115456076,0.2293456908334922,271.7222145452031,4.061944755254182,1
105,1.3621,0.24441763264064412,6419.728265615191,0.36413468242529273,0.0,0.0,0.13569865222900587,0.22661619224712803,0.23284669638485866,276.67002026067604,4.061944755254182,1
108,1.3839,0.26953929408131355,6389.946328224535,0.36117035978205425,0.0,0.0,0.1364762124179242,0.22590448306884797,0.24117666692321094,291.5241238941774,4.061944755254182,1
110,1.3168,0.19221528111484876,6372.488953577059,0.3594327531824498,0.0,0.0,0.13728257113235803,0.2256983435882946,0.21397927172258854,301.4711002121586,4.061944755254182,1
112,1.2465,0.1112036848176433,6357.026646599395,0.3578937241364424,0.0,0.0,0.1377433475406059,0.22536319742574884,0.18540736801291188,311.4670806741121,4.061944755254182,1
113,1.2191,0.0796287525481779,6349.680246688919,0.3571625057702477,0.0,0.0,0.13800253427024536,0.2252282029272463,0.17426839529457236,316.4651661462744,4.061944755254182,1
116,1.162,0.013828437490276896,6329.048904228421,0.3551089806817405,0.0,0.0,0.13840571362746226,0.224653613915065,0.15086480216638917,331.4597690590842,4.061944755254182,1
117,1.1625,0.014404622385705291,6322.608012988342,0.3544678914371035,0.0,0.0,0.13860730330607074,0.22451981738222176,0.150979499133441,336.3346354726613,4.061944755254182,1
119,1.1983,0.05565946089836447,6310.32640380207,0.35324545074331254,0.0,0.0,0.1391832738163806,0.22438002023329953,0.16532782446607225,345.9766170008488,4.061944755254182,1
121,1.2221,0.083085861920747,6298.859021117755,0.3521040534693911,0.0006999999999999,0.0022008841265945454,0.30201013708098146,0.3219475158035685,0.238345936944581,355.65291984801974,4.061944755254182,1
124,1.2382,0.10163901555353516,6283.081704770558,0.35053367020372056,0.001,0.0031441201808497994,0.3079714318626886,0.32491120272241936,0.2467659372133099,370.23608604868224,4.061944755254182,1
126,1.1919,0.048284294236883504,6273.314001908626,0.3495614492771151,0.0272,0.08552006891911454,0.5145720539108397,0.44889783326661725,0.3086830946062104,379.9762265678535,4.061944755254182,1
127,1.173,0.026504505189697512,6268.638015428783,0.34909602849471744,0.0503,0.1581492450967449,0.6397016472756595,0.5240406110008445,0.34990297396694314,384.8512952150565,4.061944755254182,1
128,1.1777,0.03192064320672254,6264.936767794753,0.3487276276070966,0.0039,0.012262068705314218,0.34941251007948393,0.3491399268554738,0.23811317757841086,389.8399281997579,4.061944755254182,1
