edge_id,case,dsi,aadt,length,width,rclass,tp_dist
1141,0,1.7786,27573.70523415978,29.929810357237848,8.0,4.0,417.911559670759
1142,1,1.4309,32777.45479452055,30.01246453763972,6.0,4.0,484.3572937708426
1147,0,1.7349,41638.88493150685,40.029080097438964,6.0,4.0,419.4273052836185
1148,0,1.6178,32777.45479452055,48.51050869607697,8.0,4.0,245.7719971118786
1149,0,1.5534,32777.45479452055,29.94116662913924,8.0,4.0,273.9263499793417
1150,0,1.5438,32777.45479452055,45.03847017462099,8.0,4.0,303.0150401641801
1151,0,1.5873,32777.45479452055,49.98906261544296,8.0,4.0,343.5553005205444
1152,0,1.5255,32777.45479452055,60.075347594096236,8.0,4.0,395.403236335877
1153,0,1.7521,32777.45479452055,29.997374650816923,8.0,4.0,436.529165226948
1154,0,1.5498,27573.70523415978,80.0314426003115,8.0,4.0,481.60915414372266
1155,0,1.44,41638.88493150685,100.00278957880238,8.0,4.0,404.85622780197787
1156,0,1.4333,41638.88493150685,30.024975644486698,8.0,4.0,345.9732612318254
1157,0,1.289,41638.88493150685,69.96509087867601,8.0,4.0,301.9454385230675
1158,0,1.3064,41638.88493150685,40.0489815786989,8.0,4.0,261.670891166883
1159,0,1.8403,27573.70523415978,34.981007108056104,5.0,4.0,389.938102637959
1160,0,1.7913,27573.70523415978,69.96928476763372,5.0,4.0,439.1824056218734
1162,0,1.5916,41638.88493150685,99.979959330187,5.0,4.0,367.30007854207946
1163,0,1.8263,41638.88493150685,4.988301032884743,5.0,4.0,323.8750675463474
1164,1,1.4143,41638.88493150685,55.05812589824204,3.0,4.0,459.2458182532941
1165,1,1.3379,41638.88493150685,44.98533931933921,3.0,4.0,417.15066981513735
1166,1,1.4892,41638.88493150685,45.017376731708616,3.0,4.0,379.5054726459194
1167,0,2.0404,41638.88493150685,30.067140035691605,3.0,4.0,347.8339238903103
1169,1,1.4219,41638.88493150685,54.80559397571051,3.0,4.0,440.5302861268332
1171,1,1.3553,41638.88493150685,20.08634208285426,3.0,4.0,369.1789253748981
1172,0,1.7487,41638.88493150685,35.02190608455239,3.0,4.0,343.0413574234798
1174,1,1.5592,41638.88493150685,9.976476867257494,6.0,4.0,445.9140284381634
1175,1,1.4767,41638.88493150685,94.85810476639166,6.0,4.0,393.38282895800256
1176,0,1.453,41638.88493150685,89.95483094860707,6.0,4.0,297.58909454765245
1177,0,1.7761,16320.223880597016,79.67282976564242,1.0,4.0,309.34081317555246
1178,0,1.7411,16320.223880597016,54.39890889804585,1.0,4.0,303.7079920483714
1180,0,1.3254,24915.00547945205,184.75115088532394,9.0,4.0,130.66657524378655
1181,0,1.3596,24915.00547945205,204.79278349367758,9.0,4.0,222.25468649101222
1182,0,1.464,24915.00547945205,204.5746862570551,9.0,4.0,393.6164100573656
1183,0,1.6949,24915.00547945205,14.897675567177918,9.0,4.0,490.25728547128017
1186,1,1.4609,34000.18630136986,64.77402296494223,8.0,4.0,126.77088887622754
1187,1,1.4893,34000.18630136986,54.76825500149509,8.0,4.0,129.9959775314103
1188,1,1.5556,34000.18630136986,39.94993723266872,8.0,4.0,165.22028497796518
1189,1,1.5188,34000.18630136986,14.931016962354505,8.0,4.0,186.95546592700777
1190,1,1.5579,34000.18630136986,89.41414514172922,8.0,4.0,229.86327571321547
1197,1,1.6679,37106.39178082192,34.94096373208901,6.0,4.0,483.39556346080803
1198,1,1.6576,37106.39178082192,49.97981622330512,6.0,4.0,441.74318863210084
1199,0,1.5399,31211.10136986301,60.00478164228824,8.0,4.0,337.8638488785899
1201,0,1.4423,31211.10136986301,49.99371303010683,8.0,4.0,281.2483878300028
1202,0,1.4021,31211.10136986301,45.05495814315436,8.0,4.0,243.16476865931605
1203,0,1.5008,31211.10136986301,54.96674297220043,8.0,4.0,207.6179453892783
1204,0,1.4995,31211.10136986301,60.0023062296802,8.0,4.0,179.5935101772841
1205,1,1.5262,21420.249315068493,50.00744063299163,4.0,4.0,153.55261626017443
1206,1,1.7387,21420.249315068493,29.981394668962185,4.0,4.0,165.54403088301356
1207,1,1.7746,21420.249315068493,74.34327474883794,4.0,4.0,200.3702760410503
1208,1,1.3686,21420.249315068493,24.939804003463244,5.0,4.0,139.9570283629894
1209,1,1.3687,21420.249315068493,64.97318789480276,5.0,4.0,149.0139147046069
1210,1,1.3046,21420.249315068493,74.92445014854627,5.0,4.0,201.81140423974819
1211,0,1.4829,21420.249315068493,89.54428331109976,5.0,4.0,216.7291788194218
1212,0,1.4632,18143.601648351647,134.95656884104037,6.0,4.0,148.78851090843904
1217,0,1.6223,31519.065753424657,49.989968434778625,8.0,4.0,155.40296424197714
1218,0,1.4132,31519.065753424657,60.01479334079131,8.0,4.0,190.65061780343518
1219,0,1.4276,31519.065753424657,109.96886922909167,8.0,4.0,264.9505002550627
1220,0,1.3631,18143.601648351647,109.84561983524898,8.0,4.0,210.97194647415637
1221,0,1.4826,18143.601648351647,24.94445755019824,8.0,4.0,210.58046165112432
1222,0,1.5285,18143.601648351647,40.00785171851326,8.0,4.0,219.16061116081232
1223,0,1.4321,18143.601648351647,55.020255617527965,8.0,4.0,241.75111995732868
1224,0,1.5426,24915.00547945205,134.09133084781917,6.0,4.0,142.26685694983016
1226,0,1.5322,24915.00547945205,54.96821599886457,6.0,4.0,211.47254456320297
1227,1,1.4977,21420.249315068493,109.96851467589164,7.0,4.0,108.63545463301584
1228,1,1.4658,21420.249315068493,109.94538379502026,7.0,4.0,215.9841657539189
1229,0,1.4579,18143.601648351647,159.7482548080694,6.0,4.0,114.23516540611028
1230,0,1.7513,31211.10136986301,40.03722444032451,6.0,4.0,303.1531174371974
1231,0,1.6467,31211.10136986301,45.029519457508194,6.0,4.0,347.44399975449744
1232,0,1.533,31211.10136986301,64.93864738208799,6.0,4.0,405.3231169364944
1233,0,1.6254,31211.10136986301,24.96583050582857,6.0,4.0,453.3166534619591
1234,0,1.6408,31211.10136986301,19.95018724222175,6.0,4.0,478.8525709078875
1235,0,1.5755,41638.88493150685,30.026405609653654,6.0,4.0,494.8348948204033
1236,1,1.7246,41638.88493150685,44.93462911261709,6.0,4.0,493.952109776814
1238,1,1.6616,41638.88493150685,59.98809468604014,6.0,4.0,498.13899949812196
1239,0,1.3929,41638.88493150685,9.701201231225802,4.0,4.0,339.0752342956697
1240,0,1.4432,41638.88493150685,54.71263524977397,4.0,4.0,341.86791549463004
1241,0,1.5618,41638.88493150685,24.915580834981355,4.0,4.0,358.49100061269013
1242,0,1.3567,41638.88493150685,10.00563613142323,4.0,4.0,363.9381160853315
1243,0,1.3721,41638.88493150685,14.99806075370187,4.0,4.0,367.6587748086793
1244,0,1.4457,41638.88493150685,9.937860451137016,4.0,4.0,370.5476502652429
1245,0,1.5416,30310.46301369863,24.796044361109352,4.0,4.0,366.72692199988774
1248,1,1.881,31211.10136986301,89.95995490529555,2.0,4.0,475.2958125493134
1249,0,1.5958,31211.10136986301,40.05172593813194,10.0,4.0,316.56315038397867
1250,0,1.2916,31211.10136986301,120.02462622214982,10.0,4.0,393.47616640491105
1251,0,1.3138,41638.88493150685,89.90073643360036,10.0,4.0,445.32831922805855
1252,1,1.3361,41638.88493150685,44.993287398501714,10.0,4.0,434.40117198722146
1254,1,1.4453,41638.88493150685,34.98134985639035,10.0,4.0,434.11121162069327
1255,1,1.2729,41638.88493150685,20.073899912403522,10.0,4.0,437.03444271506163
1256,0,1.3874,21420.249315068493,139.26990266867318,7.0,4.0,368.48825881755977
1257,0,1.5321,21420.249315068493,49.61099773402635,7.0,4.0,300.3470608572579
1258,0,1.6398,19718.77808219178,39.94158174633694,8.0,4.0,241.09008972997216
1259,0,1.6078,19718.77808219178,44.96021138197897,8.0,4.0,246.55406511053508
1260,0,1.4195,42075.78082191781,84.98085596599023,8.0,4.0,231.12889720295044
1261,0,1.7572,42075.78082191781,30.046120081963707,8.0,4.0,172.64622441979424
1262,0,1.4836,42075.78082191781,24.966325119147143,8.0,4.0,141.32578010355218
1263,0,1.5148,42075.78082191781,24.966294841404377,8.0,4.0,114.54683739550565
1264,1,1.4977,42075.78082191781,30.031219874976074,8.0,4.0,82.32781802864129
1265,1,1.5864,42075.78082191781,65.00960876689925,8.0,4.0,33.700204152068885
1266,0,1.4947,19718.77808219178,64.99161957912844,8.0,4.0,91.3770605535938
1267,0,1.519,19718.77808219178,59.92327737374375,8.0,4.0,112.54408689354749
1268,0,1.674,19718.77808219178,30.031846681362357,8.0,4.0,146.37778519769645
1269,0,1.6788,19718.77808219178,29.891258478521408,8.0,4.0,172.971153621919
1270,0,1.6594,26901.89589041096,29.999556915374274,8.0,4.0,176.32417474618097
1271,0,1.5759,26901.89589041096,25.01325062110871,8.0,4.0,150.5404807381717
1272,0,1.575,26901.89589041096,55.043080177210356,8.0,4.0,119.64874051140428
1273,0,1.3571,41638.88493150685,79.94734163340262,8.0,4.0,240.36252624125223
1274,0,1.2739,41638.88493150685,25.02735796074094,8.0,4.0,241.33486307220687
1275,0,1.201,41638.88493150685,24.966931801184845,8.0,4.0,246.52175197131152
1276,0,1.2993,41638.88493150685,60.03953590338625,8.0,4.0,261.01959942482836
1279,0,1.352,30310.46301369863,114.98595419250807,8.0,4.0,243.80126480985973
1280,0,1.5091,30310.46301369863,40.013834341956596,8.0,4.0,243.70292828899272
1281,0,1.5905,30310.46301369863,54.97134299255564,8.0,4.0,258.79310403740106
1282,0,1.4028,30310.46301369863,24.987319187445593,8.0,4.0,280.7958187232645
1283,0,1.3263,30310.46301369863,69.96967011011259,8.0,4.0,313.19216261618135
1284,0,1.3839,31211.10136986301,60.021621427358,8.0,4.0,291.18230651239077
1285,0,1.6355,31211.10136986301,40.03411272104571,8.0,4.0,270.13653600193203
1287,0,1.3165,19718.77808219178,40.06587738202945,8.0,4.0,104.2801090101467
1288,0,1.3057,19718.77808219178,84.99779056606512,8.0,4.0,146.6931732185242
1289,0,1.4646,19718.77808219178,35.06508145699643,8.0,4.0,200.06768866893228
1290,0,1.4705,19718.77808219178,19.994751062780384,8.0,4.0,225.70760488488523
1291,0,1.4177,19718.77808219178,15.008238695801666,8.0,4.0,244.0839117624364
1292,0,1.561,19718.77808219178,34.986972529624865,8.0,4.0,267.64401798237395
1293,0,1.5655,19718.77808219178,15.008274426849216,8.0,4.0,294.91627402997017
1294,0,1.6548,19718.77808219178,64.98655594712024,8.0,4.0,189.64625886929053
1295,0,1.5697,19718.77808219178,69.87986681444828,8.0,4.0,200.07178508039627
1296,0,1.7336,19718.77808219178,39.98908134224327,8.0,4.0,223.952143336819
1297,0,1.6887,19718.77808219178,19.932118395688228,8.0,4.0,241.55938739916087
1298,0,1.73,26901.89589041096,29.99967540522393,8.0,4.0,243.06457443706267
1299,0,1.6658,26901.89589041096,24.98150371105409,8.0,4.0,225.16697099607543
1300,0,1.6856,19718.77808219178,39.91306031942404,4.0,4.0,67.98745040220878
1301,0,1.6438,19718.77808219178,14.977185349356187,4.0,4.0,74.28967823915984
1302,0,1.9186,19718.77808219178,34.93987858681156,4.0,4.0,90.44976809487544
1303,0,1.5317,31211.10136986301,29.986722339769372,12.0,4.0,155.16888917387044
1304,0,1.4715,31211.10136986301,35.034413797154926,12.0,4.0,169.54231621545915
1305,0,1.5,31211.10136986301,45.00954394040828,12.0,4.0,193.26885706776716
1306,0,1.6621,31211.10136986301,24.981747139045712,12.0,4.0,219.40192948608006
1307,0,1.5656,31211.10136986301,14.992083575808179,12.0,4.0,238.33990563571285
1308,0,1.6873,31211.10136986301,19.97938795230182,12.0,4.0,253.0502877666938
1309,0,1.7249,31211.10136986301,24.98847454391552,12.0,4.0,274.74684508557664
1310,0,1.4143,31211.10136986301,9.95624498971986,12.0,4.0,290.8653619317941
1311,0,1.6467,26901.89589041096,124.81440879600558,12.0,4.0,270.846800314203
1313,0,1.3962,26901.89589041096,69.94763511951842,12.0,4.0,221.70176007239507
1314,0,1.6371,19718.77808219178,34.97291982755295,8.0,4.0,131.62490179380794
1316,0,1.577,19718.77808219178,45.02328546305875,8.0,4.0,141.858045402662
1317,0,1.5051,19718.77808219178,84.98124045519488,8.0,4.0,178.76873528362415
1318,0,1.5171,26901.89589041096,59.967074961585816,8.0,4.0,184.355189132085
1319,1,1.6565,26901.89589041096,29.98347643549476,8.0,4.0,154.8535638336499
1320,1,1.4817,42075.78082191781,29.968368779266324,8.0,4.0,136.86148535408162
1321,1,1.5126,42075.78082191781,65.07933604836333,8.0,4.0,114.56962079795984
1322,0,1.5602,31211.10136986301,64.9591801516993,7.0,4.0,81.29213725547683
1323,0,1.5871,31211.10136986301,50.074372747192925,7.0,4.0,134.18837947349866
1324,0,1.6216,31211.10136986301,25.054691855853733,7.0,4.0,170.8770065900483
1325,0,1.5905,31211.10136986301,64.97588837263537,7.0,4.0,218.75789338658197
1326,0,1.5892,31211.10136986301,69.98055742217701,7.0,4.0,285.15588773018953
1327,1,1.6137,31211.10136986301,55.06113971790572,7.0,4.0,347.67842138517796
1328,1,1.7728,26901.89589041096,40.003600358974374,7.0,4.0,345.5562389293329
1329,1,1.6961,26901.89589041096,29.98259392827663,7.0,4.0,331.180675673542
1330,0,1.5302,30310.46301369863,94.99216353628373,4.0,4.0,288.2637721399401
1331,0,1.6757,30310.46301369863,29.8961099135591,4.0,4.0,353.5281886559619
1332,0,1.617,31211.10136986301,64.9282434974535,4.0,4.0,343.91850453448745
1335,0,1.6293,31211.10136986301,29.96283071604789,4.0,4.0,321.50079707859885
1336,0,1.2975,31211.10136986301,65.01511954300868,4.0,4.0,311.42243072878614
1338,0,1.7323,41638.88493150685,29.960419111311595,2.0,4.0,264.6588574261933
1339,0,1.6446,41638.88493150685,49.95588384369388,2.0,4.0,304.6252586801777
1349,0,1.6232,41638.88493150685,63.72254901764479,3.0,4.0,280.0480136187979
1350,0,1.5613,41638.88493150685,9.961361480908037,3.0,4.0,280.36001339560426
1351,0,1.5745,41638.88493150685,35.04382426757675,3.0,4.0,285.95794822823115
1352,0,1.4115,41638.88493150685,65.03458171991686,3.0,4.0,311.3896380071214
1353,1,1.6347,41638.88493150685,19.983388705222556,3.0,4.0,343.87733524799165
1354,1,1.6648,41638.88493150685,39.85058509542276,3.0,4.0,368.7541376160396
1355,0,1.4747,30310.46301369863,109.96618068665028,6.0,4.0,311.251673824216
1356,0,1.4133,30310.46301369863,40.07478561293264,6.0,4.0,383.330253552748
1357,0,1.5005,30310.46301369863,35.00775894700794,6.0,4.0,423.4031675800225
1358,0,1.7738,31211.10136986301,50.01513091168776,6.0,4.0,445.849709180919
1359,0,1.8196,31211.10136986301,14.978782893457973,6.0,4.0,438.21948284439577
1360,0,1.7869,31211.10136986301,79.93465264098968,6.0,4.0,415.1470826401994
1362,1,1.5597,34000.18630136986,59.94144421481934,6.0,4.0,119.77116304686751
1363,0,1.6619,34000.18630136986,49.979380991038134,6.0,4.0,123.69124442277341
1364,0,1.5833,34000.18630136986,50.05037516961457,6.0,4.0,144.61152841391026
1365,0,1.3323,34000.18630136986,104.97419050496646,6.0,4.0,197.9334343528772
1366,0,1.2306,34000.18630136986,169.56861082512074,6.0,4.0,319.0878266749118
1367,0,1.4048,21420.249315068493,73.93990014558597,3.0,4.0,167.74503284694677
1368,0,1.521,21420.249315068493,229.21854635068587,3.0,4.0,228.8843290241277
1371,0,1.3404,45055.38356164384,199.79536538837488,3.0,4.0,245.99918389291358
1372,0,1.324,45055.38356164384,144.79228580744893,3.0,4.0,368.76514888561417
1373,0,1.5715,45055.38356164384,54.38911743997245,3.0,4.0,467.8738275616247
1375,0,1.7484,45055.38356164384,289.0104741930792,4.0,4.0,472.1424067944022
1376,0,1.3513,19625.87123287671,69.98215067631466,12.0,4.0,32.07641609529846
1377,0,1.2629,19625.87123287671,50.09794746187162,12.0,4.0,92.4491435474139
1378,0,1.291,19625.87123287671,140.0863728109524,12.0,4.0,189.48410068900262
1379,0,1.3056,19625.87123287671,139.9174888357221,12.0,4.0,314.2187165919741
1380,0,1.5534,34000.18630136986,69.87289971355727,9.0,4.0,274.6501866400438
1381,1,1.413,21420.249315068493,94.69505819768791,9.0,4.0,309.78631830651057
1382,1,1.5828,21420.249315068493,44.74913806763122,9.0,4.0,272.9568463651004
1384,0,1.5602,21420.249315068493,79.90350773832972,9.0,4.0,260.9106370620321
1385,0,1.3617,21420.249315068493,84.90677977674251,9.0,4.0,246.20063913002977
1389,1,1.601,32777.45479452055,59.91508728591925,5.0,4.0,364.4253628044463
1390,1,1.5639,17246.194520547946,30.001225063465412,5.0,4.0,342.5473891740169
1391,1,1.8385,17246.194520547946,19.99086296676734,5.0,4.0,332.9024459871272
1392,0,1.9905,17246.194520547946,10.013757333094164,5.0,4.0,334.26312246847056
1393,0,1.6154,17246.194520547946,65.00882357218329,5.0,4.0,373.4397328795962
1394,1,1.5427,17246.194520547946,89.96663505618105,6.0,4.0,429.8473655397517
1395,1,1.526,17246.194520547946,19.972816550860344,6.0,4.0,410.84567295526415
1396,0,1.3947,17246.194520547946,44.98649821884859,6.0,4.0,402.7067001153617
1397,0,1.3543,37106.39178082192,5.014418388584693,6.0,4.0,395.4976191351464
1398,0,1.2768,37106.39178082192,15.110085323576094,6.0,4.0,384.31176439305676
1399,0,1.1829,37106.39178082192,15.016112724864717,6.0,4.0,367.9457395026938
1400,1,1.4459,37106.39178082192,34.977701818405166,8.0,4.0,398.5089783953235
1401,1,1.454,37106.39178082192,25.04487253822099,8.0,4.0,429.1456787593743
1402,1,1.5397,16320.223880597016,30.062642406775296,8.0,4.0,439.04207893104046
1403,1,1.6152,16320.223880597016,29.989905331417503,8.0,4.0,441.15848749281963
1404,0,1.6345,16320.223880597016,30.00851993662002,8.0,4.0,445.0168442784914
1405,0,1.4333,16320.223880597016,50.026592137474495,8.0,4.0,454.63104770110687
1406,0,1.4911,16320.223880597016,29.9879030809303,8.0,4.0,468.48903955386504
1407,0,1.4165,16320.223880597016,34.956805690858154,8.0,4.0,482.5637721816332
1409,0,1.5217,16320.223880597016,29.975157780759027,8.0,4.0,498.35033320930535
1413,0,1.742,16320.223880597016,29.992800107201738,4.0,4.0,233.65522540197512
1414,0,1.5873,16320.223880597016,5.014829432406146,4.0,4.0,238.17185405534698
1415,0,1.4784,16320.223880597016,54.96769436321007,4.0,4.0,249.99756698275988
1416,1,1.471,31211.10136986301,304.8904828481575,8.0,4.0,425.55835100019686
1417,0,1.3792,31211.10136986301,5.035978783512852,6.0,4.0,499.8045439842853
1423,0,1.3075,24915.00547945205,94.6960179285141,10.0,4.0,66.32286926942214
1425,0,1.2774,24915.00547945205,89.93077825543872,10.0,4.0,155.03032641485171
1426,0,1.371,24915.00547945205,34.92443766456314,10.0,4.0,219.5822493067042
1427,0,1.3659,24915.00547945205,10.007843418186654,10.0,4.0,246.34008936551405
1428,0,1.2731,24915.00547945205,45.07761898983836,10.0,4.0,274.58783760113283
1429,0,1.2732,42075.78082191781,35.021125058297145,10.0,4.0,306.31729131231873
1430,1,1.6088,37106.39178082192,44.914757674194135,5.0,4.0,406.2090928867695
1431,1,1.4752,37106.39178082192,30.00868755283366,5.0,4.0,442.7465268810244
1432,1,1.6211,37106.39178082192,25.00665862912536,5.0,4.0,469.6185233806505
1433,1,1.8271,16320.223880597016,29.910410592764563,5.0,4.0,489.1200781907295
1434,0,1.2445,30310.46301369863,44.93075018599416,2.0,4.0,195.16793880517008
1435,0,1.3069,30310.46301369863,44.22830593294064,2.0,4.0,241.68877094164603
1436,0,1.8153,41638.88493150685,108.3347046582596,2.0,4.0,275.803468696841
1437,0,1.4903,12818.235616438356,19.959675958714882,2.0,4.0,299.74885670811284
1439,0,1.44,12818.235616438356,49.209740623301045,2.0,4.0,301.33431170734667
1440,0,1.5194,30310.46301369863,59.821855209038645,2.0,4.0,205.59282990313767
1441,0,1.557,41638.88493150685,58.57488712206547,2.0,4.0,219.00844898547072
1443,0,1.5512,41638.88493150685,93.56853734150191,2.0,4.0,274.93110438540646
1444,0,1.4564,41638.88493150685,19.948760358412542,6.0,4.0,153.56657530729117
1445,0,1.6411,41638.88493150685,9.955222821066446,6.0,4.0,171.0003822261381
1446,0,1.6962,41638.88493150685,19.942575536632035,6.0,4.0,186.26047992474298
1449,0,1.4159,41638.88493150685,74.96467256321668,6.0,4.0,260.1496249126718
1450,0,1.5283,41638.88493150685,25.00008231205473,6.0,4.0,266.40849852963174
1451,0,1.6905,12818.235616438356,9.957720199268627,6.0,4.0,267.7717079338589
1452,0,1.5429,12818.235616438356,9.995888514064902,6.0,4.0,263.13939801606466
1453,0,1.2881,12818.235616438356,5.043542962933004,6.0,4.0,260.3712326191497
1454,0,1.5681,12818.235616438356,19.95842340479944,6.0,4.0,260.12527909338655
1458,0,1.4687,12818.235616438356,45.00187264383081,6.0,4.0,255.21144878663856
1459,0,1.5388,41638.88493150685,60.03969838409067,7.0,4.0,122.59014011449753
1461,0,1.4887,41638.88493150685,59.967237689191194,7.0,4.0,168.3946445735268
1463,0,1.2253,30310.46301369863,59.977269710852624,7.0,4.0,173.22325660349495
1464,0,1.3373,30310.46301369863,29.95798767711606,7.0,4.0,175.4788958533169
1465,0,1.2651,30310.46301369863,194.82246223707253,7.0,4.0,186.3033208142692
1466,0,1.4297,30310.46301369863,19.962761964520542,7.0,4.0,240.62303407276474
1468,0,1.2785,30310.46301369863,194.70285619625122,7.0,4.0,264.0385800083002
1469,0,1.4787,41638.88493150685,49.973940999365176,3.0,4.0,68.33615397576276
1470,0,1.2906,41638.88493150685,30.026205002994615,3.0,4.0,83.85073028403491
1471,0,1.4979,41638.88493150685,49.99227082896711,3.0,4.0,119.60323408004365
1473,0,1.3867,41638.88493150685,94.96649865703901,3.0,4.0,116.75596357729317
1474,0,1.639,30310.46301369863,54.95138571782758,6.0,4.0,99.5279681467275
1475,0,1.5206,30310.46301369863,29.97728975992942,6.0,4.0,124.00832941388833
1476,0,1.3982,30310.46301369863,9.986552565706143,6.0,4.0,139.23529347844683
1477,0,1.4817,30310.46301369863,128.77914934999643,7.0,4.0,134.64560872176176
1478,0,1.6838,30310.46301369863,60.0337621766745,7.0,4.0,190.5779085210343
1479,0,1.5694,12818.235616438356,24.98334809410205,2.0,4.0,152.08079285699847
1482,0,1.2583,19708.641666666663,154.7119349035708,4.0,4.0,103.62100374863724
1483,0,1.2703,19708.641666666663,89.82704563823665,4.0,4.0,198.06661934284944
1484,0,1.3253,13780.117318435754,244.63628514054162,4.0,4.0,173.30908079680205
1485,0,1.9787,13780.117318435754,29.978421595770513,4.0,4.0,44.27715007659378
1486,0,1.4301,13780.117318435754,149.59243489079483,4.0,4.0,72.82641626264359
1487,0,1.2801,13780.117318435754,69.71168911032608,4.0,4.0,160.49449911661927
1488,0,1.6508,19708.641666666663,30.04171456200386,5.0,4.0,409.8811995570669
1489,0,1.3145,19708.641666666663,19.904005405372548,5.0,4.0,384.28427560037824
1490,0,1.5156,19708.641666666663,25.01507187749624,5.0,4.0,357.3916346678992
1491,0,1.9048,19708.641666666663,24.97958926982081,5.0,4.0,332.34267308822217
1492,0,1.6393,27573.70523415978,64.93881029400015,4.0,4.0,384.11263447771114
1493,0,1.66,19708.641666666663,34.907448720782085,4.0,4.0,421.77212518629244
1494,0,1.5833,27573.70523415978,19.991398434741086,6.0,4.0,349.38510031066255
1495,0,1.3631,27573.70523415978,29.97775876916221,6.0,4.0,356.7531455472851
1496,0,1.3467,27573.70523415978,24.950184266660944,6.0,4.0,366.89697211823596
1497,0,1.618,27573.70523415978,25.03815135605792,6.0,4.0,377.78975954705123
1498,0,1.5876,27573.70523415978,24.934397548777255,6.0,4.0,389.8839038358635
1500,0,1.2022,41638.88493150685,19.568456076746084,7.0,4.0,227.21406120404558
1501,0,1.5868,41638.88493150685,74.97320919739695,7.0,4.0,274.57217992322336
1502,0,1.9623,41638.88493150685,24.91521156504745,7.0,4.0,321.6092101673699
1504,0,1.8205,41638.88493150685,9.899720306393696,7.0,4.0,345.71549015626795
1505,0,1.7086,41638.88493150685,35.041939105678004,7.0,4.0,365.2438819291679
1506,0,1.4736,41638.88493150685,19.901573996811806,7.0,4.0,389.7870969818625
1507,0,1.685,41638.88493150685,10.001120352445266,7.0,4.0,404.9643273530217
1508,0,1.8297,41638.88493150685,9.996849793145573,7.0,4.0,416.3766995060672
1509,0,1.8182,41638.88493150685,15.027640404458001,7.0,4.0,429.92863013388
1510,0,1.6058,20639.41597796143,73.98986990542065,4.0,4.0,307.95084181980945
1511,0,1.4731,20639.41597796143,44.94728247130977,4.0,4.0,295.5911820720579
1512,0,1.1782,20639.41597796143,94.87278271134622,4.0,4.0,262.0815441352817
1513,0,1.7692,27573.70523415978,44.977728941193796,4.0,4.0,323.36729703095125
1514,0,1.5375,27573.70523415978,9.84897098942386,4.0,4.0,295.5762802516287
1515,0,1.5059,27573.70523415978,20.00774085201816,4.0,4.0,279.3909845258931
1516,0,1.5055,27573.70523415978,73.95041259080713,4.0,4.0,245.337561293821
1517,0,1.5111,19708.641666666663,79.92041650034174,6.0,4.0,465.7011558621962
1518,0,1.254,19708.641666666663,79.99731684946923,6.0,4.0,482.8697676778403
1520,0,1.3476,20639.41597796143,65.02119005932053,8.0,4.0,112.3137690550105
1521,0,1.4771,20639.41597796143,35.03849691643286,8.0,4.0,135.43749659261795
1522,0,1.5755,20639.41597796143,29.997547560419783,8.0,4.0,156.76324699098913
1523,0,1.5846,27573.70523415978,19.950842853815306,6.0,4.0,362.31182451546124
1524,0,1.5346,19708.641666666663,104.75415889333756,6.0,4.0,345.35727494698665
1525,0,1.6602,19708.641666666663,59.412160648399166,6.0,4.0,318.02573567524803
1526,0,1.4401,27573.70523415978,54.96892701832592,8.0,4.0,331.4907938783044
1527,0,1.3784,27573.70523415978,9.972539776147487,8.0,4.0,333.29780845510055
1528,0,1.3941,27573.70523415978,99.84190669443605,8.0,4.0,343.7347271929991
1530,0,1.4339,27573.70523415978,39.99531542149524,8.0,4.0,356.22582245687397
1532,0,1.4941,27573.70523415978,25.037945748294,8.0,4.0,371.8112236040513
1533,0,1.4606,27573.70523415978,24.984251470637165,8.0,4.0,392.77412613664563
1534,0,1.4424,19625.87123287671,134.7991199770686,8.0,4.0,383.72308538365485
1540,0,1.5819,27573.70523415978,34.875869897945634,3.0,4.0,353.39519277831863
1541,0,1.7618,19708.641666666663,24.9716697113343,3.0,4.0,360.49672630318497
1543,0,1.4355,19708.641666666663,74.88171023317204,3.0,4.0,313.7495123692484
1544,0,1.3707,27573.70523415978,60.01784046474487,7.0,4.0,457.3131830783736
1552,0,1.2577,12818.235616438356,37.679276028857664,4.0,4.0,98.2879869528694
1553,0,1.6115,12818.235616438356,15.06872590680327,4.0,4.0,101.68978745867128
1554,0,1.5264,12818.235616438356,92.31858661876198,4.0,4.0,107.95848864393324
1555,0,1.4167,19708.641666666663,39.80973730992221,1.0,4.0,399.74739057698173
1557,0,1.4629,19708.641666666663,29.986583009729898,1.0,4.0,354.1880733776191
1558,0,1.4776,19708.641666666663,99.94945160079253,1.0,4.0,294.4825153866783
1559,0,1.7832,27573.70523415978,24.984827640735887,4.0,4.0,358.70646148738666
1560,0,1.7759,27573.70523415978,5.005984053698023,4.0,4.0,373.8679868446481
1561,0,1.6266,19708.641666666663,20.030333042020416,4.0,4.0,384.8229623117156
1562,0,1.9243,19708.641666666663,20.030332768422078,4.0,4.0,363.87334739290816
1563,0,1.9249,19708.641666666663,19.925151239588857,4.0,4.0,344.75801341264986
1565,0,1.5097,19708.641666666663,29.91253149393023,2.0,4.0,179.83030319410616
1566,0,1.5003,19708.641666666663,208.91921613077503,2.0,4.0,186.95763185295675
1567,0,1.492,13780.117318435754,209.7474988611486,2.0,4.0,211.39301753703705
1568,0,1.56,12818.235616438356,119.95944816500248,6.0,4.0,439.3019675257093
