point_id,dsi_refined,dsi_veh,road_occluded_frac,road_occluded_frac_veh,veh_blocked_fwd,veh_blocked_bwd,road_domain_m2,valid,sight_flag,sight_flag_veh,confidence,veh_extra_occ,dsi_veh_delta
34429,1.4822,1.6877,0.2889,0.4675,0.024,0.659,873.8,True,False,False,1,0.17860000000000004,0.20550000000000002
34430,1.626,1.6587,0.414,0.4423,0.0,0.341,847.2,True,False,False,2,0.028300000000000047,0.03270000000000017
34432,1.6397,1.6598,0.4258,0.4433,0.146,0.244,835.8,True,False,False,2,0.017500000000000016,0.020100000000000007
34433,1.6866,1.7054,0.4666,0.483,0.146,0.122,792.5,True,False,False,2,0.01639999999999997,0.018799999999999928
34436,1.6241,1.6395,0.4123,0.4257,0.098,0.0,734.8,True,False,False,1,0.013400000000000023,0.015399999999999858
34439,1.4827,1.5323,0.2893,0.3324,0.293,0.0,733.2,True,False,False,1,0.04309999999999997,0.04960000000000009
34442,1.6064,1.6589,0.3968,0.4426,0.098,0.22,633.2,True,False,False,2,0.04580000000000001,0.05249999999999999
34443,1.4792,1.527,0.2863,0.3278,0.098,0.146,601.8,True,False,False,1,0.04149999999999998,0.04779999999999984
34446,1.783,1.8272,0.5505,0.5889,0.463,0.317,758.2,True,False,False,2,0.03839999999999999,0.04420000000000002
34448,1.7009,1.7491,0.479,0.521,0.146,0.293,875.8,True,False,False,2,0.04200000000000004,0.04820000000000002
34449,1.6711,1.7078,0.4531,0.4851,0.244,0.0,997.2,True,False,False,2,0.03199999999999997,0.036699999999999955
34454,1.7097,1.7478,0.4867,0.5199,0.512,0.146,957.0,True,False,False,2,0.03320000000000001,0.03810000000000002
34456,1.7076,1.7493,0.4849,0.5212,0.22,0.146,862.0,True,False,False,2,0.0363,0.04170000000000007
34458,1.4729,1.6573,0.2808,0.4411,0.171,0.293,677.2,True,False,False,1,0.1603,0.1843999999999999
3445,1.4777,1.4777,0.2849,0.2849,0.0,0.0,313.2,True,False,False,1,0.0,0.0
34460,1.5733,1.624,0.3681,0.4122,0.293,0.439,659.2,True,False,False,1,0.04410000000000003,0.05070000000000019
34462,1.8005,1.8448,0.5656,0.6041,0.195,0.293,1111.5,True,False,False,0,0.03849999999999998,0.044300000000000006
34463,1.6094,1.7238,0.3995,0.4989,0.317,0.22,1541.2,True,False,False,2,0.09939999999999999,0.11440000000000006
34465,1.3206,1.5808,0.1484,0.3746,0.293,0.585,1750.5,True,False,False,1,0.22619999999999998,0.2602
34469,1.572,1.8387,0.3669,0.5988,0.024,0.39,2161.2,True,False,False,2,0.2319,0.26669999999999994
3446,1.4347,1.4347,0.2476,0.2476,0.0,0.0,335.2,True,False,False,1,0.0,0.0
34470,1.907,1.9078,0.6583,0.659,0.0,0.0,2125.2,True,False,False,2,0.0007000000000000339,0.0007999999999999119
34476,2.0412,2.0412,0.7749,0.7749,0.0,0.0,2224.8,True,False,False,1,0.0,0.0
3448,1.3884,1.3884,0.2073,0.2073,0.0,0.0,348.5,True,False,False,2,0.0,0.0
34490,2.0295,2.0333,0.7648,0.7681,0.829,0.073,909.8,True,,True,0,0.0032999999999999696,0.0038000000000000256
34493,1.7491,1.8093,0.5209,0.5733,0.634,0.171,596.5,True,False,False,1,0.0524,0.06019999999999981
34496,1.5725,1.5818,0.3674,0.3755,0.049,0.317,391.5,True,False,False,0,0.008099999999999996,0.009300000000000086
34497,1.4016,1.4074,0.2188,0.2238,0.0,0.0,312.8,True,False,False,1,0.0050000000000000044,0.005800000000000027
34498,1.2506,1.2806,0.0875,0.1136,0.0,0.0,314.8,True,False,False,1,0.026100000000000012,0.030000000000000027
344,1.1794,1.3263,0.0256,0.1533,0.0,0.415,675.0,True,False,False,2,0.12769999999999998,0.14690000000000003
34501,1.2458,1.3108,0.0833,0.1398,0.171,0.0,320.0,True,False,False,1,0.05650000000000001,0.06499999999999995
34502,1.6498,1.6618,0.4346,0.4451,0.146,0.0,539.2,True,False,False,1,0.01050000000000001,0.01200000000000001
34504,1.9129,1.9173,0.6634,0.6673,0.0,0.0,855.0,True,False,False,1,0.0039000000000000146,0.0043999999999999595
34507,1.9394,1.9394,0.6864,0.6864,0.0,0.0,1029.2,True,False,False,2,0.0,0.0
34512,1.9163,1.9164,0.6663,0.6664,0.0,0.0,715.8,True,False,False,2,9.999999999998899e-05,0.00010000000000021103
34515,1.5864,1.5864,0.3794,0.3794,0.0,0.0,435.5,True,False,False,2,0.0,0.0
34517,1.2569,1.2569,0.093,0.093,0.0,0.0,330.8,True,False,False,2,0.0,0.0
34519,1.4775,1.4775,0.2848,0.2848,0.0,0.0,389.8,True,False,False,1,0.0,0.0
3451,1.2915,1.2915,0.123,0.123,0.0,0.0,331.2,True,False,False,1,0.0,0.0
34520,1.7282,1.7329,0.5028,0.5069,0.195,0.0,545.0,True,False,False,2,0.0040999999999999925,0.0047000000000001485
34523,1.9634,1.9659,0.7073,0.7095,0.0,0.0,808.0,True,False,False,0,0.0021999999999999797,0.0024999999999999467
34525,1.9804,1.9806,0.7221,0.7223,0.0,0.0,864.2,True,False,False,1,0.000200000000000089,0.00019999999999997797
34529,1.3033,1.6448,0.1333,0.4302,0.439,0.073,2505.0,True,False,False,2,0.29690000000000005,0.34150000000000014
34533,1.4327,1.6445,0.2458,0.43,0.22,0.22,2118.0,True,False,False,2,0.1842,0.2118
34534,1.386,1.5482,0.2052,0.3462,0.049,0.366,1583.5,True,False,False,2,0.14100000000000001,0.16220000000000012
34536,1.3408,1.6262,0.1659,0.4141,0.854,0.756,1433.2,True,,True,1,0.24820000000000003,0.2854000000000001
34537,1.3351,1.5692,0.161,0.3645,0.122,0.0,1367.5,True,False,False,1,0.2035,0.23409999999999997
3453,1.2616,1.2616,0.0971,0.0971,0.0,0.0,298.8,True,False,False,1,0.0,0.0
34540,1.4924,1.6539,0.2977,0.4382,0.39,0.122,1311.0,True,False,False,2,0.14049999999999996,0.16149999999999998
34542,1.4234,1.5574,0.2377,0.3543,0.293,0.024,1307.5,True,False,False,1,0.11660000000000001,0.1339999999999999
34545,1.1899,1.3698,0.0347,0.1911,0.22,0.415,1255.8,True,False,False,1,0.15639999999999998,0.17989999999999995
34547,1.548,1.7754,0.3461,0.5439,0.049,0.439,1345.0,True,False,False,2,0.19780000000000003,0.22740000000000005
34548,1.6796,1.8983,0.4606,0.6507,0.317,0.195,1336.2,True,False,False,1,0.19009999999999994,0.21870000000000012
34551,1.3552,1.7548,0.1784,0.5259,0.39,0.293,1221.2,True,False,False,2,0.34750000000000003,0.39959999999999996
34552,1.5891,1.8143,0.3818,0.5777,1.0,0.537,1102.2,True,,True,2,0.19590000000000002,0.22520000000000007
34555,1.5444,1.5828,0.3429,0.3764,0.22,0.537,1032.2,True,False,False,2,0.03350000000000003,0.03839999999999999
34557,1.4317,1.5649,0.2449,0.3608,0.024,0.39,774.0,True,False,False,2,0.1159,0.13319999999999999
34559,1.2002,1.396,0.0436,0.2139,0.293,0.341,599.5,True,False,False,0,0.1703,0.19579999999999997
3455,1.2319,1.238,0.0712,0.0766,0.0,0.0,261.2,True,False,False,0,0.005400000000000002,0.006099999999999994
34560,1.15,1.354,0.0,0.1774,0.39,0.488,531.2,True,False,False,2,0.1774,0.20400000000000018
34562,1.1752,1.4056,0.0219,0.2222,0.463,0.585,531.0,True,False,False,2,0.2003,0.23039999999999994
34565,1.152,1.3842,0.0018,0.2037,0.512,0.317,530.2,True,False,False,2,0.2019,0.23220000000000018
34567,1.1688,1.3154,0.0164,0.1438,0.463,0.171,561.5,True,False,False,2,0.1274,0.14659999999999984
34569,1.4582,1.6231,0.268,0.4114,0.732,0.122,739.0,True,False,False,2,0.14339999999999997,0.16490000000000005
34571,1.5567,1.7102,0.3537,0.4871,0.732,0.122,873.0,True,False,False,2,0.13339999999999996,0.15349999999999997
34573,1.1665,1.3491,0.0144,0.1732,0.488,0.122,912.5,True,False,False,2,0.1588,0.18259999999999987
34577,1.4268,1.6041,0.2407,0.3949,0.439,0.073,894.0,True,False,False,2,0.15419999999999998,0.1773
34578,1.5515,1.6149,0.3491,0.4043,0.439,0.0,829.2,True,False,False,2,0.05519999999999997,0.0633999999999999
34581,1.3981,1.4652,0.2158,0.2741,0.512,0.049,696.0,True,False,False,2,0.05830000000000002,0.06710000000000016
34582,1.2119,1.2978,0.0538,0.1286,0.488,0.195,569.8,True,False,False,2,0.07479999999999999,0.08590000000000009
34585,1.1562,1.2705,0.0054,0.1048,0.415,0.171,565.2,True,False,False,2,0.0994,0.11430000000000007
34588,1.3587,1.4818,0.1815,0.2885,0.341,0.488,676.8,True,False,False,0,0.10699999999999998,0.12309999999999999
3458,1.2442,1.2484,0.0819,0.0856,0.0,0.0,251.2,True,False,False,0,0.003699999999999995,0.0041999999999999815
34590,1.5167,1.6105,0.3188,0.4004,0.268,0.195,764.2,True,False,False,2,0.0816,0.0938000000000001
34591,1.3662,1.6401,0.188,0.4262,0.439,0.415,826.0,True,False,False,2,0.23820000000000002,0.2738999999999998
34594,1.6306,1.7823,0.4179,0.5498,0.634,0.512,905.8,True,False,False,2,0.13189999999999996,0.15169999999999995
34596,1.545,1.7233,0.3435,0.4985,0.488,0.488,772.8,True,False,False,2,0.15499999999999997,0.17830000000000013
34598,1.3927,1.6453,0.211,0.4307,0.732,0.488,678.0,True,,True,2,0.21970000000000003,0.25259999999999994
345,1.434,1.5142,0.247,0.3167,0.0,0.415,1180.2,True,False,False,2,0.06969999999999998,0.08020000000000005
34601,1.1986,1.537,0.0422,0.3365,0.878,0.683,572.8,True,False,False,2,0.2943,0.3383999999999998
34602,1.1521,1.4683,0.0019,0.2768,0.585,0.488,554.5,True,False,False,2,0.2749,0.31620000000000004
34605,1.3536,1.5814,0.177,0.3751,0.488,0.195,667.8,True,False,False,2,0.1981,0.2278
34607,1.4728,1.5948,0.2807,0.3868,0.512,0.024,778.2,True,False,False,2,0.10609999999999997,0.12199999999999989
34609,1.2736,1.3423,0.1075,0.1672,0.463,0.39,862.8,True,False,False,2,0.05969999999999999,0.06869999999999998
3460,1.2689,1.2932,0.1034,0.1245,0.0,0.244,255.0,True,False,False,0,0.021099999999999994,0.02429999999999999
34611,1.2187,1.4379,0.0597,0.2504,0.512,0.488,881.8,True,False,False,2,0.1907,0.21920000000000006
34613,1.4758,1.5704,0.2833,0.3656,0.39,0.171,774.8,True,False,False,2,0.08229999999999998,0.09460000000000002
34617,1.4283,1.5463,0.242,0.3446,0.39,0.049,694.2,True,False,False,2,0.10260000000000002,0.1180000000000001
34618,1.1635,1.4421,0.0117,0.254,0.537,0.415,564.0,True,False,False,2,0.24230000000000002,0.27859999999999996
34620,1.1656,1.3623,0.0136,0.1846,0.732,0.512,512.0,True,False,False,2,0.17099999999999999,0.1967000000000001
34623,1.1539,1.3043,0.0034,0.1342,0.488,0.268,505.0,True,False,False,2,0.13080000000000003,0.1504000000000001
34624,1.314,1.5182,0.1426,0.3202,0.439,0.488,603.5,True,False,False,1,0.17759999999999998,0.20419999999999994
34627,1.438,1.5969,0.2505,0.3886,0.732,0.049,674.2,True,False,False,2,0.1381,0.15890000000000004
3462,1.4553,1.4553,0.2655,0.2655,0.0,0.0,254.2,True,False,False,1,0.0,0.0
34630,1.343,1.4712,0.1678,0.2793,0.585,0.146,794.8,True,False,False,2,0.11149999999999999,0.1282000000000001
34631,1.2318,1.4829,0.0711,0.2895,0.805,0.293,845.5,True,,True,2,0.21839999999999998,0.2511000000000001
34634,1.5833,1.77,0.3768,0.5391,0.805,0.902,754.5,True,False,False,1,0.1623,0.1867000000000001
34636,1.4924,1.7706,0.2977,0.5397,0.854,0.463,693.0,True,,True,1,0.24199999999999994,0.2782
34639,1.2013,1.5832,0.0446,0.3767,0.854,0.293,541.5,True,,True,2,0.33209999999999995,0.3818999999999999
34641,1.15,1.4402,0.0,0.2524,0.659,0.415,524.0,True,False,False,2,0.2524,0.2902
34643,1.1506,1.3343,0.0006,0.1602,0.537,0.488,532.0,True,False,False,2,0.15960000000000002,0.18369999999999997
34645,1.1717,1.3022,0.0188,0.1324,0.39,0.244,555.2,True,False,False,1,0.11359999999999999,0.13050000000000006
34647,1.2953,1.4648,0.1263,0.2737,0.415,0.244,690.5,True,False,False,2,0.1474,0.1695000000000002
3464,1.1705,1.1705,0.0178,0.0178,0.0,0.439,252.2,True,False,False,1,0.0,0.0
34650,1.59,1.652,0.3826,0.4365,0.341,0.0,905.5,True,False,False,2,0.0539,0.06199999999999983
34651,1.2729,1.3385,0.1069,0.1639,0.366,0.0,987.0,True,False,False,2,0.056999999999999995,0.0656000000000001
34653,1.9781,1.9781,0.7201,0.7201,0.0,0.0,920.0,True,False,False,0,0.0,0.0
34654,2.0476,2.0476,0.7805,0.7805,0.0,0.0,802.0,True,False,False,0,0.0,0.0
34656,1.3679,1.5156,0.1895,0.3179,0.098,0.244,2426.5,True,False,False,2,0.12840000000000001,0.14770000000000016
34659,1.7244,1.8099,0.4995,0.5738,0.0,0.439,1956.2,True,False,False,2,0.07429999999999998,0.08550000000000013
34662,1.7226,1.8516,0.4979,0.6101,0.171,0.244,1166.2,True,False,False,2,0.11219999999999997,0.129
34663,1.3318,1.4795,0.1581,0.2865,0.22,0.195,767.0,True,False,False,1,0.1284,0.14769999999999994
34665,1.2097,1.3837,0.0519,0.2032,0.415,0.146,630.0,True,False,False,2,0.1513,0.17399999999999993
34667,1.1913,1.3256,0.0359,0.1527,0.268,0.244,625.2,True,False,False,1,0.1168,0.13429999999999986
34669,1.2453,1.4046,0.0828,0.2214,0.098,0.366,696.8,True,False,False,1,0.1386,0.1593
3466,1.6084,1.6084,0.3986,0.3986,0.0,0.0,250.2,True,False,False,0,0.0,0.0
34671,1.5284,1.6517,0.329,0.4363,0.024,0.366,896.2,True,False,False,2,0.1073,0.12329999999999997
34673,1.6726,1.7371,0.4544,0.5105,0.22,0.341,1070.0,True,False,False,2,0.05609999999999993,0.0645
34676,1.6934,1.7412,0.4725,0.5141,0.195,0.146,1150.0,True,False,False,1,0.041600000000000026,0.047800000000000065
34680,1.6098,1.6377,0.3998,0.4241,0.122,0.0,1175.5,True,False,False,0,0.02429999999999999,0.027900000000000036
34682,1.5337,1.5731,0.3337,0.3679,0.073,0.0,1030.8,True,False,False,1,0.03420000000000001,0.03939999999999988
34685,1.4901,1.5181,0.2957,0.3201,0.122,0.098,954.5,True,False,False,2,0.024399999999999977,0.028000000000000025
34686,1.5448,1.5778,0.3433,0.372,0.0,0.488,955.0,True,False,False,2,0.028700000000000003,0.03300000000000014
34688,1.641,1.7027,0.4269,0.4806,0.098,0.439,1083.5,True,False,False,2,0.053700000000000025,0.06170000000000009
34694,1.6311,1.8106,0.4183,0.5744,0.244,0.146,1060.2,True,False,False,2,0.15610000000000002,0.1795
34698,1.5153,1.6482,0.3177,0.4332,0.049,0.098,878.2,True,False,False,2,0.11549999999999999,0.13290000000000002
34699,1.3976,1.5407,0.2153,0.3397,0.415,0.146,688.8,True,False,False,2,0.12440000000000001,0.1431
3469,1.6845,1.6845,0.4648,0.4648,0.0,0.0,255.5,True,False,False,1,0.0,0.0
34701,1.3288,1.4284,0.1554,0.2421,0.341,0.22,657.8,True,False,False,2,0.0867,0.09959999999999991
34702,1.334,1.3897,0.16,0.2085,0.244,0.073,666.8,True,False,False,2,0.04849999999999999,0.05569999999999986
34705,1.3773,1.4576,0.1976,0.2675,0.244,0.317,698.2,True,False,False,2,0.06990000000000002,0.08030000000000004
34706,1.5206,1.5967,0.3223,0.3885,0.317,0.341,875.2,True,False,False,2,0.06620000000000004,0.07610000000000006
34708,1.6159,1.6633,0.4051,0.4463,0.22,0.512,1039.0,True,False,False,0,0.04119999999999996,0.04740000000000011
34710,1.6254,1.7376,0.4134,0.511,0.024,0.707,1127.2,True,False,False,1,0.09760000000000002,0.11220000000000008
34715,1.6249,1.7145,0.413,0.4909,0.195,0.195,1121.0,True,False,False,2,0.07790000000000002,0.0895999999999999
34717,1.5869,1.6559,0.3799,0.4399,0.146,0.341,1010.5,True,False,False,2,0.06,0.06899999999999995
34719,1.3984,1.5299,0.216,0.3303,0.317,0.341,802.2,True,False,False,1,0.11429999999999998,0.13149999999999995
34721,1.1691,1.2995,0.0166,0.13,0.244,0.122,613.5,True,False,False,1,0.1134,0.13040000000000007
34723,1.1599,1.2438,0.0086,0.0816,0.195,0.268,597.5,True,False,False,1,0.07300000000000001,0.08390000000000009
34726,1.1615,1.2519,0.01,0.0886,0.39,0.317,598.0,True,False,False,2,0.0786,0.09040000000000004
34727,1.2481,1.3649,0.0853,0.1869,0.341,0.293,639.5,True,False,False,1,0.10160000000000001,0.11680000000000001
3472,1.5875,1.5875,0.3804,0.3804,0.0,0.0,260.2,True,False,False,1,0.0,0.0
34730,1.4702,1.5958,0.2784,0.3877,0.512,0.293,837.0,True,False,False,2,0.10930000000000001,0.12560000000000016
34732,1.6271,1.6874,0.4148,0.4673,0.463,0.0,1025.5,True,False,False,2,0.05249999999999999,0.06030000000000002
34733,1.5792,1.6362,0.3732,0.4228,0.39,0.0,1137.8,True,False,False,2,0.04960000000000003,0.05700000000000016
34735,1.2742,1.3828,0.108,0.2024,0.171,0.244,1251.0,True,False,False,2,0.0944,0.10860000000000003
34736,1.507,1.558,0.3105,0.3547,0.22,0.293,1234.0,True,False,False,1,0.04420000000000002,0.051000000000000156
34739,1.536,1.5799,0.3356,0.3739,0.0,0.317,1077.2,True,False,False,1,0.0383,0.04390000000000005
34740,1.4927,1.5483,0.298,0.3464,0.0,0.366,895.8,True,False,False,1,0.0484,0.055600000000000094
34744,1.3923,1.5356,0.2107,0.3353,0.122,0.512,745.5,True,False,False,0,0.12459999999999999,0.14329999999999998
34747,1.4435,1.5822,0.2552,0.3759,0.195,0.415,756.2,True,False,False,2,0.12070000000000003,0.13870000000000005
34749,1.4235,1.5886,0.2379,0.3814,0.244,0.293,742.0,True,False,False,2,0.14350000000000002,0.16510000000000002
3474,1.3764,1.3764,0.1969,0.1969,0.0,0.0,255.2,True,False,False,0,0.0,0.0
34750,1.3072,1.4956,0.1367,0.3006,0.439,0.195,663.8,True,False,False,2,0.1639,0.18840000000000012
34752,1.3544,1.503,0.1777,0.307,0.537,0.195,682.5,True,False,False,1,0.1293,0.14859999999999984
34754,1.456,1.5302,0.2661,0.3306,0.415,0.049,827.2,True,False,False,2,0.0645,0.07420000000000004
34756,1.6645,1.7081,0.4474,0.4853,0.293,0.098,1167.8,True,False,False,1,0.03789999999999999,0.04359999999999986
3475,1.2008,1.2008,0.0442,0.0442,0.171,0.0,254.5,True,False,False,0,0.0,0.0
34760,1.7947,1.9334,0.5606,0.6812,0.0,0.39,2057.0,True,False,False,2,0.12060000000000004,0.13870000000000005
34762,1.4612,1.7383,0.2706,0.5116,0.0,0.0,2095.5,True,False,False,2,0.24100000000000005,0.2770999999999999
34765,1.1992,1.3705,0.0427,0.1917,0.0,0.463,2050.0,True,False,False,1,0.14900000000000002,0.1713
34768,1.9039,1.9409,0.6556,0.6877,0.463,0.829,2050.2,True,,True,2,0.03210000000000002,0.037000000000000144
34770,1.8996,1.9232,0.6519,0.6723,0.244,0.317,1793.8,True,False,False,2,0.020399999999999974,0.023600000000000065
34771,1.6051,1.6525,0.3957,0.4369,0.073,0.049,1019.0,True,False,False,1,0.041200000000000014,0.04740000000000011
34773,1.393,1.5024,0.2113,0.3064,0.22,0.195,758.8,True,False,False,2,0.09510000000000002,0.10939999999999994
34775,1.3165,1.4932,0.1448,0.2984,0.293,0.488,715.5,True,False,False,1,0.1536,0.17670000000000008
34777,1.3315,1.4776,0.1578,0.2849,0.585,0.244,744.2,True,False,False,1,0.1271,0.14610000000000012
34780,1.2456,1.52,0.0831,0.3218,0.512,0.244,748.2,True,False,False,2,0.23869999999999997,0.2744
34782,1.3744,1.5783,0.1951,0.3724,0.317,0.22,803.5,True,False,False,2,0.1773,0.20389999999999997
34785,1.4923,1.6241,0.2977,0.4123,0.22,0.317,818.0,True,False,False,2,0.11459999999999998,0.13180000000000014
34787,1.5417,1.6479,0.3406,0.4329,0.415,0.244,933.8,True,False,False,2,0.0923,0.10619999999999985
34788,1.7119,1.7681,0.4886,0.5375,0.317,0.366,1080.5,True,False,False,1,0.0489,0.05620000000000003
3478,1.1676,1.1676,0.0153,0.0153,0.0,0.0,261.8,True,False,False,0,0.0,0.0
34792,1.7149,1.7752,0.4912,0.5437,0.073,0.39,1159.2,True,False,False,2,0.052499999999999936,0.0602999999999998
34797,1.681,1.7284,0.4617,0.503,0.0,0.0,1086.0,True,False,False,1,0.0413,0.04739999999999989
34799,1.7463,1.8041,0.5185,0.5688,0.171,0.463,979.2,True,False,False,0,0.05030000000000001,0.057800000000000074
3479,1.4472,1.4472,0.2584,0.2584,0.0,0.366,260.2,True,False,False,1,0.0,0.0
34801,1.4301,1.5208,0.2436,0.3224,0.146,0.585,739.0,True,False,False,1,0.07880000000000001,0.0907
34803,1.1826,1.3052,0.0284,0.135,0.22,0.439,603.8,True,False,False,1,0.1066,0.12259999999999982
34804,1.2773,1.4244,0.1107,0.2386,0.293,0.512,601.5,True,False,False,1,0.1279,0.1471
34807,1.2327,1.4097,0.0719,0.2258,0.341,0.22,625.5,True,False,False,2,0.15389999999999998,0.17700000000000005
34808,1.4046,1.5224,0.2214,0.3238,0.171,0.195,786.8,True,False,False,2,0.10239999999999996,0.1177999999999999
34811,1.5692,1.6734,0.3645,0.4551,0.024,0.171,875.0,True,False,False,2,0.09060000000000001,0.10420000000000007
34813,1.4119,1.6778,0.2277,0.459,0.268,0.268,945.0,True,False,False,1,0.2313,0.2659
34816,1.6981,1.8523,0.4766,0.6107,0.341,0.195,1787.2,True,False,False,2,0.1341,0.15420000000000011
34818,1.8005,1.893,0.5656,0.6461,0.439,0.049,1723.0,True,False,False,0,0.08050000000000002,0.09250000000000003
34821,1.7769,1.8701,0.5451,0.6262,0.463,0.195,1578.2,True,False,False,0,0.08109999999999995,0.09320000000000017
34822,1.4668,1.7612,0.2755,0.5315,0.341,0.268,1271.5,True,False,False,0,0.25599999999999995,0.2944
34825,1.2835,1.7058,0.1161,0.4833,0.585,0.366,1259.5,True,False,False,2,0.3672,0.4222999999999999
34826,1.3409,1.7017,0.166,0.4798,0.463,0.366,1284.0,True,False,False,1,0.31379999999999997,0.3608
34829,1.5849,1.8923,0.3782,0.6454,0.366,0.244,1322.8,True,False,False,0,0.2672,0.3074000000000001
3482,1.3488,1.3488,0.1729,0.1729,0.0,0.39,261.8,True,False,False,2,0.0,0.0
34831,1.682,1.9306,0.4626,0.6788,0.439,0.463,1297.5,True,False,False,2,0.21619999999999995,0.24860000000000015
34833,1.455,1.8039,0.2652,0.5686,0.878,0.61,1239.5,True,False,False,0,0.3034,0.3489
34835,1.2333,1.7527,0.0724,0.5241,0.683,0.61,1197.2,True,,True,1,0.4517,0.5193999999999999
34837,1.2532,1.7413,0.0897,0.5141,0.244,0.683,1210.8,True,False,False,0,0.4244,0.4881
34839,,,0.0251,0.5231,0.317,0.098,1261.8,False,False,False,0,0.498,
34842,,,0.1597,0.5838,0.439,0.512,1286.0,False,False,False,0,0.4241,
34843,1.449,1.8685,0.26,0.6248,0.341,0.61,1322.0,True,False,False,2,0.3648,0.4195
34845,1.2889,1.7898,0.1208,0.5564,0.39,0.268,1283.8,True,False,False,1,0.4356,0.5009000000000001
34847,1.4144,1.8408,0.2299,0.6007,0.317,0.463,1296.0,True,False,False,2,0.3708,0.4263999999999999
3484,1.2105,1.2133,0.0526,0.0551,0.0,0.0,290.5,True,False,False,2,0.0025000000000000022,0.0028000000000001357
34850,1.4482,1.8057,0.2593,0.5701,0.122,0.415,1463.2,True,False,False,2,0.3108000000000001,0.35750000000000015
34851,1.7092,1.8476,0.4862,0.6066,0.0,0.561,1599.5,True,False,False,0,0.12040000000000001,0.13839999999999986
34854,1.1755,1.3263,0.0222,0.1533,0.0,0.439,1585.5,True,False,False,1,0.1311,0.15080000000000005
34855,1.171,1.1826,0.0183,0.0284,0.0,0.0,1507.8,True,False,False,2,0.010100000000000001,0.011600000000000055
34856,1.5144,1.8029,0.3169,0.5677,0.0,0.463,2308.8,True,False,False,2,0.25079999999999997,0.2885
34858,1.544,1.7013,0.3426,0.4794,0.098,0.0,2246.5,True,False,False,2,0.13679999999999998,0.1573
34861,1.8457,1.8642,0.6049,0.621,0.61,0.0,1962.0,True,False,False,2,0.016100000000000003,0.018500000000000183
34862,1.8036,1.8352,0.5683,0.5959,0.415,0.146,1500.8,True,False,False,2,0.027599999999999958,0.03159999999999985
34863,1.2743,1.4426,0.1081,0.2544,0.244,0.0,752.8,True,False,False,0,0.1463,0.16830000000000012
34865,1.1599,1.3734,0.0086,0.1943,0.098,0.317,608.8,True,False,False,2,0.1857,0.21350000000000002
34867,1.2398,1.3602,0.0781,0.1828,0.341,0.341,592.2,True,False,False,2,0.10469999999999999,0.12040000000000006
34869,1.2497,1.3528,0.0867,0.1763,0.317,0.39,639.5,True,False,False,1,0.08960000000000001,0.10309999999999997
3486,1.3013,1.3013,0.1316,0.1316,0.317,0.0,309.8,True,False,False,2,0.0,0.0
34872,1.5148,1.5867,0.3172,0.3797,0.122,0.049,912.5,True,False,False,2,0.0625,0.07190000000000007
34873,1.4657,1.5812,0.2745,0.375,0.0,0.024,1092.0,True,False,False,1,0.10049999999999998,0.11549999999999994
34879,1.6267,1.6673,0.4145,0.4499,0.244,0.293,1102.0,True,False,False,2,0.03540000000000004,0.04059999999999997
34881,1.5928,1.6337,0.3851,0.4206,0.39,0.146,999.8,True,False,False,1,0.035499999999999976,0.040899999999999936
34883,1.4666,1.5627,0.2753,0.3588,0.073,0.146,820.0,True,False,False,0,0.08350000000000002,0.09610000000000007
34885,1.174,1.4085,0.0208,0.2247,0.22,0.22,606.2,True,False,False,1,0.20390000000000003,0.23450000000000015
34888,1.2186,1.4904,0.0596,0.296,0.415,0.22,593.8,True,False,False,2,0.2364,0.27180000000000004
34889,1.1957,1.4402,0.0397,0.2523,0.244,0.195,614.2,True,False,False,2,0.2126,0.24449999999999994
3488,1.3439,1.4079,0.1686,0.2243,0.512,0.0,340.0,True,False,False,2,0.0557,0.06399999999999983
34892,1.5172,1.6644,0.3193,0.4473,0.463,0.22,784.8,True,False,False,2,0.128,0.1472
34893,1.6039,1.7353,0.3947,0.509,0.512,0.244,947.0,True,False,False,1,0.11430000000000001,0.13139999999999996
34895,1.6498,1.7575,0.4346,0.5283,0.488,0.122,1108.8,True,False,False,1,0.0937,0.10770000000000013
348,1.5795,1.6582,0.3735,0.4419,0.317,0.537,1813.2,True,,True,1,0.06840000000000002,0.07869999999999999
34900,1.7164,1.8344,0.4925,0.5952,0.585,0.195,1146.8,True,False,False,0,0.10269999999999996,0.1180000000000001
34902,1.6803,1.7711,0.4612,0.5401,0.195,0.0,1044.2,True,False,False,1,0.07890000000000003,0.09079999999999999
34904,1.5968,1.7666,0.3885,0.5362,0.463,0.366,915.2,True,False,False,1,0.1477,0.16979999999999995
34905,1.2479,1.5375,0.0852,0.337,0.341,0.341,660.2,True,False,False,2,0.2518,0.2896000000000001
34908,1.2778,1.457,0.1111,0.267,0.146,0.439,633.0,True,False,False,1,0.1559,0.17920000000000003
3490,1.4636,1.4636,0.2727,0.2727,0.073,0.0,382.2,True,False,False,2,0.0,0.0
34910,1.4333,1.6069,0.2464,0.3973,0.341,0.561,750.0,True,False,False,2,0.15089999999999998,0.17359999999999998
34912,1.6926,1.7836,0.4718,0.551,0.0,0.366,880.8,True,False,False,1,0.07920000000000005,0.09099999999999997
34913,1.7489,1.7821,0.5207,0.5496,0.415,0.268,929.8,True,False,False,0,0.028899999999999926,0.03320000000000012
34918,1.8497,1.9056,0.6085,0.657,0.171,0.488,1307.8,True,False,False,1,0.04849999999999999,0.05590000000000006
