point_id,dsi_refined,dsi_static_n,v_pt,v_norm,veh_extra_occ,p_norm,p_resid,dsi_dynamic,dsi_t,d_near
22845,1.3878,0.2740335362656536,7196.103056910083,0.4414105608641835,0.0407999999999999,0.1282801033786715,0.5659198249049648,0.5163651378167339,0.4315490772738558,608.7425169946129
22847,1.325,0.20166471339987127,7188.382383081325,0.4406420894262297,0.0625999999999999,0.19682192332119713,0.6704296740006912,0.5789742153400554,0.446915889660991,598.811595346008
22848,1.1852,0.04056341663814566,6356.006027147072,0.3577921375501513,0.2327,0.7316367660837483,0.9813673539914757,0.7331844178478286,0.4907670674244396,110.59700807249462
22851,1.3286,0.20581324464695439,6323.343481354165,0.35454109572538056,0.1505,0.4731900872178948,0.9316035019007027,0.7019326642429246,0.528290867384335,109.8045812969452
22853,1.2846,0.15510897384927244,6404.868652020578,0.36265564200994,0.1792,0.563426336408284,0.959566870176247,0.7219962013660568,0.5235856717351822,110.92958427657527
22856,1.3688,0.25213851023938194,6392.844380124467,0.36145881518895273,0.0345999999999999,0.10878655825740274,0.5530468839995393,0.47679483261292577,0.3981651197821854,114.24912498017652
22857,1.5176,0.4236111351188154,6390.289079874897,0.36120447530868527,0.0606,0.19053368295949785,0.6823522635641055,0.5545354438384482,0.5087119357865767,115.76711906116846
22859,1.4009,0.2891295805258726,6387.0812247114545,0.3608851838679543,0.1962,0.6168763794827307,0.9695599585301232,0.72730739821458,0.5739451620235324,119.37484010356143
22863,1.2106,0.06983360932589824,6386.9687761594605,0.3608739913862664,0.0686,0.21568664440629623,0.7159889413662021,0.5746531912741877,0.3979663375922864,128.4717229169532
22864,1.5627,0.4755830126864392,6388.016392297395,0.36097826506726866,0.0943,0.2964905330541361,0.8048611911070154,0.6281957865431962,0.5747813156933312,131.1526689523169
22867,1.5506,0.4616393382170767,6393.22989855697,0.36149718747494153,0.1029999999999999,0.323844378627529,0.8270072572284299,0.6417342494665416,0.5787010305292288,139.96120721697915
22868,1.5846,0.5008199111061946,6395.5652830749,0.3617296382089674,0.0649,0.20405339973715197,0.7007257228429904,0.5658052811586493,0.5430604016402901,143.12644238461854
22871,1.5176,0.4236111351188154,6401.044031641782,0.3622749613093548,0.0575999999999999,0.18110132241694812,0.6694505241331644,0.5471946501292883,0.5039404198756228,149.81409967933152
22873,1.6334,0.5570555568999872,6407.372821587083,0.3629048926362887,0.0454999999999999,0.14305746822866555,0.6113926966939293,0.5124945506789883,0.5280909028563379,156.80579065943064
22877,1.5727,0.48710671059500327,7120.145026176686,0.4338501356478757,0.0519999999999999,0.16349424940418925,0.625907153553738,0.5494684604272049,0.5276418479859343,352.5811108052493
22880,1.5964,0.5144178746383002,7118.378803149038,0.43367433597288524,0.0119,0.037415030152112616,0.39753484621587376,0.4119183631391643,0.4477931921638619,367.03575574640473
22882,1.6856,0.6172092599826916,7117.732714402488,0.43361002801750226,0.0,0.0,0.11049994240294897,0.2390977564775412,0.3714367827043438,375.70560786768135
22884,1.535,0.44366236947971666,7117.200729536808,0.4335570773057163,0.0,0.0,0.11052874092846446,0.2390940188066107,0.3106929415421978,384.44647350181634
22886,1.6307,0.5539441584646749,7116.956223309827,0.43353274056309465,0.0,0.0,0.11058633797949545,0.23911900620776794,0.34930780949768536,375.57356106446275
22888,1.6657,0.5942771011446492,7117.087525266993,0.433545809604226,0.0036999999999999,0.011633244669143943,0.3251353530699228,0.3682827147705755,0.44738075000150124,366.5037674332996
22890,1.6559,0.5829838771942563,7117.56256172339,0.43359309199910817,0.0131,0.04118797436913237,0.4051376569519641,0.41646292010072744,0.47474525508346255,357.242394129329
22892,1.5152,0.42084544762076004,7118.514091811114,0.43368780182767847,0.0865,0.2719663956435076,0.7627289482778482,0.6317705719906807,0.5579467784612084,347.5712753002034
22893,1.6197,0.5412680907652544,7119.165039449704,0.4337525934092108,0.0492,0.15469071289781014,0.6127750259186729,0.5415240977799071,0.5414344953247786,343.1455362934361
22895,1.562,0.47477635383283984,7120.110132002551,0.4338466624826096,0.0168999999999999,0.0531356310563613,0.4296452021656491,0.43131738337179937,0.4465280230331635,338.42040037605216
22898,1.3952,0.2825610727179911,7121.103880411134,0.4339455744798582,0.0625999999999999,0.19682192332119713,0.6733671236032716,0.578077347052153,0.4746466510351963,332.174473517994
22899,1.2415,0.1054418358633614,7121.334700143815,0.43396854894760756,0.0951999999999999,0.2993202412169006,0.7896843681603501,0.6481094721136786,0.45817579942606756,330.2239252464236
22902,1.3744,0.2585917810681779,7121.757734714608,0.4340106553740843,0.0024999999999999,0.007860300452124184,0.3109376799907845,0.3599207241933378,0.32445559409953184,324.86526986197754
22904,1.7992,0.7481184682239794,7121.750004061744,0.43400988590939066,0.0011999999999999,0.003772944217019445,0.295098490957263,0.35038522614820977,0.48959186087472917,320.3668237141086
22906,1.7874,0.734520504691874,7121.471479441116,0.43398216317165195,0.0,0.0,0.1103559497753715,0.23915918270709113,0.4125356454017651,314.69592313711007
