point_id,dsi_refined,dsi_static_n,v_pt,v_norm,veh_extra_occ,p_norm,p_resid,dsi_dynamic,dsi_t,d_near,disp,dyn_conf
85851,1.15,0.0,6701.537320160383,0.3921843338129836,0.0557,0.17512749407333383,0.6500403179357217,0.5474136362548719,0.3558188635656668,110.42758894274381,12.754836138446917,1
85853,1.1692,0.022125499984443135,6793.108275419234,0.4012987796791533,0.065,0.20436781175523697,0.6882847598202972,0.5740643397241219,0.3808857458152343,119.55261975385031,12.754836138446917,1
85855,1.1706,0.023738817691642183,6881.60831632328,0.4101075644045453,0.0695,0.21851635256906107,0.7043543370579426,0.5872441215418904,0.3900172651943035,128.80762935578616,12.754836138446917,1
85857,1.179,0.033418723934835956,6966.65360531607,0.41857248300789934,0.0516999999999999,0.1625510133499343,0.6232576892063126,0.5417929771393442,0.3638619885177663,138.05106945744114,12.754836138446917,1
85860,1.1696,0.022586447900785647,7087.230463299812,0.43057400949300634,0.0668,0.2100272280807666,0.6875647966824099,0.5852824633810272,0.38833885796294265,151.36972541387297,12.754836138446917,1
85862,1.1943,0.05104998173493883,7164.424079699766,0.4382574177953701,0.0802,0.25215843850415387,0.7359751180739547,0.617483473363078,0.4192317512932293,160.1001188102673,12.754836138446917,1
85864,1.1583,0.009564669264108403,7239.0555859805145,0.4456858084022361,0.1669,0.5247536581838315,0.9265637599354913,0.7351743352252558,0.48121095213885423,168.62435697934848,12.754836138446917,1
85865,1.1602,0.011754171866735335,7275.522918865527,0.44931555683638164,0.182,0.5722298729146634,0.9406462389125677,0.7450966274462456,0.488426767993417,172.80715045334176,12.754836138446917,1
85867,1.1552,0.005992322912453424,7347.488942906159,0.4564786406817738,0.1633,0.5134348255327722,0.9188169565718235,0.7348063068475836,0.47972141247028804,181.17728586559588,12.754836138446917,1
85869,1.1792,0.033649197893007216,7418.6970125616,0.46356628210993545,0.1462,0.45967037044024067,0.8898168413777214,0.7201691187891426,0.47988714647549524,189.70531510621694,12.754836138446917,1
85871,1.1788,0.033188249976664703,7487.544410907793,0.47041895590239685,0.1887,0.5932954781263572,0.9397534846215874,0.7529583421913496,0.5010388099162099,197.91442274096346,12.754836138446917,1
85873,1.1531,0.00357234635165498,7554.204565716392,0.47705392406141633,0.1964,0.6175052035189006,0.9436124870406635,0.7579221789749231,0.49389973755677924,205.7059830724423,12.754836138446917,1
85874,1.1639,0.01601794009290408,7853.755550679494,0.5068695050923907,0.1838,0.5778892892401931,0.9257574012210574,0.7590400185618481,0.4989822910977177,209.67204831162027,5.260285403619383,1
85877,1.1881,0.04390528903162913,7946.220778569859,0.5160729617094747,0.1701,0.5348148427625509,0.9098318166109896,0.7531157923601867,0.5048921161951916,221.4430923401269,5.260285403619383,1
85879,1.1804,0.03503204164203475,8005.604389737039,0.521983664593276,0.1939,0.6096449030667761,0.9304227623545674,0.7678640014455734,0.5113728155143349,229.15804274613637,5.260285403619383,1
85881,1.1934,0.05001284892316818,8064.587781009496,0.5278545318921508,0.1871,0.5882648858369974,0.9229639442460547,0.7657103981292009,0.5152162559070894,237.04382287946098,5.260285403619383,1
85883,1.1794,0.03387967185117847,8120.769083321916,0.5334464953828666,0.1472,0.4628144906210905,0.8696002764658449,0.7358110715948196,0.4901350816845452,244.5851820220102,5.260285403619383,1
85885,1.1942,0.050934744755853203,8173.785976552693,0.5387234918057876,0.1346,0.423198576342383,0.8454959106093768,0.7234004879255483,0.48803747781615503,251.6402806075209,5.260285403619383,1
85886,1.1935,0.05012808590225381,8200.33597260004,0.5413661256085748,0.1585,0.4983430486646932,0.885583458126944,0.748584959784633,0.5041250539258003,255.2416318002085,5.260285403619383,1
85888,1.1703,0.023393106754385044,8253.462737429374,0.5466540580180698,0.2273,0.7146585171071594,0.9453691970971086,0.7866805717436511,0.5195299589974081,262.58181613287485,5.260285403619383,1
85890,1.1629,0.014865570302047803,8304.41557397326,0.5517256101176876,0.2388,0.7508158991869321,0.948594631954844,0.7906407612636557,0.519119444427093,269.6306070681988,5.260285403619383,1
85892,1.1708,0.02396929164981344,8352.071886027228,0.5564690451421377,0.2013,0.6329113924050647,0.9265925584610067,0.7792834001600968,0.5149234621814976,276.10596044020656,5.260285403619383,1
85894,1.1594,0.010832276034050311,8400.133459800978,0.5612528175857633,0.1669,0.5247536581838315,0.8916311484851975,0.7601405727872227,0.4978826689236124,282.78673680554,5.260285403619383,1
85897,1.15,0.0,8469.234127042653,0.5681307003064372,0.1309,0.4115653316732387,0.8276120262642552,0.7243384585330437,0.4708199980464784,292.39399820909046,5.260285403619383,1
85898,1.15,0.0,8491.891236793163,0.5703858586120498,0.1154,0.36283146887006684,0.7954152747379334,0.7058535671198317,0.45880481862789063,295.5668381740065,5.260285403619383,1
85900,1.1504,0.0004609479163427679,8537.576548398647,0.5749331115955992,0.1624,0.5106051173700074,0.8808317014168875,0.7590840626680148,0.49356597250492956,302.06086656023916,5.260285403619383,1
85902,1.1515,0.001728554686284676,8582.422580652034,0.5793968275427634,0.0624,0.19619309928502748,0.6233440847828591,0.605853076401301,0.39440949380104534,308.46893363388637,5.260285403619383,1
